footfall_id,store_id,footfall_date,footfall_month,day_of_week,visitor_count,transaction_count,conversion_rate,avg_dwell_time_mins,peak_hour,weather
345,2,2025-09-16,2025-09,Tuesday,218,74,0.34,12,14:00,Cloudy
346,2,2025-09-18,2025-09,Thursday,232,77,0.333,14,12:00,Cloudy
347,2,2025-09-20,2025-09,Saturday,311,51,0.166,12,15:00,Cloudy
348,2,2025-09-23,2025-09,Tuesday,267,86,0.325,21,13:00,Cloudy
349,2,2025-09-25,2025-09,Thursday,259,83,0.321,21,12:00,Cloudy
350,2,2025-09-26,2025-09,Friday,202,65,0.324,10,13:00,Cloudy
351,2,2025-09-27,2025-09,Saturday,303,93,0.308,25,13:00,Rainy
352,2,2025-09-28,2025-09,Sunday,287,64,0.224,15,16:00,Cloudy
353,2,2025-09-30,2025-09,Tuesday,229,61,0.269,25,17:00,Sunny
354,2,2025-10-03,2025-10,Friday,215,43,0.203,23,13:00,Cloudy
355,2,2025-10-04,2025-10,Saturday,366,76,0.209,16,12:00,Rainy
356,2,2025-10-07,2025-10,Tuesday,233,78,0.336,18,12:00,Cloudy
357,2,2025-10-10,2025-10,Friday,202,51,0.255,20,14:00,Cloudy
358,2,2025-10-13,2025-10,Monday,174,32,0.187,13,14:00,Sunny
359,2,2025-10-15,2025-10,Wednesday,283,92,0.328,14,17:00,Cloudy
360,2,2025-10-18,2025-10,Saturday,324,71,0.22,19,13:00,Cloudy
361,2,2025-10-21,2025-10,Tuesday,219,72,0.33,25,14:00,Sunny
362,2,2025-10-22,2025-10,Wednesday,268,84,0.315,11,14:00,Cloudy
363,2,2025-10-24,2025-10,Friday,261,71,0.275,8,13:00,Rainy
364,2,2025-10-27,2025-10,Monday,252,83,0.333,18,12:00,Cold
365,2,2025-10-29,2025-10,Wednesday,222,33,0.152,11,16:00,Rainy
366,2,2025-10-31,2025-10,Friday,271,90,0.334,15,13:00,Rainy
367,2,2025-11-03,2025-11,Monday,269,83,0.31,17,16:00,Rainy
368,2,2025-11-06,2025-11,Thursday,311,100,0.323,21,17:00,Cloudy
369,2,2025-11-08,2025-11,Saturday,501,161,0.323,24,14:00,Cloudy
370,2,2025-11-09,2025-11,Sunday,321,77,0.242,16,15:00,Sunny
371,2,2025-11-12,2025-11,Wednesday,383,90,0.237,25,12:00,Cloudy
372,2,2025-11-13,2025-11,Thursday,277,44,0.159,20,17:00,Cloudy
373,2,2025-11-14,2025-11,Friday,265,84,0.318,15,17:00,Cold
374,2,2025-11-15,2025-11,Saturday,391,108,0.277,11,17:00,Cloudy
375,2,2025-11-16,2025-11,Sunday,297,47,0.159,25,16:00,Sunny
376,2,2025-11-17,2025-11,Monday,294,87,0.299,9,17:00,Cloudy
377,2,2025-11-18,2025-11,Tuesday,352,104,0.296,24,17:00,Cloudy
378,2,2025-11-20,2025-11,Thursday,282,98,0.348,23,16:00,Sunny
379,2,2025-11-22,2025-11,Saturday,528,123,0.233,12,17:00,Rainy
380,2,2025-11-25,2025-11,Tuesday,327,96,0.294,10,17:00,Cloudy
381,2,2025-11-27,2025-11,Thursday,368,127,0.346,17,15:00,Cloudy
382,2,2025-11-28,2025-11,Friday,314,106,0.34,18,13:00,Sunny
383,2,2025-12-01,2025-12,Monday,324,90,0.28,12,15:00,Cloudy
384,2,2025-12-04,2025-12,Thursday,263,75,0.288,12,17:00,Cloudy
385,2,2025-12-05,2025-12,Friday,374,62,0.167,17,12:00,Cloudy
386,2,2025-12-07,2025-12,Sunday,327,79,0.242,18,16:00,Cloudy
387,2,2025-12-08,2025-12,Monday,287,92,0.322,17,16:00,Cloudy
388,2,2025-12-10,2025-12,Wednesday,372,104,0.282,10,17:00,Rainy
389,2,2025-12-13,2025-12,Saturday,504,158,0.314,8,14:00,Rainy
390,2,2025-12-16,2025-12,Tuesday,325,57,0.178,17,17:00,Cloudy
391,2,2025-12-19,2025-12,Friday,273,78,0.287,21,12:00,Rainy
392,2,2025-12-22,2025-12,Monday,263,52,0.201,16,15:00,Cloudy
393,2,2025-12-24,2025-12,Wednesday,291,73,0.253,14,15:00,Rainy
394,2,2025-12-25,2025-12,Thursday,310,106,0.343,21,17:00,Cold
395,2,2025-12-28,2025-12,Sunday,283,50,0.179,19,16:00,Cloudy
396,2,2025-12-29,2025-12,Monday,224,72,0.322,14,13:00,Rainy
397,2,2026-01-01,2026-01,Thursday,246,61,0.252,8,17:00,Cold
398,2,2026-01-04,2026-01,Sunday,197,65,0.334,18,16:00,Sunny
399,2,2026-01-07,2026-01,Wednesday,236,70,0.299,21,12:00,Cloudy
400,2,2026-01-09,2026-01,Friday,174,40,0.233,22,16:00,Sunny
401,2,2026-01-12,2026-01,Monday,161,47,0.293,12,14:00,Cold
402,2,2026-01-13,2026-01,Tuesday,248,52,0.211,16,12:00,Cloudy
403,2,2026-01-15,2026-01,Thursday,203,53,0.264,24,13:00,Rainy
404,2,2026-01-18,2026-01,Sunday,202,34,0.169,13,13:00,Cloudy
405,2,2026-01-21,2026-01,Wednesday,236,70,0.297,23,12:00,Cloudy
406,2,2026-01-23,2026-01,Friday,225,59,0.264,11,16:00,Cold
407,2,2026-01-26,2026-01,Monday,173,54,0.314,18,16:00,Sunny
408,2,2026-01-28,2026-01,Wednesday,210,57,0.272,15,12:00,Rainy
409,2,2026-01-30,2026-01,Friday,241,74,0.311,9,13:00,Rainy
410,2,2026-02-01,2026-02,Sunday,199,44,0.223,11,12:00,Cold
411,2,2026-02-02,2026-02,Monday,152,42,0.279,17,15:00,Cloudy
412,2,2026-02-05,2026-02,Thursday,171,35,0.209,25,12:00,Cloudy
413,2,2026-02-06,2026-02,Friday,241,52,0.217,18,17:00,Sunny
414,2,2026-02-09,2026-02,Monday,179,62,0.349,22,13:00,Sunny
415,2,2026-02-12,2026-02,Thursday,240,55,0.233,22,13:00,Sunny
416,2,2026-02-13,2026-02,Friday,247,71,0.291,12,15:00,Sunny
417,2,2026-02-16,2026-02,Monday,190,57,0.303,13,12:00,Cloudy
418,2,2026-02-17,2026-02,Tuesday,214,59,0.277,17,17:00,Sunny
419,2,2026-02-18,2026-02,Wednesday,196,30,0.156,22,14:00,Sunny
420,2,2026-02-20,2026-02,Friday,200,57,0.289,17,12:00,Rainy
421,2,2026-02-21,2026-02,Saturday,346,78,0.226,14,15:00,Rainy
422,2,2026-02-23,2026-02,Monday,157,35,0.225,9,15:00,Rainy
423,2,2026-02-25,2026-02,Wednesday,221,33,0.153,19,13:00,Cloudy
424,2,2026-02-27,2026-02,Friday,176,47,0.269,10,13:00,Cloudy
425,2,2026-02-28,2026-02,Saturday,332,95,0.289,11,17:00,Cloudy
426,3,2025-01-01,2025-01,Wednesday,185,43,0.235,11,16:00,Rainy
427,3,2025-01-02,2025-01,Thursday,202,56,0.282,23,17:00,Cloudy
428,3,2025-01-03,2025-01,Friday,162,32,0.199,9,17:00,Cloudy
429,3,2025-01-04,2025-01,Saturday,218,47,0.218,11,15:00,Cloudy
430,3,2025-01-06,2025-01,Monday,184,55,0.302,14,17:00,Cloudy
431,3,2025-01-08,2025-01,Wednesday,176,51,0.291,24,16:00,Sunny
432,3,2025-01-09,2025-01,Thursday,207,34,0.165,19,12:00,Rainy
433,3,2025-01-12,2025-01,Sunday,220,34,0.156,16,14:00,Cloudy
434,3,2025-01-15,2025-01,Wednesday,182,41,0.226,14,14:00,Cloudy
435,3,2025-01-18,2025-01,Saturday,247,63,0.258,20,12:00,Cloudy
436,3,2025-01-20,2025-01,Monday,157,28,0.179,9,12:00,Cloudy
437,3,2025-01-23,2025-01,Thursday,203,60,0.296,25,14:00,Sunny
438,3,2025-01-26,2025-01,Sunday,233,69,0.298,21,12:00,Rainy
439,3,2025-01-28,2025-01,Tuesday,167,38,0.228,16,13:00,Cloudy
440,3,2025-01-29,2025-01,Wednesday,217,49,0.23,18,13:00,Cloudy
441,3,2025-02-01,2025-02,Saturday,215,68,0.317,21,16:00,Cold
442,3,2025-02-02,2025-02,Sunday,236,35,0.151,18,17:00,Rainy
443,3,2025-02-03,2025-02,Monday,126,25,0.202,13,15:00,Cloudy
444,3,2025-02-04,2025-02,Tuesday,150,52,0.349,11,15:00,Rainy
445,3,2025-02-06,2025-02,Thursday,190,45,0.239,11,17:00,Cold
446,3,2025-02-09,2025-02,Sunday,166,32,0.195,19,17:00,Sunny
447,3,2025-02-11,2025-02,Tuesday,203,32,0.158,25,15:00,Cloudy
448,3,2025-02-14,2025-02,Friday,193,31,0.165,8,16:00,Cloudy
449,3,2025-02-15,2025-02,Saturday,231,77,0.334,9,12:00,Sunny
450,3,2025-02-17,2025-02,Monday,150,25,0.172,22,14:00,Rainy
451,3,2025-02-18,2025-02,Tuesday,148,34,0.235,8,17:00,Cloudy
452,3,2025-02-19,2025-02,Wednesday,172,35,0.206,14,16:00,Rainy
453,3,2025-02-20,2025-02,Thursday,192,67,0.349,18,14:00,Sunny
454,3,2025-02-21,2025-02,Friday,214,51,0.241,14,13:00,Sunny
455,3,2025-02-23,2025-02,Sunday,208,66,0.322,12,16:00,Sunny
456,3,2025-02-25,2025-02,Tuesday,164,48,0.294,21,16:00,Cloudy
457,3,2025-02-26,2025-02,Wednesday,157,48,0.306,16,17:00,Rainy
458,3,2025-02-27,2025-02,Thursday,148,27,0.189,11,14:00,Sunny
459,3,2025-02-28,2025-02,Friday,209,36,0.176,15,13:00,Cloudy
460,3,2025-03-03,2025-03,Monday,172,49,0.289,12,13:00,Cloudy
461,3,2025-03-05,2025-03,Wednesday,203,68,0.339,13,14:00,Sunny
462,3,2025-03-07,2025-03,Friday,180,48,0.271,22,14:00,Cold
463,3,2025-03-08,2025-03,Saturday,308,71,0.232,25,12:00,Cold
464,3,2025-03-09,2025-03,Sunday,281,73,0.262,21,16:00,Cloudy
465,3,2025-03-12,2025-03,Wednesday,207,48,0.234,10,14:00,Sunny
466,3,2025-03-15,2025-03,Saturday,307,96,0.315,21,15:00,Cloudy
467,3,2025-03-16,2025-03,Sunday,282,96,0.342,13,16:00,Cloudy
468,3,2025-03-19,2025-03,Wednesday,246,80,0.328,12,17:00,Sunny
469,3,2025-03-20,2025-03,Thursday,176,53,0.303,11,15:00,Cloudy
470,3,2025-03-22,2025-03,Saturday,270,81,0.301,12,14:00,Cloudy
471,3,2025-03-24,2025-03,Monday,199,44,0.223,22,12:00,Sunny
472,3,2025-03-25,2025-03,Tuesday,219,74,0.339,24,13:00,Sunny
473,3,2025-03-26,2025-03,Wednesday,205,58,0.286,21,15:00,Rainy
474,3,2025-03-28,2025-03,Friday,212,55,0.264,11,17:00,Rainy
475,3,2025-03-30,2025-03,Sunday,206,32,0.159,23,15:00,Sunny
476,3,2025-04-01,2025-04,Tuesday,245,39,0.161,17,12:00,Sunny
477,3,2025-04-02,2025-04,Wednesday,208,62,0.301,18,14:00,Cloudy
478,3,2025-04-05,2025-04,Saturday,330,87,0.266,9,15:00,Rainy
479,3,2025-04-07,2025-04,Monday,215,56,0.263,13,17:00,Rainy
480,3,2025-04-09,2025-04,Wednesday,199,54,0.272,11,13:00,Cloudy
481,3,2025-04-11,2025-04,Friday,199,35,0.176,14,15:00,Sunny
482,3,2025-04-14,2025-04,Monday,149,22,0.151,25,17:00,Rainy
483,3,2025-04-17,2025-04,Thursday,185,28,0.152,16,12:00,Cold
484,3,2025-04-18,2025-04,Friday,222,61,0.278,17,17:00,Cloudy
485,3,2025-04-21,2025-04,Monday,190,55,0.29,21,13:00,Cloudy
486,3,2025-04-23,2025-04,Wednesday,245,70,0.286,15,14:00,Sunny
487,3,2025-04-25,2025-04,Friday,172,40,0.233,17,15:00,Cloudy
488,3,2025-04-28,2025-04,Monday,217,47,0.217,19,16:00,Cloudy
489,3,2025-05-01,2025-05,Thursday,223,38,0.173,16,13:00,Sunny
490,3,2025-05-03,2025-05,Saturday,290,97,0.335,11,16:00,Cloudy
491,3,2025-05-04,2025-05,Sunday,277,43,0.157,22,14:00,Cloudy
492,3,2025-05-07,2025-05,Wednesday,217,54,0.249,15,13:00,Rainy
493,3,2025-05-09,2025-05,Friday,202,34,0.171,13,15:00,Rainy
494,3,2025-05-10,2025-05,Saturday,304,65,0.215,24,12:00,Sunny
495,3,2025-05-11,2025-05,Sunday,276,63,0.231,22,16:00,Cold
496,3,2025-05-14,2025-05,Wednesday,194,31,0.164,19,15:00,Cloudy
497,3,2025-05-17,2025-05,Saturday,347,120,0.347,8,15:00,Cold
498,3,2025-05-20,2025-05,Tuesday,182,58,0.324,20,17:00,Sunny
499,3,2025-05-23,2025-05,Friday,245,44,0.182,13,15:00,Cold
500,3,2025-05-24,2025-05,Saturday,288,66,0.23,13,13:00,Cloudy
501,3,2025-05-27,2025-05,Tuesday,246,47,0.193,22,15:00,Cold
502,3,2025-05-29,2025-05,Thursday,252,58,0.231,14,15:00,Cloudy
503,3,2025-05-31,2025-05,Saturday,270,90,0.334,11,13:00,Cloudy
504,3,2025-06-03,2025-06,Tuesday,181,47,0.264,13,14:00,Rainy
505,3,2025-06-06,2025-06,Friday,177,50,0.283,9,16:00,Cloudy
506,3,2025-06-09,2025-06,Monday,167,56,0.336,25,15:00,Cloudy
507,3,2025-06-10,2025-06,Tuesday,255,66,0.262,13,16:00,Sunny
508,3,2025-06-13,2025-06,Friday,211,45,0.214,13,12:00,Cloudy
509,3,2025-06-15,2025-06,Sunday,224,54,0.245,21,12:00,Cloudy
510,3,2025-06-18,2025-06,Wednesday,181,45,0.25,18,13:00,Sunny
511,3,2025-06-21,2025-06,Saturday,339,65,0.194,12,13:00,Rainy
512,3,2025-06-24,2025-06,Tuesday,249,50,0.203,11,16:00,Rainy
513,3,2025-06-25,2025-06,Wednesday,218,49,0.225,22,12:00,Cloudy
514,3,2025-06-28,2025-06,Saturday,326,97,0.3,24,16:00,Cloudy
515,3,2025-06-30,2025-06,Monday,165,26,0.162,12,15:00,Cloudy
516,3,2025-07-02,2025-07,Wednesday,215,51,0.239,14,17:00,Sunny
517,3,2025-07-05,2025-07,Saturday,285,75,0.265,17,12:00,Sunny
518,3,2025-07-06,2025-07,Sunday,249,77,0.31,25,17:00,Sunny
519,3,2025-07-09,2025-07,Wednesday,213,72,0.341,11,14:00,Cloudy
520,3,2025-07-11,2025-07,Friday,181,40,0.223,10,13:00,Rainy
521,3,2025-07-14,2025-07,Monday,185,27,0.151,24,13:00,Rainy
522,3,2025-07-16,2025-07,Wednesday,256,63,0.249,12,12:00,Cold
523,3,2025-07-19,2025-07,Saturday,289,63,0.22,12,12:00,Cloudy
524,3,2025-07-20,2025-07,Sunday,223,64,0.288,14,13:00,Cloudy
525,3,2025-07-21,2025-07,Monday,170,45,0.267,19,14:00,Cold
526,3,2025-07-24,2025-07,Thursday,174,28,0.165,25,16:00,Cloudy
527,3,2025-07-27,2025-07,Sunday,278,71,0.257,19,12:00,Cloudy
528,3,2025-07-29,2025-07,Tuesday,219,73,0.336,24,16:00,Cloudy
529,3,2025-08-01,2025-08,Friday,221,40,0.182,22,15:00,Sunny
530,3,2025-08-03,2025-08,Sunday,204,37,0.186,19,13:00,Cloudy
531,3,2025-08-06,2025-08,Wednesday,204,70,0.344,11,13:00,Rainy
532,3,2025-08-09,2025-08,Saturday,284,92,0.325,13,15:00,Rainy
533,3,2025-08-10,2025-08,Sunday,280,93,0.334,19,17:00,Cloudy
534,3,2025-08-12,2025-08,Tuesday,191,52,0.274,24,12:00,Cloudy
535,3,2025-08-15,2025-08,Friday,234,47,0.201,25,17:00,Sunny
536,3,2025-08-16,2025-08,Saturday,315,92,0.295,25,17:00,Cloudy
537,3,2025-08-18,2025-08,Monday,173,30,0.179,23,14:00,Rainy
538,3,2025-08-19,2025-08,Tuesday,235,54,0.234,12,12:00,Cloudy
539,3,2025-08-21,2025-08,Thursday,174,52,0.304,21,12:00,Rainy
540,3,2025-08-24,2025-08,Sunday,230,74,0.325,20,16:00,Sunny
541,3,2025-08-27,2025-08,Wednesday,206,42,0.207,15,14:00,Sunny
542,3,2025-08-30,2025-08,Saturday,265,76,0.289,23,16:00,Rainy
543,3,2025-09-01,2025-09,Monday,169,53,0.318,18,17:00,Cloudy
544,3,2025-09-03,2025-09,Wednesday,243,62,0.258,23,14:00,Rainy
545,3,2025-09-05,2025-09,Friday,224,77,0.348,19,15:00,Cold
546,3,2025-09-08,2025-09,Monday,211,31,0.151,12,17:00,Sunny
547,3,2025-09-09,2025-09,Tuesday,201,34,0.173,17,15:00,Sunny
548,3,2025-09-12,2025-09,Friday,174,54,0.312,22,16:00,Sunny
549,3,2025-09-13,2025-09,Saturday,284,82,0.291,16,13:00,Cloudy
550,3,2025-09-16,2025-09,Tuesday,204,57,0.28,25,16:00,Cloudy
551,3,2025-09-18,2025-09,Thursday,257,75,0.294,19,14:00,Cloudy
552,3,2025-09-20,2025-09,Saturday,249,41,0.168,14,16:00,Sunny
553,3,2025-09-22,2025-09,Monday,197,47,0.241,11,13:00,Sunny
554,3,2025-09-24,2025-09,Wednesday,239,61,0.256,25,16:00,Rainy
555,3,2025-09-26,2025-09,Friday,239,67,0.281,16,14:00,Rainy
556,3,2025-09-28,2025-09,Sunday,227,76,0.338,17,13:00,Cloudy
557,3,2025-09-29,2025-09,Monday,212,34,0.163,23,17:00,Cloudy
558,3,2025-09-30,2025-09,Tuesday,244,80,0.331,23,14:00,Rainy
559,3,2025-10-02,2025-10,Thursday,187,58,0.311,11,15:00,Cloudy
560,3,2025-10-04,2025-10,Saturday,313,51,0.166,11,13:00,Cloudy
561,3,2025-10-07,2025-10,Tuesday,183,33,0.184,20,14:00,Rainy
562,3,2025-10-10,2025-10,Friday,246,60,0.247,21,13:00,Rainy
563,3,2025-10-12,2025-10,Sunday,272,60,0.222,22,16:00,Sunny
564,3,2025-10-15,2025-10,Wednesday,214,38,0.178,11,14:00,Rainy
565,3,2025-10-17,2025-10,Friday,228,78,0.345,18,16:00,Cloudy
566,3,2025-10-18,2025-10,Saturday,359,68,0.192,21,14:00,Cold
567,3,2025-10-21,2025-10,Tuesday,197,56,0.286,19,14:00,Sunny
568,3,2025-10-22,2025-10,Wednesday,187,32,0.175,10,17:00,Rainy
569,3,2025-10-24,2025-10,Friday,177,40,0.227,22,13:00,Cold
570,3,2025-10-26,2025-10,Sunday,257,54,0.214,21,17:00,Cloudy
571,3,2025-10-28,2025-10,Tuesday,241,69,0.289,20,13:00,Cloudy
572,3,2025-10-31,2025-10,Friday,185,53,0.288,17,14:00,Sunny
573,3,2025-11-01,2025-11,Saturday,363,87,0.24,11,13:00,Cloudy
574,3,2025-11-04,2025-11,Tuesday,229,59,0.258,11,13:00,Rainy
575,3,2025-11-07,2025-11,Friday,236,73,0.31,17,17:00,Cloudy
576,3,2025-11-09,2025-11,Sunday,280,66,0.239,9,12:00,Cloudy
577,3,2025-11-12,2025-11,Wednesday,253,48,0.193,16,17:00,Cold
578,3,2025-11-14,2025-11,Friday,326,81,0.25,10,17:00,Sunny
579,3,2025-11-17,2025-11,Monday,203,46,0.228,11,12:00,Rainy
580,3,2025-11-19,2025-11,Wednesday,244,38,0.156,20,12:00,Cold
581,3,2025-11-22,2025-11,Saturday,387,99,0.257,23,16:00,Sunny
582,3,2025-11-25,2025-11,Tuesday,228,48,0.212,10,12:00,Cloudy
583,3,2025-11-28,2025-11,Friday,331,54,0.164,21,12:00,Sunny
584,3,2025-12-01,2025-12,Monday,264,85,0.323,19,17:00,Rainy
585,3,2025-12-03,2025-12,Wednesday,245,52,0.216,17,17:00,Rainy
586,3,2025-12-05,2025-12,Friday,244,37,0.153,24,14:00,Sunny
587,3,2025-12-08,2025-12,Monday,209,69,0.333,17,17:00,Sunny
588,3,2025-12-09,2025-12,Tuesday,274,47,0.175,21,14:00,Rainy
589,3,2025-12-12,2025-12,Friday,280,87,0.311,19,13:00,Cloudy
590,3,2025-12-13,2025-12,Saturday,366,72,0.197,18,17:00,Cloudy
591,3,2025-12-14,2025-12,Sunday,284,48,0.171,10,13:00,Rainy
592,3,2025-12-16,2025-12,Tuesday,334,75,0.226,15,17:00,Sunny
593,3,2025-12-19,2025-12,Friday,321,74,0.232,16,16:00,Cloudy
594,3,2025-12-21,2025-12,Sunday,267,45,0.171,21,17:00,Cloudy
595,3,2025-12-24,2025-12,Wednesday,260,40,0.154,19,17:00,Rainy
596,3,2025-12-26,2025-12,Friday,251,47,0.189,17,17:00,Rainy
597,3,2025-12-28,2025-12,Sunday,260,61,0.235,13,14:00,Sunny
598,3,2025-12-31,2025-12,Wednesday,273,92,0.339,21,16:00,Cloudy
599,3,2026-01-03,2026-01,Saturday,300,91,0.305,10,14:00,Sunny
600,3,2026-01-06,2026-01,Tuesday,179,45,0.255,23,16:00,Sunny
601,3,2026-01-08,2026-01,Thursday,192,42,0.222,12,15:00,Rainy
602,3,2026-01-10,2026-01,Saturday,223,67,0.303,23,12:00,Rainy
603,3,2026-01-13,2026-01,Tuesday,185,62,0.338,10,16:00,Cloudy
604,3,2026-01-15,2026-01,Thursday,168,25,0.154,16,12:00,Cloudy
605,3,2026-01-18,2026-01,Sunday,224,53,0.24,22,13:00,Cold
606,3,2026-01-20,2026-01,Tuesday,189,52,0.276,15,17:00,Sunny
607,3,2026-01-23,2026-01,Friday,182,56,0.311,24,13:00,Cloudy
608,3,2026-01-24,2026-01,Saturday,236,80,0.343,10,14:00,Cloudy
609,3,2026-01-26,2026-01,Monday,163,46,0.284,9,14:00,Rainy
610,3,2026-01-27,2026-01,Tuesday,154,45,0.298,12,15:00,Cloudy
611,3,2026-01-29,2026-01,Thursday,160,37,0.235,12,16:00,Cloudy
612,3,2026-02-01,2026-02,Sunday,231,50,0.217,18,14:00,Cloudy
613,3,2026-02-04,2026-02,Wednesday,189,56,0.299,20,13:00,Sunny
614,3,2026-02-07,2026-02,Saturday,261,51,0.199,9,17:00,Cloudy
615,3,2026-02-08,2026-02,Sunday,193,63,0.328,16,13:00,Sunny
616,3,2026-02-11,2026-02,Wednesday,179,35,0.196,25,15:00,Cloudy
617,3,2026-02-12,2026-02,Thursday,206,47,0.233,20,16:00,Cloudy
618,3,2026-02-15,2026-02,Sunday,217,53,0.246,16,16:00,Sunny
619,3,2026-02-17,2026-02,Tuesday,168,27,0.166,24,14:00,Rainy
620,3,2026-02-19,2026-02,Thursday,206,33,0.163,8,15:00,Rainy
621,3,2026-02-20,2026-02,Friday,146,48,0.331,10,17:00,Rainy
622,3,2026-02-21,2026-02,Saturday,223,67,0.302,13,15:00,Sunny
623,3,2026-02-24,2026-02,Tuesday,146,37,0.255,23,17:00,Cloudy
624,3,2026-02-25,2026-02,Wednesday,200,43,0.219,10,17:00,Cloudy
625,3,2026-02-28,2026-02,Saturday,284,82,0.289,14,12:00,Rainy
626,4,2025-01-01,2025-01,Wednesday,172,50,0.293,10,13:00,Cloudy
627,4,2025-01-03,2025-01,Friday,192,32,0.17,14,13:00,Rainy
628,4,2025-01-05,2025-01,Sunday,218,44,0.205,16,15:00,Cloudy
629,4,2025-01-06,2025-01,Monday,166,50,0.302,10,17:00,Rainy
630,4,2025-01-09,2025-01,Thursday,187,58,0.312,8,17:00,Cold
631,4,2025-01-11,2025-01,Saturday,248,65,0.266,9,12:00,Rainy
632,4,2025-01-12,2025-01,Sunday,202,44,0.221,14,14:00,Sunny
633,4,2025-01-13,2025-01,Monday,175,49,0.28,19,14:00,Rainy
634,4,2025-01-15,2025-01,Wednesday,227,36,0.159,15,12:00,Sunny
635,4,2025-01-16,2025-01,Thursday,163,30,0.188,10,17:00,Sunny
636,4,2025-01-18,2025-01,Saturday,251,64,0.255,17,13:00,Cloudy
637,4,2025-01-20,2025-01,Monday,146,46,0.321,11,13:00,Cloudy
638,4,2025-01-23,2025-01,Thursday,221,65,0.298,10,15:00,Cloudy
639,4,2025-01-26,2025-01,Sunday,236,81,0.344,14,15:00,Rainy
640,4,2025-01-29,2025-01,Wednesday,239,45,0.189,12,15:00,Sunny
641,4,2025-02-01,2025-02,Saturday,303,79,0.262,9,14:00,Cloudy
642,4,2025-02-02,2025-02,Sunday,183,33,0.183,19,15:00,Rainy
643,4,2025-02-05,2025-02,Wednesday,178,39,0.223,25,17:00,Sunny
644,4,2025-02-06,2025-02,Thursday,195,63,0.327,22,16:00,Rainy
645,4,2025-02-09,2025-02,Sunday,190,61,0.324,10,12:00,Cloudy
646,4,2025-02-11,2025-02,Tuesday,171,57,0.338,13,15:00,Rainy
647,4,2025-02-12,2025-02,Wednesday,228,62,0.272,9,14:00,Sunny
648,4,2025-02-13,2025-02,Thursday,196,29,0.153,18,13:00,Cloudy
649,4,2025-02-14,2025-02,Friday,206,71,0.345,11,16:00,Cloudy
650,4,2025-02-15,2025-02,Saturday,323,58,0.181,11,16:00,Cloudy
651,4,2025-02-18,2025-02,Tuesday,207,33,0.16,11,13:00,Rainy
652,4,2025-02-21,2025-02,Friday,165,41,0.252,9,15:00,Cloudy
653,4,2025-02-24,2025-02,Monday,141,24,0.173,22,16:00,Cloudy
654,4,2025-02-26,2025-02,Wednesday,233,35,0.153,22,12:00,Rainy
655,4,2025-02-28,2025-02,Friday,161,24,0.152,14,17:00,Cloudy
656,4,2025-03-02,2025-03,Sunday,305,64,0.211,21,16:00,Sunny
657,4,2025-03-05,2025-03,Wednesday,199,35,0.179,11,13:00,Rainy
658,4,2025-03-07,2025-03,Friday,203,32,0.159,18,15:00,Rainy
659,4,2025-03-08,2025-03,Saturday,280,69,0.249,14,17:00,Sunny
660,4,2025-03-10,2025-03,Monday,191,55,0.29,21,13:00,Rainy
661,4,2025-03-12,2025-03,Wednesday,232,47,0.205,9,14:00,Sunny
662,4,2025-03-15,2025-03,Saturday,298,70,0.236,12,16:00,Rainy
663,4,2025-03-16,2025-03,Sunday,253,74,0.295,17,15:00,Rainy
664,4,2025-03-17,2025-03,Monday,198,40,0.206,13,17:00,Cloudy
665,4,2025-03-18,2025-03,Tuesday,244,60,0.249,14,13:00,Cloudy
666,4,2025-03-21,2025-03,Friday,223,37,0.166,20,15:00,Rainy
667,4,2025-03-22,2025-03,Saturday,360,116,0.323,16,15:00,Rainy
668,4,2025-03-25,2025-03,Tuesday,270,57,0.213,16,12:00,Cloudy
669,4,2025-03-26,2025-03,Wednesday,267,56,0.211,15,13:00,Cloudy
670,4,2025-03-29,2025-03,Saturday,297,57,0.194,23,17:00,Cloudy
671,4,2025-03-31,2025-03,Monday,195,34,0.178,8,15:00,Rainy
672,4,2025-04-03,2025-04,Thursday,274,69,0.253,18,12:00,Sunny
673,4,2025-04-05,2025-04,Saturday,393,104,0.265,23,17:00,Cloudy
674,4,2025-04-08,2025-04,Tuesday,192,28,0.151,23,14:00,Rainy
675,4,2025-04-09,2025-04,Wednesday,231,45,0.196,12,16:00,Cloudy
676,4,2025-04-12,2025-04,Saturday,315,96,0.306,17,16:00,Rainy
677,4,2025-04-15,2025-04,Tuesday,277,78,0.283,16,17:00,Sunny
678,4,2025-04-18,2025-04,Friday,194,65,0.337,20,12:00,Cold
679,4,2025-04-21,2025-04,Monday,164,56,0.344,16,13:00,Cloudy
680,4,2025-04-22,2025-04,Tuesday,204,39,0.195,24,12:00,Sunny
681,4,2025-04-25,2025-04,Friday,191,53,0.282,25,13:00,Rainy
682,4,2025-04-28,2025-04,Monday,230,69,0.304,25,12:00,Cold
683,4,2025-05-01,2025-05,Thursday,252,42,0.168,16,15:00,Cold
684,4,2025-05-02,2025-05,Friday,244,41,0.171,12,16:00,Cloudy
685,4,2025-05-03,2025-05,Saturday,299,88,0.296,19,14:00,Sunny
686,4,2025-05-05,2025-05,Monday,224,35,0.158,16,13:00,Sunny
687,4,2025-05-07,2025-05,Wednesday,257,42,0.166,10,14:00,Cloudy
688,4,2025-05-08,2025-05,Thursday,278,46,0.168,21,12:00,Cloudy
689,4,2025-05-11,2025-05,Sunday,291,65,0.226,21,12:00,Cloudy
