subscriber_key,score_date,churn_risk_score,churn_risk_band,upsell_propensity,cross_sell_propensity,predicted_clv,clv_segment,next_best_action,model_version,confidence_score
266,2026-01-28,0.1643,Low,0.256,0.2473,20700.01,High,Survey,v2.3.1,0.7
267,2026-01-28,0.063,Low,0.5055,0.4262,931.14,Low,Device Offer,v2.3.1,0.87
268,2026-01-28,0.0738,Low,0.2874,0.3082,833.42,Low,Survey,v2.3.1,0.82
269,2026-01-28,0.0801,Low,0.4626,0.5589,2012.61,Medium,Referral Program,v2.3.1,0.87
270,2026-01-28,0.0391,Low,0.3365,0.2944,808.91,Low,Engagement Campaign,v2.3.1,0.72
271,2026-01-28,0.0608,Low,0.4494,0.5946,24369.01,High,Survey,v2.3.1,0.88
272,2026-01-28,0.07,Low,0.5448,0.5905,1320.36,Low,Plan Upgrade,v2.3.1,0.81
273,2026-01-28,0.1251,Low,0.3405,0.2018,2082.42,Medium,Survey,v2.3.1,0.7
274,2026-01-28,0.2837,Medium,0.1548,0.5508,3859.34,Medium,Survey,v2.3.1,0.87
275,2026-01-28,0.1105,Low,0.4544,0.2038,2260.46,Medium,App Promotion,v2.3.1,0.93
276,2026-01-28,0.2925,Medium,0.2239,0.3113,1302.54,Low,Referral Program,v2.3.1,0.91
277,2026-01-28,0.2222,Low,0.4204,0.4564,2372.84,Medium,Engagement Campaign,v2.3.1,0.83
278,2026-01-28,0.0289,Low,0.4487,0.3466,105048.87,High,Engagement Campaign,v2.3.1,0.86
279,2026-01-28,0.02,Low,0.3546,0.5771,2848.52,Medium,App Promotion,v2.3.1,0.7
280,2026-01-28,0.2116,Low,0.3048,0.1961,20818.24,High,Referral Program,v2.3.1,0.76
281,2026-01-28,0.3304,Medium,0.2084,0.3509,1564.34,Low,Referral Program,v2.3.1,0.95
282,2026-01-28,0.0427,Low,0.512,0.226,1272.92,Low,Plan Upgrade,v2.3.1,0.73
283,2026-01-28,0.02,Low,0.6202,0.1266,3172.75,Medium,Add-on Service,v2.3.1,0.79
284,2026-01-28,0.02,Low,0.5306,0.4021,1629.69,Low,5G Upgrade,v2.3.1,0.77
285,2026-01-28,0.95,High,0.05,0.1854,383.92,Low,Loyalty Reward,v2.3.1,0.85
286,2026-01-28,0.2338,Low,0.1332,0.3983,49344.39,High,App Promotion,v2.3.1,0.9
287,2026-01-28,0.02,Low,0.4945,0.5255,24547.07,High,Engagement Campaign,v2.3.1,0.73
288,2026-01-28,0.02,Low,0.3522,0.2553,8537.44,Medium,Engagement Campaign,v2.3.1,0.82
289,2026-01-28,0.0477,Low,0.5338,0.1858,1657.47,Low,Add-on Service,v2.3.1,0.88
290,2026-01-28,0.4193,Medium,0.1657,0.5212,2031.7,Medium,Survey,v2.3.1,0.77
291,2026-01-28,0.02,Low,0.5897,0.1751,8992.28,Medium,Add-on Service,v2.3.1,0.82
292,2026-01-28,0.02,Low,0.4527,0.2586,27313.77,High,App Promotion,v2.3.1,0.88
293,2026-01-28,0.95,High,0.05,0.4096,2317.45,Medium,Personal Call,v2.3.1,0.92
294,2026-01-28,0.02,Low,0.5902,0.2588,11154.33,High,Add-on Service,v2.3.1,0.83
295,2026-01-28,0.1307,Low,0.3617,0.5907,1718.38,Low,Survey,v2.3.1,0.8
296,2026-01-28,0.244,Low,0.13,0.2976,3929.35,Medium,Engagement Campaign,v2.3.1,0.9
297,2026-01-28,0.95,High,0.05,0.4879,8652.16,Medium,Retention Offer,v2.3.1,0.81
298,2026-01-28,0.1812,Low,0.288,0.342,1775.78,Low,Engagement Campaign,v2.3.1,0.78
299,2026-01-28,0.0266,Low,0.3776,0.5065,19694.86,High,Referral Program,v2.3.1,0.86
300,2026-01-28,0.065,Low,0.5065,0.5683,2587.59,Medium,Add-on Service,v2.3.1,0.86
301,2026-01-28,0.0995,Low,0.5062,0.1362,2268.53,Medium,Device Offer,v2.3.1,0.73
302,2026-01-28,0.02,Low,0.5231,0.3749,3092.26,Medium,5G Upgrade,v2.3.1,0.73
303,2026-01-28,0.1735,Low,0.3557,0.1403,4002.7,Medium,Referral Program,v2.3.1,0.87
304,2026-01-28,0.1252,Low,0.3718,0.4312,87972.99,High,Survey,v2.3.1,0.86
305,2026-01-28,0.1678,Low,0.1836,0.5589,2904.67,Medium,Engagement Campaign,v2.3.1,0.78
306,2026-01-28,0.95,High,0.05,0.4343,961.74,Low,Loyalty Reward,v2.3.1,0.88
307,2026-01-28,0.175,Low,0.4025,0.5396,2802.41,Medium,Referral Program,v2.3.1,0.7
308,2026-01-28,0.3061,Medium,0.3057,0.3517,2181.42,Medium,Survey,v2.3.1,0.94
309,2026-01-28,0.02,Low,0.4291,0.1446,2822.36,Medium,Referral Program,v2.3.1,0.94
310,2026-01-28,0.0875,Low,0.3608,0.2951,14842.02,High,Referral Program,v2.3.1,0.74
311,2026-01-28,0.1317,Low,0.2745,0.3459,2339.84,Medium,Survey,v2.3.1,0.94
312,2026-01-28,0.2351,Low,0.3038,0.4205,16907.07,High,Referral Program,v2.3.1,0.95
313,2026-01-28,0.1331,Low,0.2539,0.4772,4626.41,Medium,Referral Program,v2.3.1,0.85
314,2026-01-28,0.287,Medium,0.0681,0.5647,1921.21,Low,Referral Program,v2.3.1,0.8
315,2026-01-28,0.2243,Low,0.4004,0.1523,25916.85,High,Referral Program,v2.3.1,0.93
316,2026-01-28,0.02,Low,0.5083,0.2508,23626.98,High,Device Offer,v2.3.1,0.89
317,2026-01-28,0.95,High,0.05,0.4545,4360.07,Medium,Loyalty Reward,v2.3.1,0.76
318,2026-01-28,0.2049,Low,0.3154,0.1745,3925.82,Medium,Engagement Campaign,v2.3.1,0.82
319,2026-01-28,0.02,Low,0.5091,0.1255,28357.2,High,Plan Upgrade,v2.3.1,0.94
320,2026-01-28,0.1755,Low,0.4493,0.3743,2984.46,Medium,Engagement Campaign,v2.3.1,0.78
321,2026-01-28,0.2303,Low,0.3676,0.3882,2537.99,Medium,App Promotion,v2.3.1,0.94
322,2026-01-28,0.2249,Low,0.4014,0.3882,3356.03,Medium,Engagement Campaign,v2.3.1,0.91
323,2026-01-28,0.95,High,0.05,0.2499,1662.43,Low,Personal Call,v2.3.1,0.89
324,2026-01-28,0.229,Low,0.2318,0.3089,16041.69,High,App Promotion,v2.3.1,0.79
325,2026-01-28,0.0583,Low,0.4345,0.3941,26814.73,High,Survey,v2.3.1,0.93
326,2026-01-28,0.0486,Low,0.3314,0.1836,20611.43,High,Referral Program,v2.3.1,0.89
327,2026-01-28,0.0489,Low,0.3381,0.2122,189276.12,High,App Promotion,v2.3.1,0.94
328,2026-01-28,0.0464,Low,0.4281,0.4242,2959.72,Medium,App Promotion,v2.3.1,0.71
329,2026-01-28,0.2524,Medium,0.3656,0.4791,979.03,Low,Referral Program,v2.3.1,0.9
330,2026-01-28,0.0454,Low,0.4243,0.5526,6074.13,Medium,App Promotion,v2.3.1,0.74
331,2026-01-28,0.02,Low,0.5638,0.3518,2388.19,Medium,Plan Upgrade,v2.3.1,0.73
332,2026-01-28,0.95,High,0.05,0.1424,1249.85,Low,Service Recovery,v2.3.1,0.93
333,2026-01-28,0.052,Low,0.523,0.5566,28959.04,High,Plan Upgrade,v2.3.1,0.95
334,2026-01-28,0.0759,Low,0.4464,0.1415,939.36,Low,Engagement Campaign,v2.3.1,0.91
335,2026-01-28,0.02,Low,0.5731,0.1004,1269.1,Low,5G Upgrade,v2.3.1,0.9
336,2026-01-28,0.0473,Low,0.5736,0.5912,3758.04,Medium,Device Offer,v2.3.1,0.8
337,2026-01-28,0.038,Low,0.4415,0.5682,3070.06,Medium,Survey,v2.3.1,0.9
338,2026-01-28,0.2474,Low,0.3218,0.3725,3880.24,Medium,App Promotion,v2.3.1,0.78
339,2026-01-28,0.2333,Low,0.1474,0.1704,3753.99,Medium,Referral Program,v2.3.1,0.92
340,2026-01-28,0.95,High,0.05,0.4771,304.52,Low,Personal Call,v2.3.1,0.93
341,2026-01-28,0.02,Low,0.5508,0.4861,1486.18,Low,Device Offer,v2.3.1,0.84
342,2026-01-28,0.1121,Low,0.4688,0.4409,26455.26,High,Engagement Campaign,v2.3.1,0.72
343,2026-01-28,0.95,High,0.05,0.5437,2581.28,Medium,Service Recovery,v2.3.1,0.84
344,2026-01-28,0.95,High,0.05,0.2666,15487.86,High,Loyalty Reward,v2.3.1,0.74
345,2026-01-28,0.0554,Low,0.4365,0.4126,2163.05,Medium,Referral Program,v2.3.1,0.81
346,2026-01-28,0.0374,Low,0.5904,0.4982,2984.24,Medium,Add-on Service,v2.3.1,0.8
347,2026-01-28,0.194,Low,0.2667,0.4012,623.03,Low,App Promotion,v2.3.1,0.71
348,2026-01-28,0.1606,Low,0.354,0.56,2020.4,Medium,Engagement Campaign,v2.3.1,0.95
349,2026-01-28,0.1922,Low,0.346,0.269,18447.42,High,Referral Program,v2.3.1,0.74
350,2026-01-28,0.0511,Low,0.4248,0.4323,3915.73,Medium,Engagement Campaign,v2.3.1,0.86
351,2026-01-28,0.95,High,0.05,0.5654,1566.67,Low,Loyalty Reward,v2.3.1,0.92
352,2026-01-28,0.0984,Low,0.3877,0.4417,2207.67,Medium,Survey,v2.3.1,0.73
353,2026-01-28,0.2246,Low,0.1574,0.4844,2142.57,Medium,App Promotion,v2.3.1,0.77
354,2026-01-28,0.0247,Low,0.4675,0.5741,5518.36,Medium,Survey,v2.3.1,0.72
355,2026-01-28,0.1395,Low,0.4407,0.5145,2536.7,Medium,Engagement Campaign,v2.3.1,0.78
356,2026-01-28,0.2235,Low,0.2946,0.5422,1215.66,Low,App Promotion,v2.3.1,0.75
357,2026-01-28,0.1841,Low,0.2144,0.4071,6049.23,Medium,Referral Program,v2.3.1,0.71
358,2026-01-28,0.95,High,0.05,0.4261,2915.75,Medium,Personal Call,v2.3.1,0.74
359,2026-01-28,0.1986,Low,0.183,0.4078,17962.1,High,Survey,v2.3.1,0.87
360,2026-01-28,0.135,Low,0.3988,0.1937,26031.07,High,Referral Program,v2.3.1,0.8
361,2026-01-28,0.0965,Low,0.4728,0.5613,2385.35,Medium,App Promotion,v2.3.1,0.82
362,2026-01-28,0.113,Low,0.4581,0.2526,2864.79,Medium,Survey,v2.3.1,0.76
363,2026-01-28,0.1188,Low,0.5232,0.2881,18731.05,High,Add-on Service,v2.3.1,0.72
364,2026-01-28,0.02,Low,0.4492,0.3881,6975.1,Medium,Engagement Campaign,v2.3.1,0.94
365,2026-01-28,0.95,High,0.05,0.4412,1942.19,Low,Retention Offer,v2.3.1,0.79
366,2026-01-28,0.036,Low,0.3872,0.3368,25116.08,High,Referral Program,v2.3.1,0.75
367,2026-01-28,0.095,Low,0.532,0.3052,1242.99,Low,Plan Upgrade,v2.3.1,0.75
368,2026-01-28,0.0635,Low,0.4691,0.5429,2854.7,Medium,Referral Program,v2.3.1,0.89
369,2026-01-28,0.3861,Medium,0.1831,0.1294,22794.78,High,Engagement Campaign,v2.3.1,0.72
370,2026-01-28,0.95,High,0.05,0.1741,1396.74,Low,Service Recovery,v2.3.1,0.87
371,2026-01-28,0.1663,Low,0.2183,0.2586,775.33,Low,Engagement Campaign,v2.3.1,0.76
372,2026-01-28,0.1781,Low,0.2016,0.518,168798.57,High,App Promotion,v2.3.1,0.71
373,2026-01-28,0.0366,Low,0.5211,0.2129,20310.29,High,Plan Upgrade,v2.3.1,0.86
374,2026-01-28,0.1709,Low,0.2359,0.5648,24327.82,High,App Promotion,v2.3.1,0.85
375,2026-01-28,0.1599,Low,0.4357,0.1837,3083.76,Medium,Engagement Campaign,v2.3.1,0.81
376,2026-01-28,0.1524,Low,0.4639,0.1451,4544.58,Medium,Engagement Campaign,v2.3.1,0.94
377,2026-01-28,0.1202,Low,0.2508,0.4354,4179.17,Medium,App Promotion,v2.3.1,0.87
378,2026-01-28,0.1575,Low,0.2908,0.1949,12398.89,High,App Promotion,v2.3.1,0.71
379,2026-01-28,0.0883,Low,0.4063,0.2859,797.4,Low,Engagement Campaign,v2.3.1,0.79
380,2026-01-28,0.2309,Low,0.1369,0.2584,2997.66,Medium,Referral Program,v2.3.1,0.94
381,2026-01-28,0.2219,Low,0.3246,0.4583,4992.55,Medium,Referral Program,v2.3.1,0.81
382,2026-01-28,0.1526,Low,0.4818,0.3432,19492.17,High,Referral Program,v2.3.1,0.82
383,2026-01-28,0.0201,Low,0.5116,0.5207,1345.38,Low,Device Offer,v2.3.1,0.94
384,2026-01-28,0.0483,Low,0.5398,0.5032,15240.62,High,Plan Upgrade,v2.3.1,0.86
385,2026-01-28,0.2018,Low,0.2007,0.1442,5966.18,Medium,Referral Program,v2.3.1,0.84
386,2026-01-28,0.0766,Low,0.4612,0.2124,632.75,Low,App Promotion,v2.3.1,0.9
387,2026-01-28,0.0618,Low,0.4983,0.491,85825.77,High,Engagement Campaign,v2.3.1,0.71
388,2026-01-28,0.0241,Low,0.4595,0.1942,4421.11,Medium,Engagement Campaign,v2.3.1,0.8
389,2026-01-28,0.02,Low,0.5598,0.2485,2960.04,Medium,Plan Upgrade,v2.3.1,0.7
390,2026-01-28,0.2569,Medium,0.1108,0.2209,3390.47,Medium,Referral Program,v2.3.1,0.82
391,2026-01-28,0.1485,Low,0.4372,0.3189,7788.9,Medium,Survey,v2.3.1,0.73
392,2026-01-28,0.2046,Low,0.2382,0.2695,2276.43,Medium,Engagement Campaign,v2.3.1,0.78
393,2026-01-28,0.0964,Low,0.5117,0.4168,4641.18,Medium,Add-on Service,v2.3.1,0.81
394,2026-01-28,0.2488,Low,0.1536,0.4132,3223.02,Medium,App Promotion,v2.3.1,0.93
395,2026-01-28,0.164,Low,0.2244,0.1449,3326.75,Medium,Referral Program,v2.3.1,0.95
396,2026-01-28,0.0765,Low,0.3793,0.4346,4252.94,Medium,Referral Program,v2.3.1,0.83
397,2026-01-28,0.2325,Low,0.2145,0.2967,1083.05,Low,Survey,v2.3.1,0.73
398,2026-01-28,0.0285,Low,0.417,0.5051,2988.72,Medium,Referral Program,v2.3.1,0.91
399,2026-01-28,0.1226,Low,0.3293,0.5659,2745.74,Medium,Survey,v2.3.1,0.87
400,2026-01-28,0.1116,Low,0.4647,0.3134,640.64,Low,Referral Program,v2.3.1,0.95
401,2026-01-28,0.1129,Low,0.3745,0.3076,17267.39,High,Referral Program,v2.3.1,0.87
402,2026-01-28,0.02,Low,0.3904,0.209,1471.5,Low,Referral Program,v2.3.1,0.73
403,2026-01-28,0.02,Low,0.3406,0.1683,14794.15,High,App Promotion,v2.3.1,0.88
404,2026-01-28,0.1051,Low,0.261,0.1628,1303.84,Low,Survey,v2.3.1,0.81
405,2026-01-28,0.2015,Low,0.4136,0.5808,2880.02,Medium,App Promotion,v2.3.1,0.8
406,2026-01-28,0.2388,Low,0.1297,0.2219,3619.59,Medium,App Promotion,v2.3.1,0.86
407,2026-01-28,0.02,Low,0.5753,0.3056,4015.24,Medium,Add-on Service,v2.3.1,0.88
408,2026-01-28,0.266,Medium,0.3512,0.1863,1968.32,Low,Engagement Campaign,v2.3.1,0.71
409,2026-01-28,0.0273,Low,0.5608,0.5085,19330.2,High,Add-on Service,v2.3.1,0.89
410,2026-01-28,0.02,Low,0.5402,0.2801,10729.97,High,Device Offer,v2.3.1,0.77
411,2026-01-28,0.0531,Low,0.4775,0.5968,3037.17,Medium,App Promotion,v2.3.1,0.71
412,2026-01-28,0.1377,Low,0.2159,0.2726,3191.75,Medium,Referral Program,v2.3.1,0.88
413,2026-01-28,0.02,Low,0.3422,0.2691,2804.3,Medium,App Promotion,v2.3.1,0.91
414,2026-01-28,0.1385,Low,0.415,0.259,24335.88,High,Survey,v2.3.1,0.86
415,2026-01-28,0.0567,Low,0.2962,0.1953,165752.6,High,App Promotion,v2.3.1,0.94
416,2026-01-28,0.164,Low,0.2967,0.3016,3375.38,Medium,Engagement Campaign,v2.3.1,0.88
417,2026-01-28,0.0323,Low,0.42,0.5997,2822.74,Medium,Referral Program,v2.3.1,0.74
418,2026-01-28,0.02,Low,0.3582,0.15,4362.25,Medium,Engagement Campaign,v2.3.1,0.93
419,2026-01-28,0.02,Low,0.4179,0.2304,16882.86,High,Survey,v2.3.1,0.81
420,2026-01-28,0.0396,Low,0.5889,0.4052,19133.23,High,Device Offer,v2.3.1,0.81
421,2026-01-28,0.0982,Low,0.4877,0.2584,2118.85,Medium,Survey,v2.3.1,0.93
422,2026-01-28,0.0732,Low,0.5696,0.4647,17773.14,High,Plan Upgrade,v2.3.1,0.75
423,2026-01-28,0.1467,Low,0.3945,0.3901,10869.59,High,Engagement Campaign,v2.3.1,0.77
424,2026-01-28,0.3164,Medium,0.1125,0.5155,24516.06,High,App Promotion,v2.3.1,0.82
425,2026-01-28,0.0973,Low,0.4336,0.5825,20475.04,High,Referral Program,v2.3.1,0.85
426,2026-01-28,0.3088,Medium,0.2395,0.3724,1900.77,Low,Engagement Campaign,v2.3.1,0.77
427,2026-01-28,0.0859,Low,0.4528,0.2632,4293.38,Medium,Engagement Campaign,v2.3.1,0.9
428,2026-01-28,0.174,Low,0.425,0.5973,13781.24,High,App Promotion,v2.3.1,0.72
429,2026-01-28,0.0681,Low,0.509,0.2039,3917.02,Medium,Add-on Service,v2.3.1,0.82
430,2026-01-28,0.0739,Low,0.4641,0.3061,2016.62,Medium,Engagement Campaign,v2.3.1,0.91
431,2026-01-28,0.1088,Low,0.3398,0.409,113116.86,High,App Promotion,v2.3.1,0.92
432,2026-01-28,0.1368,Low,0.4809,0.2638,3728.02,Medium,Engagement Campaign,v2.3.1,0.89
433,2026-01-28,0.1478,Low,0.4414,0.4236,3722.36,Medium,Engagement Campaign,v2.3.1,0.83
434,2026-01-28,0.1097,Low,0.3263,0.1899,4118.55,Medium,Referral Program,v2.3.1,0.9
435,2026-01-28,0.1043,Low,0.4681,0.3896,1168.59,Low,Survey,v2.3.1,0.9
436,2026-01-28,0.0825,Low,0.3239,0.2723,4302.73,Medium,Referral Program,v2.3.1,0.89
437,2026-01-28,0.95,High,0.05,0.5939,1403.92,Low,Loyalty Reward,v2.3.1,0.87
438,2026-01-28,0.1144,Low,0.3428,0.2221,8267.7,Medium,Survey,v2.3.1,0.92
439,2026-01-28,0.0282,Low,0.3561,0.1203,2558.14,Medium,App Promotion,v2.3.1,0.9
440,2026-01-28,0.02,Low,0.5922,0.3935,8074.28,Medium,Add-on Service,v2.3.1,0.77
441,2026-01-28,0.1334,Low,0.2199,0.1762,3694.42,Medium,App Promotion,v2.3.1,0.8
442,2026-01-28,0.2214,Low,0.1373,0.4518,1133.95,Low,Survey,v2.3.1,0.9
443,2026-01-28,0.95,High,0.05,0.3343,1478.21,Low,Loyalty Reward,v2.3.1,0.81
444,2026-01-28,0.95,High,0.05,0.3049,1343.3,Low,Personal Call,v2.3.1,0.75
445,2026-01-28,0.0723,Low,0.5678,0.1711,24489.35,High,5G Upgrade,v2.3.1,0.92
446,2026-01-28,0.2157,Low,0.176,0.2119,465.49,Low,App Promotion,v2.3.1,0.94
447,2026-01-28,0.3642,Medium,0.1623,0.5626,3481.73,Medium,Engagement Campaign,v2.3.1,0.87
448,2026-01-28,0.1511,Low,0.2087,0.1846,1241.74,Low,Engagement Campaign,v2.3.1,0.78
449,2026-01-28,0.02,Low,0.4689,0.541,9470.93,Medium,Engagement Campaign,v2.3.1,0.84
450,2026-01-28,0.1909,Low,0.31,0.1681,4175.82,Medium,Survey,v2.3.1,0.93
451,2026-01-28,0.0371,Low,0.5535,0.3264,3756.83,Medium,Device Offer,v2.3.1,0.87
452,2026-01-28,0.1557,Low,0.2678,0.2589,4527.13,Medium,Engagement Campaign,v2.3.1,0.79
453,2026-01-28,0.1051,Low,0.3948,0.5547,2107.28,Medium,Referral Program,v2.3.1,0.75
454,2026-01-28,0.0394,Low,0.5845,0.1456,17783.46,High,Plan Upgrade,v2.3.1,0.71
455,2026-01-28,0.95,High,0.05,0.1367,3153.48,Medium,Loyalty Reward,v2.3.1,0.92
456,2026-01-28,0.95,High,0.05,0.3664,10257.46,High,Loyalty Reward,v2.3.1,0.8
457,2026-01-28,0.0388,Low,0.4832,0.4688,3370.0,Medium,Engagement Campaign,v2.3.1,0.85
458,2026-01-28,0.95,High,0.05,0.5963,4987.82,Medium,Personal Call,v2.3.1,0.76
459,2026-01-28,0.1571,Low,0.4741,0.4056,21650.03,High,Engagement Campaign,v2.3.1,0.93
460,2026-01-28,0.0287,Low,0.5361,0.1862,101477.48,High,5G Upgrade,v2.3.1,0.8
461,2026-01-28,0.13,Low,0.5106,0.373,798.62,Low,Add-on Service,v2.3.1,0.71
462,2026-01-28,0.0997,Low,0.4075,0.3466,13686.08,High,App Promotion,v2.3.1,0.84
463,2026-01-28,0.1793,Low,0.4207,0.4064,3068.93,Medium,Engagement Campaign,v2.3.1,0.76
464,2026-01-28,0.2516,Medium,0.1962,0.3738,529.7,Low,App Promotion,v2.3.1,0.91
465,2026-01-28,0.1726,Low,0.3335,0.2198,4187.43,Medium,Referral Program,v2.3.1,0.95
466,2026-01-28,0.1946,Low,0.3932,0.1032,19383.96,High,App Promotion,v2.3.1,0.78
467,2026-01-28,0.2529,Medium,0.1497,0.3195,3500.57,Medium,Referral Program,v2.3.1,0.86
468,2026-01-28,0.1178,Low,0.4319,0.2841,81359.55,High,Engagement Campaign,v2.3.1,0.82
469,2026-01-28,0.1846,Low,0.2855,0.3767,108023.5,High,Engagement Campaign,v2.3.1,0.93
470,2026-01-28,0.1231,Low,0.4891,0.1606,22420.12,High,Engagement Campaign,v2.3.1,0.86
471,2026-01-28,0.95,High,0.05,0.4203,1417.65,Low,Service Recovery,v2.3.1,0.87
472,2026-01-28,0.08,Low,0.3911,0.1068,4086.51,Medium,App Promotion,v2.3.1,0.73
473,2026-01-28,0.0876,Low,0.339,0.4802,10116.28,High,Engagement Campaign,v2.3.1,0.82
474,2026-01-28,0.95,High,0.05,0.145,1158.11,Low,Retention Offer,v2.3.1,0.87
475,2026-01-28,0.1494,Low,0.3598,0.322,2159.85,Medium,App Promotion,v2.3.1,0.75
476,2026-01-28,0.1844,Low,0.2566,0.4541,1003.72,Low,App Promotion,v2.3.1,0.94
477,2026-01-28,0.1398,Low,0.4597,0.2393,958.58,Low,Engagement Campaign,v2.3.1,0.8
478,2026-01-28,0.2484,Low,0.2196,0.1439,23032.78,High,Survey,v2.3.1,0.9
479,2026-01-28,0.2033,Low,0.2532,0.4665,2395.89,Medium,Engagement Campaign,v2.3.1,0.72
480,2026-01-28,0.1963,Low,0.4181,0.5516,1251.1,Low,App Promotion,v2.3.1,0.89
481,2026-01-28,0.1028,Low,0.3536,0.101,10694.37,High,Engagement Campaign,v2.3.1,0.7
482,2026-01-28,0.2322,Low,0.2961,0.503,20360.95,High,App Promotion,v2.3.1,0.78
483,2026-01-28,0.95,High,0.05,0.1074,2511.56,Medium,Service Recovery,v2.3.1,0.88
484,2026-01-28,0.1105,Low,0.4815,0.4928,19491.11,High,Referral Program,v2.3.1,0.77
485,2026-01-28,0.0248,Low,0.5664,0.1077,27480.81,High,Device Offer,v2.3.1,0.88
486,2026-01-28,0.0915,Low,0.3332,0.5682,2801.01,Medium,Survey,v2.3.1,0.77
487,2026-01-28,0.0527,Low,0.3574,0.529,4719.27,Medium,Survey,v2.3.1,0.91
488,2026-01-28,0.0912,Low,0.4416,0.5422,28091.96,High,App Promotion,v2.3.1,0.77
489,2026-01-28,0.0751,Low,0.3119,0.1344,1660.74,Low,Referral Program,v2.3.1,0.93
490,2026-01-28,0.1346,Low,0.3325,0.4866,4244.81,Medium,Referral Program,v2.3.1,0.85
491,2026-01-28,0.3327,Medium,0.0777,0.5371,2231.12,Medium,Engagement Campaign,v2.3.1,0.81
492,2026-01-28,0.044,Low,0.4329,0.3153,6082.41,Medium,Survey,v2.3.1,0.79
493,2026-01-28,0.1698,Low,0.4368,0.2979,4106.4,Medium,App Promotion,v2.3.1,0.7
494,2026-01-28,0.1484,Low,0.4835,0.1466,3367.23,Medium,App Promotion,v2.3.1,0.77
495,2026-01-28,0.2311,Low,0.3828,0.1883,2057.43,Medium,App Promotion,v2.3.1,0.89
496,2026-01-28,0.2961,Medium,0.2812,0.4319,585.78,Low,Survey,v2.3.1,0.86
497,2026-01-28,0.0396,Low,0.3688,0.2768,69097.67,High,Engagement Campaign,v2.3.1,0.72
498,2026-01-28,0.2454,Low,0.1236,0.1417,21308.57,High,Survey,v2.3.1,0.79
499,2026-01-28,0.0202,Low,0.3958,0.4428,3422.35,Medium,Referral Program,v2.3.1,0.7
500,2026-01-28,0.0255,Low,0.5886,0.5274,2836.03,Medium,Add-on Service,v2.3.1,0.81
501,2026-01-28,0.02,Low,0.5557,0.3319,15873.76,High,Plan Upgrade,v2.3.1,0.75
502,2026-01-28,0.02,Low,0.5728,0.4977,6422.5,Medium,Add-on Service,v2.3.1,0.73
503,2026-01-28,0.3119,Medium,0.1264,0.5561,17296.92,High,Referral Program,v2.3.1,0.74
504,2026-01-28,0.1866,Low,0.3622,0.4435,3380.84,Medium,Referral Program,v2.3.1,0.76
505,2026-01-28,0.1014,Low,0.3411,0.1524,1403.54,Low,Engagement Campaign,v2.3.1,0.72
506,2026-01-28,0.0597,Low,0.332,0.4192,1368.66,Low,Referral Program,v2.3.1,0.87
507,2026-01-28,0.02,Low,0.5346,0.2141,2433.78,Medium,Add-on Service,v2.3.1,0.72
508,2026-01-28,0.95,High,0.05,0.1643,502.04,Low,Loyalty Reward,v2.3.1,0.75
509,2026-01-28,0.0946,Low,0.4284,0.1334,4179.01,Medium,App Promotion,v2.3.1,0.88
510,2026-01-28,0.1187,Low,0.2787,0.1516,2519.52,Medium,App Promotion,v2.3.1,0.86
511,2026-01-28,0.1661,Low,0.3081,0.1029,10469.5,High,Referral Program,v2.3.1,0.84
512,2026-01-28,0.1945,Low,0.4112,0.1741,15085.4,High,Engagement Campaign,v2.3.1,0.78
513,2026-01-28,0.1629,Low,0.487,0.1061,3583.59,Medium,Referral Program,v2.3.1,0.76
514,2026-01-28,0.0486,Low,0.559,0.1193,3233.35,Medium,Device Offer,v2.3.1,0.87
515,2026-01-28,0.95,High,0.05,0.4458,2279.35,Medium,Service Recovery,v2.3.1,0.8
516,2026-01-28,0.0422,Low,0.4004,0.5814,23667.89,High,Referral Program,v2.3.1,0.76
517,2026-01-28,0.092,Low,0.2623,0.4878,1265.33,Low,Engagement Campaign,v2.3.1,0.89
518,2026-01-28,0.2272,Low,0.3662,0.4226,2024.74,Medium,App Promotion,v2.3.1,0.73
519,2026-01-28,0.95,High,0.05,0.4813,2366.11,Medium,Retention Offer,v2.3.1,0.93
520,2026-01-28,0.2149,Low,0.1584,0.4035,1872.64,Low,Referral Program,v2.3.1,0.74
521,2026-01-28,0.1613,Low,0.466,0.1221,921.01,Low,Referral Program,v2.3.1,0.77
522,2026-01-28,0.95,High,0.05,0.2601,681.79,Low,Loyalty Reward,v2.3.1,0.76
523,2026-01-28,0.0642,Low,0.5843,0.5662,14815.23,High,5G Upgrade,v2.3.1,0.73
524,2026-01-28,0.2969,Medium,0.1332,0.3366,1780.6,Low,Referral Program,v2.3.1,0.9
525,2026-01-28,0.02,Low,0.5515,0.2303,962.28,Low,5G Upgrade,v2.3.1,0.88
526,2026-01-28,0.2152,Low,0.1712,0.2921,2156.32,Medium,App Promotion,v2.3.1,0.73
527,2026-01-28,0.2243,Low,0.1653,0.5217,6976.03,Medium,App Promotion,v2.3.1,0.81
528,2026-01-28,0.2389,Low,0.1867,0.3273,3698.99,Medium,App Promotion,v2.3.1,0.82
529,2026-01-28,0.2476,Low,0.1758,0.3459,565.32,Low,Engagement Campaign,v2.3.1,0.92
530,2026-01-28,0.2347,Low,0.36,0.3532,26077.76,High,Referral Program,v2.3.1,0.79
531,2026-01-28,0.1597,Low,0.1979,0.2514,5013.62,Medium,Referral Program,v2.3.1,0.85
