element_id,element_name,element_type,category,site_key,vendor,model,serial_number,ip_address,city,county,status,install_date,last_maintenance,capacity_gbps,criticality
158,ROU-LEE-00158,Router,Core,29,Cisco,Cisco-ASR-1000,SN884511506,10.120.90.179,Leeds,West Yorkshire,Maintenance,2015-01-18,2025-12-28,36.6,Low
159,ROU-REA-00159,Router,Core,39,Juniper,Juniper-MX-Series,SN514879969,10.193.86.171,Reading,Berkshire,Maintenance,2019-12-02,2023-03-21,84.4,Low
160,ROU-NOT-00160,Router,Core,18,Ericsson,Ericsson-Router-8000,SN138358525,10.156.165.160,Nottingham,Nottinghamshire,Active,2015-10-19,2017-12-16,100.0,Critical
161,ROU-NOT-00161,Router,Core,18,Ericsson,Ericsson-Router-6000,SN990886761,10.111.210.53,Nottingham,Nottinghamshire,Offline,2015-08-26,2021-03-19,68.4,Low
162,ROU-LEI-00162,Router,Core,42,Nokia,Nokia-FP5,SN595032477,10.243.226.182,Leicester,Leicestershire,Degraded,2024-03-25,2025-05-11,9.9,High
163,ROU-NEW-00163,Router,Core,21,Cisco,Cisco-NCS-5500,SN397679963,10.53.82.78,Newcastle,Tyne and Wear,Active,2019-04-07,2022-08-02,98.7,Critical
164,ROU-GLA-00164,Router,Core,32,Ericsson,Ericsson-Router-6000,SN611426148,10.89.99.142,Glasgow,Scotland,Active,2023-08-27,2024-04-14,54.1,High
165,ROU-LIV-00165,Router,Core,21,Huawei,Huawei-ATN-900,SN851065612,10.233.7.216,Liverpool,Merseyside,Offline,2019-03-16,2024-07-06,51.2,Critical
166,ROU-LEE-00166,Router,Core,49,Ericsson,Ericsson-Router-8000,SN738062513,10.14.133.158,Leeds,West Yorkshire,Active,2018-06-06,2018-07-01,10.0,High
167,ROU-OXF-00167,Router,Core,50,Ericsson,Ericsson-Router-8000,SN719761332,10.193.112.128,Oxford,Oxfordshire,Degraded,2020-03-28,2024-12-10,80.2,Medium
168,ROU-BIR-00168,Router,Core,48,Huawei,Huawei-ATN-900,SN374314044,10.189.40.137,Birmingham,West Midlands,Degraded,2020-12-13,2023-02-28,89.6,Critical
169,ROU-COV-00169,Router,Core,21,Ericsson,Ericsson-Router-6000,SN194649666,10.36.158.184,Coventry,West Midlands,Active,2025-04-27,2025-10-29,86.3,High
170,ROU-LON-00170,Router,Core,2,Nokia,Nokia-7750-SR,SN322909076,10.121.30.14,London,Greater London,Degraded,2023-09-25,2025-03-30,5.6,Low
171,ROU-GLA-00171,Router,Core,22,Huawei,Huawei-NetEngine-8000,SN187806409,10.80.113.49,Glasgow,Scotland,Active,2019-02-04,2023-07-06,65.2,Medium
172,ROU-LON-00172,Router,Core,40,Huawei,Huawei-NetEngine-8000,SN337003043,10.220.249.116,London,Greater London,Degraded,2022-02-19,2023-05-08,10.7,Low
173,ROU-GLA-00173,Router,Core,50,Nokia,Nokia-7750-SR,SN912212150,10.101.26.38,Glasgow,Scotland,Maintenance,2015-05-29,2022-12-03,82.5,Critical
174,ROU-LON-00174,Router,Core,9,Juniper,Juniper-MX-Series,SN192416911,10.49.184.86,London,Greater London,Offline,2018-04-19,2024-02-25,83.7,Medium
175,ROU-SOU-00175,Router,Core,20,Cisco,Cisco-8000,SN324726455,10.89.215.60,Southampton,Hampshire,Active,2022-11-07,2024-10-22,54.9,Critical
176,ROU-COV-00176,Router,Core,35,Cisco,Cisco-8000,SN768630445,10.130.68.25,Coventry,West Midlands,Active,2016-06-28,2018-05-25,2.4,Low
177,ROU-BEL-00177,Router,Core,45,Juniper,Juniper-ACX,SN499421243,10.38.217.129,Belfast,Northern Ireland,Active,2018-12-14,2022-08-18,83.7,Low
178,ROU-MAN-00178,Router,Core,4,Nokia,Nokia-FP5,SN647737557,10.15.160.157,Manchester,Greater Manchester,Active,2016-05-02,2023-09-27,57.6,High
179,ROU-LEI-00179,Router,Core,15,Huawei,Huawei-ATN-900,SN418844169,10.80.114.65,Leicester,Leicestershire,Maintenance,2023-04-04,2025-06-16,38.2,Critical
180,ROU-BRI-00180,Router,Core,12,Ericsson,Ericsson-Router-8000,SN194421595,10.95.183.12,Brighton,East Sussex,Active,2015-07-18,2017-07-16,19.7,High
181,ROU-CAR-00181,Router,Core,29,Cisco,Cisco-8000,SN868905976,10.255.22.127,Cardiff,Wales,Active,2018-04-04,2022-02-13,79.8,Medium
182,ROU-CAR-00182,Router,Core,31,Cisco,Cisco-8000,SN176155306,10.96.207.142,Cardiff,Wales,Active,2025-05-12,2025-06-01,47.7,Medium
183,ROU-OXF-00183,Router,Core,2,Nokia,Nokia-7250-IXR,SN752957657,10.252.239.14,Oxford,Oxfordshire,Active,2018-08-02,2024-03-17,56.6,Low
184,ROU-BIR-00184,Router,Core,13,Juniper,Juniper-ACX,SN521551598,10.196.148.94,Birmingham,West Midlands,Active,2018-07-05,2021-05-19,90.1,Medium
185,ROU-LIV-00185,Router,Core,26,Juniper,Juniper-ACX,SN241856313,10.175.17.98,Liverpool,Merseyside,Active,2015-05-29,2022-12-30,61.5,Low
186,ROU-BRI-00186,Router,Core,49,Ericsson,Ericsson-Router-8000,SN804021552,10.254.23.135,Bristol,Avon,Active,2024-06-16,2025-02-10,91.7,Critical
187,ROU-REA-00187,Router,Core,35,Juniper,Juniper-MX-Series,SN361119279,10.143.157.93,Reading,Berkshire,Active,2020-12-15,2023-09-19,59.8,Medium
188,ROU-LIV-00188,Router,Core,32,Ericsson,Ericsson-Router-6000,SN137225988,10.117.46.144,Liverpool,Merseyside,Maintenance,2024-09-28,2025-03-26,60.7,High
189,ROU-LIV-00189,Router,Core,47,Cisco,Cisco-NCS-5500,SN196681118,10.194.168.160,Liverpool,Merseyside,Offline,2024-12-23,2025-01-24,95.8,Low
190,ROU-SOU-00190,Router,Core,37,Nokia,Nokia-7250-IXR,SN512604931,10.41.67.51,Southampton,Hampshire,Active,2025-06-17,2025-11-18,37.0,Critical
191,ROU-GLA-00191,Router,Core,37,Nokia,Nokia-FP5,SN184996547,10.170.69.179,Glasgow,Scotland,Maintenance,2015-07-27,2019-03-26,42.0,Low
192,ROU-REA-00192,Router,Core,14,Nokia,Nokia-FP5,SN908842132,10.65.25.104,Reading,Berkshire,Active,2019-12-16,2024-06-16,59.0,High
193,ROU-SHE-00193,Router,Core,45,Huawei,Huawei-NetEngine-8000,SN806294029,10.108.59.197,Sheffield,South Yorkshire,Degraded,2015-03-27,2019-03-17,22.9,Medium
194,ROU-CAM-00194,Router,Core,37,Ericsson,Ericsson-Router-6000,SN818387141,10.100.61.2,Cambridge,Cambridgeshire,Maintenance,2020-06-24,2022-03-25,68.7,Medium
195,ROU-NOT-00195,Router,Core,2,Juniper,Juniper-ACX,SN830261054,10.116.194.113,Nottingham,Nottinghamshire,Active,2023-02-10,2025-03-21,39.5,Low
196,ROU-BRI-00196,Router,Core,4,Ericsson,Ericsson-Router-8000,SN119634320,10.95.173.137,Brighton,East Sussex,Active,2025-05-13,2025-11-10,89.1,Critical
197,ROU-CAM-00197,Router,Core,23,Huawei,Huawei-NE-Series,SN894293528,10.88.153.200,Cambridge,Cambridgeshire,Maintenance,2021-12-26,2025-08-10,10.7,High
198,ROU-BIR-00198,Router,Core,35,Ericsson,Ericsson-Router-6000,SN593616001,10.186.129.160,Birmingham,West Midlands,Active,2017-03-15,2020-12-22,95.4,Critical
199,ROU-LEI-00199,Router,Core,34,Juniper,Juniper-MX-Series,SN815600207,10.55.165.186,Leicester,Leicestershire,Active,2022-04-26,2023-03-19,55.8,Low
200,ROU-BRI-00200,Router,Core,23,Juniper,Juniper-MX-Series,SN669957497,10.23.132.102,Bristol,Avon,Active,2017-05-13,2020-03-22,14.8,Medium
201,ROU-SHE-00201,Router,Core,49,Juniper,Juniper-MX-Series,SN337394239,10.2.174.13,Sheffield,South Yorkshire,Offline,2017-11-28,2018-01-15,8.0,Critical
202,ROU-LEE-00202,Router,Core,39,Juniper,Juniper-ACX,SN393117017,10.77.145.21,Leeds,West Yorkshire,Active,2020-07-13,2024-08-21,51.4,High
203,ROU-BEL-00203,Router,Core,18,Huawei,Huawei-NE-Series,SN431324506,10.104.186.169,Belfast,Northern Ireland,Offline,2023-01-27,2025-04-18,6.8,Low
204,ROU-OXF-00204,Router,Core,47,Ericsson,Ericsson-Router-8000,SN254028258,10.165.153.67,Oxford,Oxfordshire,Active,2016-10-05,2017-11-20,14.3,Medium
205,ROU-BEL-00205,Router,Core,32,Nokia,Nokia-7250-IXR,SN363884548,10.67.77.116,Belfast,Northern Ireland,Offline,2017-11-26,2018-06-23,55.8,Low
206,ROU-MAN-00206,Router,Core,34,Cisco,Cisco-8000,SN859505273,10.254.10.97,Manchester,Greater Manchester,Active,2020-02-20,2023-07-22,72.2,Low
207,ROU-SOU-00207,Router,Core,49,Cisco,Cisco-8000,SN517597980,10.226.156.73,Southampton,Hampshire,Active,2015-02-19,2023-11-09,2.9,Medium
208,ROU-BRI-00208,Router,Core,7,Cisco,Cisco-8000,SN815630886,10.218.125.72,Brighton,East Sussex,Active,2017-09-20,2021-04-23,18.6,Critical
209,ROU-LEI-00209,Router,Core,31,Juniper,Juniper-MX-Series,SN331373417,10.168.32.58,Leicester,Leicestershire,Active,2023-11-29,2025-02-26,24.5,High
210,ROU-CAR-00210,Router,Core,7,Nokia,Nokia-7750-SR,SN834870294,10.101.232.39,Cardiff,Wales,Active,2024-03-12,2025-01-30,19.6,Low
211,ROU-MAN-00211,Router,Core,23,Huawei,Huawei-NE-Series,SN718926075,10.253.11.184,Manchester,Greater Manchester,Active,2024-11-17,2025-08-12,95.8,Medium
212,ROU-LON-00212,Router,Core,30,Nokia,Nokia-7750-SR,SN684760291,10.189.60.30,London,Greater London,Offline,2017-01-25,2023-11-28,85.1,Critical
213,ROU-MAN-00213,Router,Core,3,Huawei,Huawei-NE-Series,SN176407180,10.24.82.164,Manchester,Greater Manchester,Offline,2022-09-12,2024-12-02,30.0,Medium
214,ROU-BRI-00214,Router,Core,33,Huawei,Huawei-ATN-900,SN805356541,10.173.42.66,Bristol,Avon,Active,2023-08-11,2025-07-12,32.9,Low
215,ROU-NEW-00215,Router,Core,32,Ericsson,Ericsson-Router-6000,SN928035703,10.23.13.250,Newcastle,Tyne and Wear,Active,2018-06-14,2018-09-17,80.0,High
216,ROU-LON-00216,Router,Core,45,Nokia,Nokia-7750-SR,SN800095696,10.75.23.210,London,Greater London,Active,2018-01-16,2020-12-16,20.7,Critical
217,ROU-LEI-00217,Router,Core,17,Juniper,Juniper-MX-Series,SN220046551,10.226.105.71,Leicester,Leicestershire,Active,2018-01-12,2024-01-16,10.7,Critical
218,ROU-REA-00218,Router,Core,41,Cisco,Cisco-ASR-1000,SN203806206,10.195.219.247,Reading,Berkshire,Active,2017-06-11,2019-12-13,49.4,High
219,ROU-GLA-00219,Router,Core,22,Ericsson,Ericsson-Router-6000,SN442556138,10.27.86.164,Glasgow,Scotland,Active,2019-01-20,2022-10-08,71.8,Critical
220,ROU-LON-00220,Router,Core,10,Ericsson,Ericsson-Router-8000,SN676546180,10.245.33.187,London,Greater London,Degraded,2019-03-09,2021-09-18,88.3,Critical
221,ROU-LIV-00221,Router,Core,12,Nokia,Nokia-FP5,SN283390737,10.148.170.12,Liverpool,Merseyside,Offline,2016-04-06,2022-09-06,85.9,Critical
222,ROU-NOT-00222,Router,Core,37,Huawei,Huawei-ATN-900,SN606614919,10.109.56.33,Nottingham,Nottinghamshire,Active,2021-02-18,2024-07-12,4.7,Critical
223,ROU-COV-00223,Router,Core,19,Ericsson,Ericsson-Router-6000,SN420183502,10.191.81.218,Coventry,West Midlands,Active,2024-08-14,2025-06-07,98.2,Critical
224,ROU-LIV-00224,Router,Core,21,Huawei,Huawei-ATN-900,SN106292872,10.69.229.8,Liverpool,Merseyside,Degraded,2017-03-19,2020-11-15,48.3,High
225,ROU-EDI-00225,Router,Core,7,Juniper,Juniper-PTX-Series,SN141716142,10.66.174.170,Edinburgh,Scotland,Degraded,2015-06-05,2024-12-30,87.8,High
226,ROU-GLA-00226,Router,Core,22,Huawei,Huawei-ATN-900,SN849579902,10.160.109.136,Glasgow,Scotland,Maintenance,2021-09-01,2025-11-13,73.0,Low
227,ROU-MAN-00227,Router,Core,9,Ericsson,Ericsson-Router-8000,SN640908389,10.220.44.8,Manchester,Greater Manchester,Active,2019-11-28,2021-10-28,22.6,Low
228,ROU-SHE-00228,Router,Core,6,Cisco,Cisco-ASR-1000,SN813152482,10.80.14.169,Sheffield,South Yorkshire,Offline,2020-05-31,2022-05-18,17.2,Medium
229,ROU-CAR-00229,Router,Core,38,Cisco,Cisco-NCS-5500,SN640915022,10.121.187.187,Cardiff,Wales,Active,2022-01-21,2025-08-29,18.1,Medium
230,ROU-MAN-00230,Router,Core,23,Juniper,Juniper-ACX,SN716210240,10.14.105.60,Manchester,Greater Manchester,Active,2022-10-31,2025-04-20,50.4,Medium
231,ROU-LEI-00231,Router,Core,11,Juniper,Juniper-PTX-Series,SN706605939,10.19.85.126,Leicester,Leicestershire,Offline,2021-10-26,2024-06-23,92.3,High
232,ROU-NOT-00232,Router,Core,32,Huawei,Huawei-NetEngine-8000,SN760756372,10.87.226.77,Nottingham,Nottinghamshire,Degraded,2019-06-23,2025-05-23,71.8,Critical
233,ROU-CAM-00233,Router,Core,44,Huawei,Huawei-NetEngine-8000,SN861037025,10.18.134.141,Cambridge,Cambridgeshire,Offline,2021-02-08,2022-03-10,80.8,Low
234,ROU-CAM-00234,Router,Core,16,Juniper,Juniper-PTX-Series,SN464968492,10.126.79.35,Cambridge,Cambridgeshire,Active,2019-08-11,2022-06-06,49.6,Critical
235,ROU-OXF-00235,Router,Core,38,Cisco,Cisco-ASR-1000,SN213381489,10.138.16.39,Oxford,Oxfordshire,Active,2017-06-28,2020-07-06,52.1,Medium
236,ROU-BEL-00236,Router,Core,50,Cisco,Cisco-NCS-5500,SN356142324,10.34.135.222,Belfast,Northern Ireland,Active,2025-04-16,2025-12-04,80.6,Low
237,ROU-NOT-00237,Router,Core,14,Cisco,Cisco-8000,SN375887151,10.48.35.128,Nottingham,Nottinghamshire,Active,2020-08-29,2023-03-26,77.6,Critical
238,ROU-SHE-00238,Router,Core,31,Ericsson,Ericsson-Router-8000,SN237507326,10.132.7.81,Sheffield,South Yorkshire,Active,2023-05-06,2023-12-27,24.3,High
239,ROU-LIV-00239,Router,Core,42,Nokia,Nokia-FP5,SN254364774,10.61.77.199,Liverpool,Merseyside,Active,2024-11-02,2025-03-08,71.2,Low
240,ROU-CAM-00240,Router,Core,37,Nokia,Nokia-7250-IXR,SN524724267,10.192.188.65,Cambridge,Cambridgeshire,Offline,2018-03-12,2021-09-14,78.2,Medium
241,ROU-OXF-00241,Router,Core,6,Nokia,Nokia-7250-IXR,SN486640224,10.18.202.121,Oxford,Oxfordshire,Active,2018-04-23,2022-04-30,70.8,High
242,ROU-LON-00242,Router,Core,45,Nokia,Nokia-7250-IXR,SN824464303,10.201.114.84,London,Greater London,Maintenance,2021-12-23,2022-03-18,52.9,High
243,ROU-LON-00243,Router,Core,6,Nokia,Nokia-FP5,SN924919367,10.154.144.116,London,Greater London,Offline,2018-04-05,2025-09-23,57.6,Critical
244,ROU-BIR-00244,Router,Core,26,Huawei,Huawei-NetEngine-8000,SN557986402,10.93.241.47,Birmingham,West Midlands,Active,2020-01-11,2022-06-13,63.8,High
245,ROU-BEL-00245,Router,Core,44,Cisco,Cisco-8000,SN818090714,10.28.153.68,Belfast,Northern Ireland,Degraded,2022-04-04,2025-03-31,61.3,Medium
246,ROU-LON-00246,Router,Core,15,Juniper,Juniper-MX-Series,SN886284130,10.219.95.149,London,Greater London,Active,2015-12-15,2019-03-19,99.0,Medium
247,ROU-GLA-00247,Router,Core,2,Huawei,Huawei-NE-Series,SN236678615,10.69.143.87,Glasgow,Scotland,Degraded,2017-05-23,2024-10-05,86.5,Low
248,ROU-EDI-00248,Router,Core,14,Juniper,Juniper-ACX,SN453704893,10.201.165.181,Edinburgh,Scotland,Offline,2021-05-24,2025-09-26,34.7,Medium
249,ROU-COV-00249,Router,Core,17,Juniper,Juniper-ACX,SN682526054,10.221.174.219,Coventry,West Midlands,Maintenance,2022-10-10,2024-11-22,26.2,Critical
250,ROU-LIV-00250,Router,Core,29,Nokia,Nokia-FP5,SN427526312,10.48.10.135,Liverpool,Merseyside,Active,2025-04-24,2025-06-05,87.4,Low
251,ROU-OXF-00251,Router,Core,22,Juniper,Juniper-PTX-Series,SN805747305,10.99.16.53,Oxford,Oxfordshire,Degraded,2021-05-27,2021-12-05,14.7,Critical
252,ROU-NEW-00252,Router,Core,2,Nokia,Nokia-7250-IXR,SN676180420,10.131.6.152,Newcastle,Tyne and Wear,Active,2022-03-17,2025-09-07,31.5,Critical
253,ROU-SOU-00253,Router,Core,22,Cisco,Cisco-8000,SN427404751,10.249.120.189,Southampton,Hampshire,Active,2018-07-23,2025-01-02,58.4,Low
254,ROU-LIV-00254,Router,Core,38,Nokia,Nokia-7250-IXR,SN556347186,10.52.133.83,Liverpool,Merseyside,Maintenance,2018-06-27,2020-03-07,58.4,Low
255,ROU-NEW-00255,Router,Core,48,Huawei,Huawei-ATN-900,SN155322425,10.93.165.100,Newcastle,Tyne and Wear,Offline,2017-08-07,2024-10-19,26.7,Critical
256,ROU-CAM-00256,Router,Core,33,Ericsson,Ericsson-Router-6000,SN432982441,10.52.242.36,Cambridge,Cambridgeshire,Offline,2021-02-10,2022-04-26,54.0,Critical
257,ROU-MAN-00257,Router,Core,38,Huawei,Huawei-ATN-900,SN637933842,10.152.56.205,Manchester,Greater Manchester,Active,2019-05-28,2023-09-22,14.5,High
258,ROU-SOU-00258,Router,Core,34,Ericsson,Ericsson-Router-6000,SN256911274,10.190.144.170,Southampton,Hampshire,Maintenance,2020-08-19,2024-01-22,57.7,Critical
259,ROU-COV-00259,Router,Core,36,Cisco,Cisco-8000,SN510169956,10.156.236.229,Coventry,West Midlands,Active,2019-01-06,2025-03-13,50.7,Critical
260,ROU-NOT-00260,Router,Core,20,Ericsson,Ericsson-Router-6000,SN209599914,10.38.135.123,Nottingham,Nottinghamshire,Active,2015-09-03,2024-06-18,36.5,Low
261,ROU-BRI-00261,Router,Core,12,Ericsson,Ericsson-Router-8000,SN794836176,10.139.78.177,Brighton,East Sussex,Active,2020-07-19,2025-04-21,89.6,Critical
262,ROU-LEI-00262,Router,Core,36,Nokia,Nokia-7250-IXR,SN184229801,10.52.0.172,Leicester,Leicestershire,Active,2023-10-22,2025-08-19,90.3,Low
263,ROU-BIR-00263,Router,Core,6,Ericsson,Ericsson-Router-6000,SN721269547,10.102.13.162,Birmingham,West Midlands,Degraded,2023-09-28,2025-04-07,77.7,Low
264,ROU-GLA-00264,Router,Core,4,Cisco,Cisco-8000,SN992005901,10.121.242.98,Glasgow,Scotland,Offline,2025-06-22,2025-09-22,5.2,Low
265,ROU-REA-00265,Router,Core,28,Ericsson,Ericsson-Router-6000,SN539066203,10.15.173.50,Reading,Berkshire,Active,2025-04-21,2025-07-08,65.4,Critical
266,ROU-COV-00266,Router,Core,49,Huawei,Huawei-NE-Series,SN826777717,10.213.115.44,Coventry,West Midlands,Degraded,2022-09-04,2022-12-30,86.7,Low
267,ROU-BIR-00267,Router,Core,49,Cisco,Cisco-NCS-5500,SN538403368,10.173.126.111,Birmingham,West Midlands,Active,2020-07-13,2023-03-22,36.2,Critical
268,ROU-OXF-00268,Router,Core,47,Cisco,Cisco-8000,SN509122118,10.196.139.150,Oxford,Oxfordshire,Active,2022-10-03,2025-10-01,69.0,High
269,ROU-SHE-00269,Router,Core,16,Juniper,Juniper-ACX,SN685158974,10.137.217.46,Sheffield,South Yorkshire,Offline,2016-04-23,2022-06-24,48.1,Medium
270,ROU-BEL-00270,Router,Core,2,Huawei,Huawei-ATN-900,SN933307435,10.241.122.192,Belfast,Northern Ireland,Active,2016-02-18,2017-03-04,45.8,High
271,ROU-BEL-00271,Router,Core,38,Huawei,Huawei-NE-Series,SN271922753,10.181.219.177,Belfast,Northern Ireland,Active,2017-11-01,2019-01-08,95.3,Medium
272,ROU-LON-00272,Router,Core,5,Huawei,Huawei-NetEngine-8000,SN863305130,10.98.244.106,London,Greater London,Degraded,2016-11-03,2020-07-14,56.7,High
273,ROU-BRI-00273,Router,Core,37,Nokia,Nokia-7750-SR,SN409142258,10.152.36.159,Bristol,Avon,Active,2019-07-16,2023-01-10,1.4,Critical
274,ROU-LIV-00274,Router,Core,33,Cisco,Cisco-8000,SN471960836,10.26.229.162,Liverpool,Merseyside,Degraded,2021-06-29,2024-09-15,88.0,High
275,ROU-LEI-00275,Router,Core,10,Cisco,Cisco-NCS-5500,SN707198228,10.97.224.251,Leicester,Leicestershire,Active,2019-09-09,2025-08-09,19.1,Critical
276,ROU-LEE-00276,Router,Core,10,Ericsson,Ericsson-Router-8000,SN488325061,10.16.229.101,Leeds,West Yorkshire,Active,2017-06-17,2024-10-14,90.2,Low
277,ROU-BEL-00277,Router,Core,15,Huawei,Huawei-ATN-900,SN608207778,10.253.79.209,Belfast,Northern Ireland,Active,2025-05-09,2025-06-01,58.0,Medium
278,ROU-SHE-00278,Router,Core,3,Juniper,Juniper-ACX,SN973650190,10.49.130.116,Sheffield,South Yorkshire,Active,2025-06-08,2025-10-06,68.9,Low
279,ROU-BIR-00279,Router,Core,37,Nokia,Nokia-7750-SR,SN256025768,10.94.196.72,Birmingham,West Midlands,Active,2022-07-03,2022-09-02,6.6,Low
280,ROU-SHE-00280,Router,Core,14,Nokia,Nokia-FP5,SN458340682,10.50.58.191,Sheffield,South Yorkshire,Active,2018-12-22,2024-12-02,93.6,Medium
281,ROU-REA-00281,Router,Core,38,Nokia,Nokia-7750-SR,SN911505283,10.247.132.67,Reading,Berkshire,Maintenance,2018-10-08,2024-09-09,32.7,High
282,ROU-BIR-00282,Router,Core,9,Huawei,Huawei-NE-Series,SN512737942,10.250.62.152,Birmingham,West Midlands,Active,2017-05-30,2024-07-08,83.7,High
283,ROU-LIV-00283,Router,Core,13,Huawei,Huawei-NE-Series,SN644639726,10.195.92.186,Liverpool,Merseyside,Active,2021-07-19,2025-06-10,78.4,High
284,ROU-BRI-00284,Router,Core,11,Ericsson,Ericsson-Router-6000,SN751703863,10.131.116.129,Bristol,Avon,Active,2015-03-31,2019-08-29,13.3,Low
285,ROU-LIV-00285,Router,Core,8,Juniper,Juniper-MX-Series,SN685679976,10.157.23.139,Liverpool,Merseyside,Maintenance,2022-05-19,2025-07-29,1.3,Low
286,ROU-REA-00286,Router,Core,21,Nokia,Nokia-FP5,SN507108465,10.191.13.105,Reading,Berkshire,Maintenance,2019-05-02,2022-08-15,14.5,High
287,ROU-CAR-00287,Router,Core,49,Ericsson,Ericsson-Router-8000,SN571815468,10.36.1.31,Cardiff,Wales,Maintenance,2021-02-15,2023-03-25,75.1,High
288,ROU-NEW-00288,Router,Core,29,Juniper,Juniper-MX-Series,SN857603922,10.203.137.179,Newcastle,Tyne and Wear,Active,2023-05-19,2025-12-02,37.3,Low
289,ROU-REA-00289,Router,Core,30,Juniper,Juniper-MX-Series,SN766669457,10.246.107.123,Reading,Berkshire,Offline,2019-09-01,2020-05-30,56.6,Low
290,ROU-BIR-00290,Router,Core,37,Juniper,Juniper-MX-Series,SN538370130,10.99.112.103,Birmingham,West Midlands,Offline,2022-08-24,2023-11-03,3.3,Critical
291,ROU-OXF-00291,Router,Core,33,Ericsson,Ericsson-Router-6000,SN432431832,10.21.250.106,Oxford,Oxfordshire,Offline,2015-12-22,2024-01-14,18.1,Critical
292,ROU-GLA-00292,Router,Core,16,Nokia,Nokia-7750-SR,SN996595270,10.100.36.164,Glasgow,Scotland,Active,2019-09-24,2021-02-09,23.8,High
293,ROU-LON-00293,Router,Core,21,Ericsson,Ericsson-Router-6000,SN404867802,10.93.152.248,London,Greater London,Maintenance,2023-04-15,2024-11-10,44.5,Critical
294,ROU-CAR-00294,Router,Core,26,Ericsson,Ericsson-Router-8000,SN485556940,10.149.214.124,Cardiff,Wales,Active,2019-09-29,2023-10-27,3.7,Medium
295,ROU-BRI-00295,Router,Core,27,Cisco,Cisco-NCS-5500,SN438548639,10.43.19.223,Brighton,East Sussex,Active,2024-07-09,2024-08-28,44.5,High
296,ROU-GLA-00296,Router,Core,33,Ericsson,Ericsson-Router-6000,SN892303985,10.187.98.100,Glasgow,Scotland,Active,2024-06-30,2025-05-08,13.5,Low
297,ROU-OXF-00297,Router,Core,38,Nokia,Nokia-7250-IXR,SN698328002,10.101.195.155,Oxford,Oxfordshire,Maintenance,2024-03-07,2025-12-31,69.2,Medium
298,ROU-SHE-00298,Router,Core,21,Nokia,Nokia-7250-IXR,SN463912630,10.6.220.251,Sheffield,South Yorkshire,Maintenance,2025-01-08,2025-10-04,47.3,Medium
299,ROU-BRI-00299,Router,Core,14,Juniper,Juniper-MX-Series,SN937952932,10.226.76.216,Brighton,East Sussex,Offline,2024-11-02,2025-04-03,97.4,Critical
300,ROU-CAM-00300,Router,Core,39,Cisco,Cisco-8000,SN729785622,10.136.103.164,Cambridge,Cambridgeshire,Active,2022-10-08,2024-01-21,24.1,Critical
301,ROU-LEI-00301,Router,Core,20,Cisco,Cisco-8000,SN126094122,10.49.181.126,Leicester,Leicestershire,Maintenance,2016-09-02,2017-02-15,95.3,Low
302,ROU-OXF-00302,Router,Core,37,Juniper,Juniper-ACX,SN871737546,10.103.135.213,Oxford,Oxfordshire,Maintenance,2019-03-02,2024-12-27,11.6,High
303,ROU-SHE-00303,Router,Core,47,Nokia,Nokia-7250-IXR,SN370402698,10.233.49.70,Sheffield,South Yorkshire,Offline,2015-12-01,2016-12-30,76.7,Low
304,ROU-BIR-00304,Router,Core,34,Cisco,Cisco-NCS-5500,SN910631235,10.26.127.138,Birmingham,West Midlands,Maintenance,2022-03-14,2023-03-17,71.1,High
305,ROU-REA-00305,Router,Core,16,Huawei,Huawei-ATN-900,SN202843465,10.128.114.115,Reading,Berkshire,Active,2015-09-15,2025-06-14,64.7,Critical
306,ROU-CAR-00306,Router,Core,46,Huawei,Huawei-NE-Series,SN263845391,10.109.211.217,Cardiff,Wales,Active,2023-06-20,2025-12-07,38.6,Low
307,ROU-NOT-00307,Router,Core,13,Huawei,Huawei-NE-Series,SN514532343,10.148.166.242,Nottingham,Nottinghamshire,Maintenance,2016-01-15,2023-02-21,46.2,Low
308,ROU-LEE-00308,Router,Core,32,Cisco,Cisco-ASR-1000,SN185930418,10.86.148.246,Leeds,West Yorkshire,Active,2015-04-20,2025-06-17,77.4,High
309,ROU-CAM-00309,Router,Core,17,Huawei,Huawei-ATN-900,SN237061555,10.115.38.152,Cambridge,Cambridgeshire,Active,2019-05-15,2023-07-23,70.1,Low
310,ROU-GLA-00310,Router,Core,7,Juniper,Juniper-MX-Series,SN994914599,10.230.174.109,Glasgow,Scotland,Degraded,2017-06-01,2020-08-08,91.7,High
