subscription_id,iccid,device_type_key,customer_key,data_plan,activation_date,status,monthly_fee,contract_term_months,last_communication
333,894420672673706585253,65,514,100MB,2022-05-19,Active,17.79,24,2025-11-08
334,894438907779416796648,28,236,5GB,2020-02-15,Active,19.58,36,2021-09-13
335,894436862225444090902,61,39,1MB,2022-06-06,Terminated,3.04,12,2025-03-18
336,894425533318074372749,63,87,5GB,2020-01-29,Terminated,2.33,36,2022-04-15
337,894440469343898697186,33,513,Unlimited,2025-10-02,Active,16.39,36,2025-11-03
338,894465995077945540744,2,969,1GB,2023-12-11,Active,3.22,12,2024-05-31
339,894469093575549611292,41,318,5GB,2022-03-06,Active,8.26,60,2023-02-13
340,894435332050887795710,7,210,1MB,2024-06-22,Active,8.88,24,2025-02-06
341,894446535850063753419,27,381,5GB,2023-06-30,Terminated,13.49,60,2024-09-04
342,894482609231685259696,61,926,1GB,2021-01-02,Active,2.14,36,2024-01-04
343,894485964540470245369,56,896,1MB,2020-12-18,Active,14.12,24,2022-10-10
344,894469237884544409422,62,331,1GB,2020-04-21,Terminated,2.68,12,2025-10-17
345,894410375425356321377,31,343,1GB,2020-07-12,Active,14.18,60,2022-12-14
346,894443775553390664926,84,865,100MB,2020-04-12,Active,15.62,36,2023-10-26
347,894439435177777679087,78,925,5GB,2020-08-08,Active,18.1,24,2025-07-18
348,894430717927514783224,61,676,1GB,2024-08-06,Active,11.92,36,2025-10-10
349,894463639984608393581,95,985,1MB,2022-02-26,Terminated,16.62,12,2022-04-29
350,894437413847727634453,80,698,10MB,2025-05-12,Suspended,7.13,60,2025-12-24
351,894422666921407132378,13,67,Unlimited,2023-09-01,Active,5.95,36,2024-09-23
352,894439340089633631953,64,374,100MB,2022-10-07,Active,18.8,24,2024-04-23
353,894413177132835033553,85,663,10MB,2024-04-18,Active,18.53,12,2025-01-06
354,894478416995876476820,60,462,10MB,2021-07-16,Active,2.79,60,2022-10-10
355,894495111203183229745,50,915,1MB,2023-07-08,Suspended,10.44,24,2023-09-18
356,894414228694506842342,6,692,100MB,2022-11-10,Active,11.41,24,2023-11-07
357,894442343307288540561,86,896,5GB,2021-01-15,Active,1.11,36,2025-05-09
358,894451234744888041243,18,225,5GB,2022-12-31,Active,6.32,24,2025-02-24
359,894440310552928617428,82,314,Unlimited,2020-05-29,Active,3.5,60,2024-12-03
360,894457014640069422099,83,496,Unlimited,2025-12-03,Active,11.91,36,2025-12-19
361,894462692604393968561,21,536,Unlimited,2023-10-14,Terminated,7.52,60,2025-01-17
362,894488060713243972903,79,114,10MB,2022-03-07,Active,1.93,60,2024-01-03
363,894494080542842023781,70,920,5GB,2022-03-30,Terminated,18.77,36,2024-04-27
364,894448579205987404479,92,514,10MB,2021-06-24,Active,12.11,36,2025-06-06
365,894411330867342478664,1,760,1GB,2023-05-22,Active,10.71,60,2024-09-17
366,894498581852745193139,27,432,1MB,2025-04-28,Active,2.01,36,2025-06-08
367,894417926390201525313,20,454,10MB,2020-06-19,Active,11.28,36,2024-06-21
368,894476098544479388745,35,214,Unlimited,2020-09-11,Suspended,17.47,60,2024-12-10
369,894479456120701689122,66,363,1MB,2020-01-14,Active,12.85,60,2023-05-09
370,894458577463215339157,46,258,Unlimited,2022-02-02,Active,2.65,12,2024-02-17
371,894495589623638163647,61,612,1GB,2023-08-17,Active,14.73,36,2025-08-24
372,894464776115998389735,50,158,Unlimited,2025-06-16,Active,12.22,24,2025-07-13
373,894464948038550897512,8,114,5GB,2021-01-25,Active,8.52,24,2021-09-02
374,894442636789903163339,3,441,10MB,2022-04-08,Active,18.62,60,2025-01-09
375,894440587396071833439,1,296,5GB,2025-02-10,Active,6.14,24,2025-12-08
376,894465199964000152219,20,816,1MB,2023-09-16,Active,14.79,12,2024-05-24
377,894477832971748365617,53,548,5GB,2024-12-28,Active,18.84,24,2025-06-01
378,894499414257623277790,15,550,Unlimited,2025-05-02,Active,6.89,24,2025-12-17
379,894424416393861772948,8,200,1GB,2022-07-23,Active,7.63,12,2023-12-11
380,894481819312450307132,56,955,10MB,2024-04-30,Active,1.28,12,2025-05-03
381,894428972596985763564,17,240,Unlimited,2024-07-01,Terminated,14.68,36,2024-08-16
382,894472020897534379187,94,126,100MB,2022-05-04,Active,13.34,24,2022-06-05
383,894479941381086593359,46,135,1GB,2022-02-23,Active,12.24,24,2024-02-25
384,894435629748807836685,36,791,10MB,2025-11-26,Active,7.63,36,2025-12-10
385,894471641371805450039,90,897,Unlimited,2024-01-03,Active,3.32,36,2025-02-08
386,894420818159533637621,75,313,5GB,2020-06-08,Active,15.82,60,2025-11-08
387,894498613642051213601,6,709,Unlimited,2024-10-03,Terminated,17.62,24,2025-09-05
388,894426029915795534066,79,966,1MB,2022-12-21,Active,6.19,24,2024-09-02
389,894497896212356323952,15,851,1MB,2021-01-11,Active,11.02,36,2021-11-18
390,894459644123335184899,41,618,100MB,2020-02-22,Suspended,9.61,12,2021-01-15
391,894441583159296730351,58,777,10MB,2022-10-01,Active,11.32,24,2024-01-05
392,894494702915131073894,37,280,10MB,2020-12-30,Active,16.96,24,2022-11-16
393,894479607967993493611,22,936,1GB,2024-10-25,Active,7.23,36,2024-12-21
394,894469150589756201561,37,679,100MB,2020-02-02,Active,12.16,24,2022-04-21
395,894424527767528170819,22,493,100MB,2020-08-01,Active,16.35,12,2022-04-14
396,894442436435520322124,76,412,1MB,2021-10-05,Active,6.66,36,2022-11-30
397,894473246874915309406,72,734,Unlimited,2021-02-06,Active,12.3,12,2021-07-22
398,894462881339916945320,74,677,5GB,2020-06-17,Active,1.89,12,2025-09-03
399,894465157791486943553,71,723,1MB,2020-08-23,Terminated,2.48,36,2025-04-22
400,894460488625249447339,91,573,Unlimited,2024-05-26,Active,8.72,36,2025-08-20
401,894483063148824345830,73,14,10MB,2022-04-25,Suspended,2.31,60,2024-02-11
402,894419121784946615131,95,440,10MB,2021-04-11,Active,11.33,24,2025-10-20
403,894412431577442214109,85,971,1MB,2021-03-26,Active,14.63,12,2023-12-09
404,894471501697126714472,13,949,10MB,2021-10-23,Active,12.47,60,2023-12-15
405,894433398928351072676,23,256,Unlimited,2023-04-16,Active,18.88,12,2025-01-01
406,894464492500352993486,72,469,10MB,2020-03-22,Active,14.32,24,2024-06-01
407,894475690441717603123,41,444,Unlimited,2023-02-14,Active,8.85,12,2024-09-05
408,894498638746242269364,13,216,5GB,2020-11-12,Active,9.26,24,2024-05-26
409,894485156639444137589,11,16,5GB,2022-05-11,Terminated,11.47,12,2025-11-16
410,894489781747258055152,95,334,Unlimited,2020-02-26,Active,4.64,60,2025-07-06
411,894448178444486454074,20,579,100MB,2024-07-05,Active,14.7,12,2024-10-05
412,894499910404380978644,42,543,Unlimited,2024-01-29,Active,14.3,24,2025-02-16
413,894443140960803035924,88,844,100MB,2024-08-16,Terminated,10.44,60,2025-05-30
414,894468720459136162077,42,425,10MB,2025-09-17,Active,4.92,24,2025-09-28
415,894450673420599909773,78,251,100MB,2023-06-17,Active,5.14,24,2025-10-20
416,894465817273217858307,25,125,1MB,2021-03-27,Active,18.33,36,2024-08-30
417,894479155907822682353,65,890,10MB,2024-02-29,Active,1.87,12,2024-12-02
418,894450131355036456687,81,120,1GB,2021-04-21,Active,4.06,60,2023-03-01
419,894468299710670485581,78,318,1GB,2023-06-27,Terminated,18.69,12,2024-03-26
420,894458525588139690434,51,53,1GB,2025-10-08,Active,6.56,36,2025-12-28
421,894447270028582633658,52,547,1MB,2021-08-08,Active,15.17,24,2024-03-28
422,894485623324783820658,93,997,10MB,2023-05-31,Active,5.23,60,2023-12-16
423,894475943441626039178,80,533,Unlimited,2023-06-28,Active,5.88,60,2025-02-05
424,894459842236591288407,77,505,1GB,2021-12-18,Active,17.17,36,2024-12-29
425,894456497750877240851,82,48,5GB,2023-11-07,Active,13.91,24,2025-08-03
426,894472395839309936157,22,24,10MB,2021-03-15,Active,12.85,60,2022-02-06
427,894493625162960520909,40,340,5GB,2020-09-10,Active,4.76,36,2021-07-27
428,894472119123143097139,28,481,100MB,2020-04-27,Active,7.98,12,2023-11-23
429,894444222048061968748,27,62,1MB,2021-08-17,Active,14.85,12,2021-08-30
430,894459222774940605157,51,471,Unlimited,2021-08-05,Active,5.24,60,2021-10-21
431,894450566887586797525,57,520,Unlimited,2025-07-10,Active,13.6,60,2025-12-28
432,894484748018906185094,73,514,5GB,2022-02-28,Active,9.3,24,2024-06-06
433,894449682510414476238,48,842,5GB,2023-10-17,Suspended,10.98,36,2024-09-22
434,894498591856301769419,99,101,1MB,2020-09-14,Terminated,18.41,60,2021-10-19
435,894479709079293602618,47,624,100MB,2020-11-10,Active,8.21,12,2024-12-08
436,894445101301232327552,27,515,5GB,2021-10-29,Active,16.4,60,2023-06-04
437,894487253103343469115,91,43,1MB,2023-06-24,Active,10.35,36,2023-07-03
438,894440679877913202445,66,415,1GB,2023-01-06,Active,6.43,24,2025-12-29
439,894427448144606829599,62,432,10MB,2020-03-25,Active,11.84,24,2024-02-10
440,894420238408319917249,72,811,10MB,2021-07-21,Active,4.81,12,2023-07-25
441,894415951141194073681,52,979,5GB,2022-03-01,Active,19.18,12,2023-07-30
442,894440701098604986962,87,909,10MB,2020-01-26,Active,8.23,36,2025-10-30
443,894478969838335880162,90,418,100MB,2023-07-29,Active,2.94,60,2024-04-16
444,894480805494329087801,95,42,1GB,2022-02-27,Active,4.6,24,2023-07-29
445,894493450881327143814,20,287,5GB,2022-09-30,Active,5.0,12,2023-09-02
446,894440100472013188227,72,924,5GB,2024-05-04,Terminated,6.93,12,2024-06-04
447,894430379883946689375,88,437,100MB,2025-02-14,Active,4.73,60,2025-02-28
448,894471901102965783771,97,807,1MB,2021-11-29,Active,9.66,12,2025-11-18
449,894436560369092048358,32,645,1MB,2024-02-29,Active,18.58,24,2024-08-17
450,894457034889598966738,99,871,10MB,2020-10-23,Active,7.19,24,2025-07-27
451,894491607359719403713,67,230,5GB,2025-12-28,Active,13.33,12,2025-12-31
452,894474174506104185540,63,867,1MB,2021-04-20,Active,15.5,24,2023-07-12
453,894494803944639330017,74,575,100MB,2024-12-08,Active,19.64,60,2025-08-26
454,894428844102109211538,32,982,Unlimited,2023-10-25,Active,1.89,12,2024-01-13
455,894474945767271813012,99,601,1MB,2022-11-21,Active,8.31,60,2025-07-24
456,894488372727039219725,75,653,Unlimited,2020-05-12,Active,17.08,12,2021-12-09
457,894496611457532393976,97,567,Unlimited,2024-11-19,Terminated,9.64,60,2025-04-02
458,894417885110054387773,74,439,1GB,2022-07-27,Active,10.33,60,2024-01-23
459,894468572498963502622,56,477,5GB,2022-07-22,Active,8.65,24,2025-02-05
460,894454336014688053729,62,278,10MB,2025-07-30,Active,5.73,12,2025-08-23
461,894433516373119864191,79,37,1MB,2020-07-03,Active,18.23,24,2023-08-29
462,894471424129008191464,12,7,100MB,2024-03-23,Active,2.61,12,2024-08-23
463,894495397687860840251,74,636,100MB,2025-10-01,Active,17.09,36,2025-11-03
464,894496536506235939951,3,568,10MB,2024-10-07,Active,8.55,24,2025-02-25
465,894429754352128394602,23,411,Unlimited,2022-03-10,Suspended,3.16,60,2024-09-08
466,894492502142938707806,69,718,1MB,2022-10-01,Active,17.59,24,2024-06-16
467,894487893937047447106,26,158,5GB,2020-04-08,Active,6.91,60,2022-02-18
468,894426495767987076875,44,821,Unlimited,2025-08-05,Active,8.97,12,2025-12-04
469,894477270614143134131,75,87,Unlimited,2020-06-09,Active,15.0,60,2024-04-15
470,894487303915500208497,64,738,100MB,2020-10-23,Active,10.69,36,2021-03-02
471,894490196468029403032,30,528,10MB,2023-12-30,Active,2.57,60,2024-08-18
472,894432900851785980324,14,401,1MB,2024-06-17,Active,10.12,24,2025-07-20
473,894427483112406944660,73,907,10MB,2021-01-01,Suspended,6.14,60,2023-01-26
474,894441863197444344830,8,126,100MB,2024-01-10,Active,4.62,60,2025-12-10
475,894489617997924134766,48,491,5GB,2025-07-26,Active,17.0,12,2025-07-29
476,894435029466184889493,95,628,1MB,2021-06-22,Terminated,4.74,36,2023-09-23
477,894499241142822543034,17,380,1GB,2022-01-21,Active,17.64,36,2025-12-03
478,894457910605573412555,30,714,100MB,2024-01-29,Active,3.87,36,2024-06-26
479,894496173833311413753,64,435,100MB,2023-02-10,Active,1.18,60,2023-05-16
480,894441594864441770604,52,974,100MB,2024-03-17,Active,13.97,36,2025-04-03
481,894411744870860695667,30,187,1GB,2022-10-07,Suspended,14.22,24,2024-08-31
482,894485752354274894234,60,380,Unlimited,2021-09-09,Suspended,13.07,24,2024-04-06
483,894440373491565764275,74,257,10MB,2023-05-24,Active,12.26,12,2024-07-20
484,894488188377728150309,62,977,Unlimited,2020-09-06,Active,14.87,12,2021-12-06
485,894442532239173339022,23,284,1MB,2022-05-27,Active,11.21,12,2023-04-24
486,894468739918825651667,88,250,1GB,2020-05-02,Active,5.18,24,2022-05-01
487,894418458424113407621,39,620,Unlimited,2020-08-15,Active,6.05,12,2022-05-03
488,894417644299741882823,20,466,Unlimited,2025-04-19,Active,18.05,60,2025-09-11
489,894479054228122979196,95,785,1GB,2022-05-16,Active,16.17,24,2025-02-06
490,894413330574600655822,4,978,5GB,2022-10-02,Active,5.28,36,2024-10-13
491,894491827411686319607,93,905,10MB,2024-10-17,Suspended,7.04,60,2024-11-02
492,894485164015831595145,23,174,5GB,2024-08-03,Active,12.65,36,2025-03-02
493,894492514879978723552,28,768,1GB,2023-05-12,Active,13.51,60,2025-12-12
494,894451714480918791236,90,579,1GB,2020-05-15,Active,19.35,12,2025-09-24
495,894431926152577001721,13,813,10MB,2021-01-14,Active,5.55,36,2024-03-20
496,894431539224830073333,12,904,1MB,2023-10-21,Active,16.78,24,2025-10-16
497,894489924280681218838,79,325,5GB,2024-03-17,Terminated,12.49,36,2024-12-04
498,894457062227099697445,5,703,5GB,2021-08-11,Suspended,12.67,24,2023-02-25
499,894439223435149988406,76,798,5GB,2020-04-14,Active,5.28,24,2020-06-27
500,894499017519606469769,48,835,5GB,2021-04-14,Active,18.08,24,2023-11-07
501,894495316430187038047,44,457,1MB,2025-08-09,Active,8.55,24,2025-12-28
502,894456346345716174843,51,615,1GB,2020-12-09,Active,12.94,36,2023-11-02
503,894497715066351194826,88,643,1GB,2020-12-13,Active,12.29,60,2025-09-25
504,894413305066187542155,44,845,1MB,2023-12-05,Suspended,8.07,12,2025-08-28
505,894498384702027796916,57,892,5GB,2024-08-28,Terminated,1.1,36,2024-12-30
506,894472804359551911576,9,590,Unlimited,2023-09-17,Suspended,7.98,12,2025-06-08
507,894437881693623068809,95,271,10MB,2023-09-30,Active,15.34,12,2024-05-04
508,894450772356499598055,80,893,5GB,2024-03-09,Suspended,4.08,24,2025-10-31
509,894476172741441647606,19,800,Unlimited,2022-04-28,Active,1.12,36,2022-05-17
510,894496653135356563356,83,82,5GB,2021-05-10,Active,9.65,60,2025-11-09
511,894411879617314414843,96,192,1MB,2020-11-07,Terminated,14.05,36,2025-05-04
512,894437590081231682616,3,813,Unlimited,2020-12-09,Suspended,1.76,24,2025-11-05
513,894464389554589146024,31,975,10MB,2020-10-15,Active,3.48,12,2023-02-01
514,894418614079665789530,41,460,5GB,2025-03-05,Active,4.85,24,2025-11-25
515,894434050381301440267,89,586,1GB,2025-04-11,Active,7.63,60,2025-10-16
516,894443488646749791862,61,197,Unlimited,2020-03-11,Active,1.94,24,2021-01-18
517,894487439819372065978,11,733,100MB,2023-09-30,Active,9.21,24,2024-07-20
518,894453983465445663663,56,413,10MB,2021-08-16,Active,18.7,36,2022-06-30
519,894427710390057603221,50,928,5GB,2022-11-03,Active,4.93,12,2024-07-16
520,894486799312344167716,55,392,Unlimited,2024-10-01,Active,8.71,36,2025-06-28
521,894412218870061059338,100,627,5GB,2020-07-11,Active,11.0,36,2022-04-01
522,894476599872449199213,24,921,Unlimited,2025-03-08,Active,17.05,36,2025-05-02
523,894472679866814339667,22,949,Unlimited,2023-01-01,Active,16.58,12,2023-02-27
524,894436245661984607983,84,672,5GB,2022-02-24,Active,11.19,24,2024-07-11
525,894419318405409341757,41,952,1MB,2021-07-08,Active,7.16,12,2025-06-06
526,894486782518920409728,74,185,10MB,2021-04-23,Terminated,12.08,12,2025-06-06
527,894478177056812168793,28,52,1MB,2020-04-29,Active,13.05,24,2024-12-28
528,894448827884412046487,13,839,5GB,2025-05-12,Active,15.34,60,2025-09-02
529,894428897850999836275,79,194,Unlimited,2025-12-22,Active,8.03,24,2025-12-27
530,894460906402642153735,70,765,1MB,2020-02-02,Active,15.82,24,2024-08-02
531,894420466044125613877,5,372,1GB,2020-09-12,Active,14.53,24,2024-03-05
532,894444860756568196565,40,40,Unlimited,2024-09-02,Suspended,8.64,60,2025-08-05
533,894461517830810287643,2,516,1MB,2021-09-17,Active,6.19,24,2021-12-22
534,894435721600975706802,19,687,10MB,2022-07-08,Suspended,15.76,12,2024-01-22
535,894488747007727956493,92,66,5GB,2022-09-06,Active,15.96,36,2024-06-08
536,894431997943012554019,72,517,1MB,2020-07-11,Suspended,5.75,24,2020-12-13
537,894447972229236744986,21,667,5GB,2021-10-25,Active,2.28,12,2025-05-19
538,894457297340144160954,63,255,1MB,2022-07-17,Active,1.17,60,2024-12-12
539,894435855622389018160,21,277,5GB,2023-05-21,Active,4.29,24,2023-06-01
540,894431009762759438195,53,306,Unlimited,2022-08-31,Terminated,18.09,24,2025-11-16
541,894458070072416453564,53,719,Unlimited,2025-06-21,Active,16.24,36,2025-11-14
542,894448943983116301252,95,827,Unlimited,2020-12-23,Suspended,10.42,12,2021-09-24
543,894443052096468569519,52,665,100MB,2021-04-09,Suspended,11.88,60,2025-10-12
544,894439770973457598445,58,350,100MB,2023-07-01,Active,5.03,24,2024-07-23
545,894451724566774836011,86,962,1GB,2023-01-07,Active,19.4,12,2023-09-06
546,894471387403364729004,46,91,5GB,2025-08-18,Active,8.99,12,2025-11-02
547,894456764519833865407,90,561,Unlimited,2023-10-05,Active,7.21,24,2023-10-16
548,894477012045234055817,48,784,Unlimited,2021-06-07,Active,14.29,36,2025-06-30
549,894475248503260557212,88,370,100MB,2021-07-09,Active,19.98,36,2025-04-10
550,894445360280033764987,66,296,Unlimited,2025-01-15,Active,13.22,12,2025-08-02
551,894488142898019459212,11,593,5GB,2022-01-14,Active,18.34,60,2024-09-18
552,894494470422699140365,97,140,5GB,2020-08-16,Active,5.41,60,2022-04-03
553,894480704189622296038,60,993,10MB,2024-08-01,Suspended,10.58,36,2025-08-24
554,894469612616774516722,33,434,100MB,2023-01-25,Suspended,13.63,60,2024-05-29
555,894441445497052735293,59,980,1MB,2023-03-12,Active,11.77,12,2024-01-15
556,894462117768364690203,33,858,5GB,2025-07-01,Suspended,7.5,12,2025-09-08
557,894442191075380909800,61,597,Unlimited,2023-08-20,Active,2.03,12,2023-11-05
558,894471052932663819776,32,376,5GB,2020-01-10,Terminated,5.99,36,2024-02-10
559,894459206653664309978,66,728,1MB,2022-12-08,Active,8.69,36,2023-05-09
560,894453795998538832326,32,184,Unlimited,2023-05-21,Active,3.43,24,2024-10-17
561,894483213732973091690,6,227,10MB,2024-06-28,Active,2.94,36,2025-04-24
562,894480561128799827846,80,444,1MB,2024-06-03,Active,5.77,60,2025-08-02
563,894476232309833656834,69,643,5GB,2023-05-01,Active,10.83,12,2024-11-01
564,894424056413986356891,71,531,5GB,2024-03-03,Active,2.87,24,2025-12-09
565,894468062891756214068,38,422,100MB,2022-03-30,Active,9.89,12,2025-11-07
566,894414955140704274675,80,167,100MB,2024-01-24,Active,9.79,60,2024-04-22
567,894461114093291610088,5,640,5GB,2020-01-13,Terminated,18.64,24,2024-12-09
568,894465990161404905974,17,817,Unlimited,2020-09-30,Active,16.87,36,2024-07-11
569,894421450470174484669,95,111,1GB,2021-12-09,Active,14.69,60,2024-09-07
570,894479177580208932201,21,525,100MB,2024-06-19,Active,17.22,24,2025-01-31
571,894411786391290886772,94,959,5GB,2024-07-22,Active,9.54,24,2025-02-24
572,894429692140280758699,29,358,5GB,2025-12-15,Active,19.23,24,2025-12-30
573,894479075732675706531,38,433,5GB,2024-02-15,Active,15.77,36,2024-11-10
574,894421939560129876805,31,242,5GB,2025-04-09,Active,17.86,36,2025-06-02
575,894499776293094894254,88,284,5GB,2025-03-07,Active,5.25,24,2025-03-09
576,894417768848524068334,6,139,100MB,2020-03-04,Suspended,15.81,12,2020-10-04
577,894429316411898672637,29,401,100MB,2021-08-21,Active,12.43,60,2024-11-24
578,894442241514266365702,50,772,5GB,2021-06-25,Active,14.19,12,2023-08-05
579,894412331107818423029,47,605,Unlimited,2022-10-14,Suspended,12.36,36,2024-01-07
580,894448456297160923866,73,612,10MB,2020-05-24,Active,2.48,24,2022-12-30
581,894459514658756482424,86,814,5GB,2021-07-08,Active,10.39,36,2022-04-22
582,894488423038250741600,92,687,5GB,2022-02-20,Terminated,11.47,24,2023-07-17
583,894426113400266686828,27,62,1GB,2021-12-29,Active,4.96,36,2022-05-17
584,894472912631277514963,34,860,5GB,2021-06-17,Active,14.55,36,2021-11-07
585,894445183816197222525,66,677,1MB,2021-08-19,Active,13.04,36,2025-10-30
586,894445108582706305276,62,179,100MB,2024-08-16,Active,13.25,36,2025-01-01
587,894416432617023804729,16,215,1MB,2023-02-25,Active,12.59,36,2025-03-16
588,894471544472278178570,72,808,1MB,2020-02-16,Active,19.27,36,2020-06-16
