cell_id,site_id,cell_name,cell_type,technology,frequency_band,frequency_mhz,bandwidth_mhz,sector,azimuth_degrees,electrical_tilt,mechanical_tilt,antenna_height_m,tx_power_dbm,max_throughput_mbps,max_connected_users,pci,tac,vendor,status
836,265,LTE-LEI-MAC-0265-A,LTE,4G LTE,B20,800,10,1,0,2,2,39,42,78,612,269,10029,Nokia,Active
837,265,LTE-LEI-MAC-0265-B,LTE,4G LTE,B1,2100,15,2,120,7,1,39,43,172,293,497,42914,Nokia,Active
838,265,LTE-LEI-MAC-0265-C,LTE,4G LTE,B7,2600,20,3,240,8,0,39,42,358,190,299,89129,Nokia,Active
839,266,NR-LEI-ROO-0266-A,NR,5G NR,n78,3500,100,1,0,8,5,24,44,889,301,486,61613,Nokia,Active
840,266,LTE-LEI-ROO-0266-A,LTE,4G LTE,B20,800,10,1,0,8,2,24,46,99,697,235,89377,Nokia,Active
841,266,NR-LEI-ROO-0266-B,NR,5G NR,n78,3500,100,2,180,7,5,24,44,1119,729,292,21739,Nokia,Active
842,266,LTE-LEI-ROO-0266-B,LTE,4G LTE,B1,2100,15,2,180,6,5,24,40,223,314,195,69531,Nokia,Active
843,267,NR-LEI-SMA-0267-A,NR,5G NR,n1,2100,20,1,0,5,5,6,41,593,790,198,69256,Nokia,Active
844,267,LTE-LEI-SMA-0267-A,LTE,4G LTE,B3,1800,20,1,0,7,3,6,40,109,499,23,33753,Nokia,Active
845,267,NR-LEI-SMA-0267-B,NR,5G NR,n77,3700,80,2,180,5,2,6,41,1269,392,345,32734,Nokia,Active
846,267,LTE-LEI-SMA-0267-B,LTE,4G LTE,B20,800,10,2,180,8,3,6,44,96,560,289,67518,Nokia,Active
847,268,NR-LEI-SMA-0268-A,NR,5G NR,n77,3700,80,1,0,4,4,8,43,1073,766,53,97106,Huawei,Maintenance
848,269,LTE-COV-MAC-0269-A,LTE,4G LTE,B1,2100,15,1,0,6,1,27,41,192,427,393,74080,Ericsson,Maintenance
849,269,LTE-COV-MAC-0269-B,LTE,4G LTE,B7,2600,20,2,60,2,5,27,42,201,180,157,98844,Ericsson,Maintenance
850,269,LTE-COV-MAC-0269-C,LTE,4G LTE,B20,800,10,3,120,5,1,27,45,109,646,413,33971,Ericsson,Maintenance
851,269,LTE-COV-MAC-0269-D,LTE,4G LTE,B7,2600,20,4,180,5,4,27,42,201,300,208,76635,Ericsson,Maintenance
852,269,LTE-COV-MAC-0269-E,LTE,4G LTE,B7,2600,20,5,240,2,4,27,42,393,166,344,89292,Ericsson,Maintenance
853,269,LTE-COV-MAC-0269-F,LTE,4G LTE,B7,2600,20,6,300,6,3,27,43,251,238,441,87484,Ericsson,Maintenance
854,270,LTE-COV-DAS-0270-A,LTE,4G LTE,B1,2100,15,1,0,8,3,7,42,154,299,139,75035,Ericsson,Active
855,270,LTE-COV-DAS-0270-B,LTE,4G LTE,B20,800,10,2,120,3,1,7,43,71,495,202,74591,Ericsson,Active
856,270,LTE-COV-DAS-0270-C,LTE,4G LTE,B7,2600,20,3,240,6,3,7,46,395,239,446,44581,Ericsson,Active
857,271,NR-COV-SMA-0271-A,NR,5G NR,n28,700,20,1,0,7,5,9,43,565,855,197,91136,Ericsson,Active
858,271,LTE-COV-SMA-0271-A,LTE,4G LTE,B1,2100,15,1,0,5,5,9,40,249,335,178,56344,Ericsson,Active
859,271,NR-COV-SMA-0271-B,NR,5G NR,n77,3700,80,2,180,5,2,9,46,1081,737,163,94905,Ericsson,Active
860,271,LTE-COV-SMA-0271-B,LTE,4G LTE,B20,800,10,2,180,3,2,9,40,141,626,396,57781,Ericsson,Active
861,272,NR-COV-MAC-0272-A,NR,5G NR,n77,3700,80,1,0,3,4,34,45,1253,553,2,83289,Ericsson,Active
862,272,LTE-COV-MAC-0272-A,LTE,4G LTE,B1,2100,15,1,0,4,1,34,45,234,403,319,43908,Ericsson,Active
863,272,NR-COV-MAC-0272-B,NR,5G NR,n28,700,20,2,60,5,2,34,42,313,642,283,14264,Ericsson,Active
864,272,LTE-COV-MAC-0272-B,LTE,4G LTE,B7,2600,20,2,60,4,1,34,44,334,151,110,36046,Ericsson,Active
865,272,NR-COV-MAC-0272-C,NR,5G NR,n1,2100,20,3,120,6,1,34,41,490,812,369,89582,Ericsson,Active
866,272,LTE-COV-MAC-0272-C,LTE,4G LTE,B20,800,10,3,120,6,3,34,42,81,508,499,78794,Ericsson,Active
867,272,NR-COV-MAC-0272-D,NR,5G NR,n78,3500,100,4,180,8,0,34,43,1083,715,113,70109,Ericsson,Active
868,272,LTE-COV-MAC-0272-D,LTE,4G LTE,B3,1800,20,4,180,2,2,34,40,114,340,369,60636,Ericsson,Active
869,272,NR-COV-MAC-0272-E,NR,5G NR,n77,3700,80,5,240,7,2,34,46,980,715,15,51186,Ericsson,Active
870,272,LTE-COV-MAC-0272-E,LTE,4G LTE,B20,800,10,5,240,3,3,34,42,55,677,264,40206,Ericsson,Active
871,272,NR-COV-MAC-0272-F,NR,5G NR,n1,2100,20,6,300,5,1,34,41,531,995,456,48188,Ericsson,Active
872,272,LTE-COV-MAC-0272-F,LTE,4G LTE,B7,2600,20,6,300,7,3,34,42,319,221,354,61654,Ericsson,Active
873,273,NR-COV-MAC-0273-A,NR,5G NR,n258,26000,400,1,0,3,1,44,46,3526,219,438,27890,Ericsson,Active
874,273,LTE-COV-MAC-0273-A,LTE,4G LTE,B7,2600,20,1,0,6,3,44,42,250,296,57,53997,Ericsson,Active
875,273,NR-COV-MAC-0273-B,NR,5G NR,n1,2100,20,2,120,7,4,44,42,375,454,418,19150,Ericsson,Active
876,273,LTE-COV-MAC-0273-B,LTE,4G LTE,B20,800,10,2,120,3,5,44,43,61,310,223,15887,Ericsson,Active
877,273,NR-COV-MAC-0273-C,NR,5G NR,n258,26000,400,3,240,2,5,44,46,3646,473,305,52978,Ericsson,Active
878,273,LTE-COV-MAC-0273-C,LTE,4G LTE,B20,800,10,3,240,6,2,44,44,100,453,451,70487,Ericsson,Active
879,274,NR-COV-SMA-0274-A,NR,5G NR,n258,26000,400,1,0,3,4,5,41,3158,440,120,12847,Ericsson,Active
880,274,LTE-COV-SMA-0274-A,LTE,4G LTE,B7,2600,20,1,0,4,1,5,42,222,217,228,95891,Ericsson,Active
881,274,NR-COV-SMA-0274-B,NR,5G NR,n28,700,20,2,120,6,4,5,41,438,884,437,54747,Ericsson,Active
882,274,LTE-COV-SMA-0274-B,LTE,4G LTE,B20,800,10,2,120,8,5,5,45,94,642,93,63725,Ericsson,Active
883,274,NR-COV-SMA-0274-C,NR,5G NR,n78,3500,100,3,240,5,0,5,45,990,689,206,79187,Ericsson,Active
884,274,LTE-COV-SMA-0274-C,LTE,4G LTE,B7,2600,20,3,240,8,3,5,40,285,260,246,21166,Ericsson,Active
885,275,NR-COV-MAC-0275-A,NR,5G NR,n1,2100,20,1,0,6,1,39,41,361,563,452,62314,Huawei,Active
886,275,NR-COV-MAC-0275-B,NR,5G NR,n78,3500,100,2,60,2,1,39,41,1023,591,251,70518,Huawei,Active
887,275,NR-COV-MAC-0275-C,NR,5G NR,n28,700,20,3,120,4,5,39,40,486,933,358,37145,Huawei,Active
888,275,NR-COV-MAC-0275-D,NR,5G NR,n77,3700,80,4,180,6,3,39,40,1310,510,171,76194,Huawei,Active
889,275,NR-COV-MAC-0275-E,NR,5G NR,n78,3500,100,5,240,2,0,39,45,1301,596,410,63013,Huawei,Active
890,275,NR-COV-MAC-0275-F,NR,5G NR,n28,700,20,6,300,8,3,39,42,360,430,20,75006,Huawei,Active
891,276,NR-COV-DAS-0276-A,NR,5G NR,n78,3500,100,1,0,3,4,10,45,1265,570,330,49503,Ericsson,Active
892,276,LTE-COV-DAS-0276-A,LTE,4G LTE,B7,2600,20,1,0,6,1,10,46,335,218,5,39884,Ericsson,Active
893,277,NR-COV-RUR-0277-A,NR,5G NR,n28,700,20,1,0,5,1,33,43,564,759,476,53065,Huawei,Active
894,277,LTE-COV-RUR-0277-A,LTE,4G LTE,B1,2100,15,1,0,4,4,33,41,101,349,245,34209,Huawei,Active
895,277,NR-COV-RUR-0277-B,NR,5G NR,n1,2100,20,2,120,3,0,33,46,329,410,231,82624,Huawei,Active
896,277,LTE-COV-RUR-0277-B,LTE,4G LTE,B3,1800,20,2,120,3,5,33,40,199,331,219,74546,Huawei,Active
897,277,NR-COV-RUR-0277-C,NR,5G NR,n1,2100,20,3,240,8,2,33,42,466,914,136,15458,Huawei,Active
898,277,LTE-COV-RUR-0277-C,LTE,4G LTE,B1,2100,15,3,240,2,1,33,41,250,310,497,92000,Huawei,Active
899,278,NR-REA-MAC-0278-A,NR,5G NR,n78,3500,100,1,0,4,3,43,40,1272,620,432,54863,Ericsson,Active
900,278,NR-REA-MAC-0278-B,NR,5G NR,n77,3700,80,2,120,6,0,43,40,1233,617,380,57396,Ericsson,Active
901,278,NR-REA-MAC-0278-C,NR,5G NR,n77,3700,80,3,240,7,0,43,41,1011,726,310,88396,Ericsson,Active
902,279,NR-REA-MAC-0279-A,NR,5G NR,n1,2100,20,1,0,3,1,35,40,505,790,491,88695,Ericsson,Active
903,279,LTE-REA-MAC-0279-A,LTE,4G LTE,B3,1800,20,1,0,8,3,35,42,162,383,135,10421,Ericsson,Active
904,279,NR-REA-MAC-0279-B,NR,5G NR,n77,3700,80,2,120,6,5,35,44,830,525,60,56297,Ericsson,Active
905,279,LTE-REA-MAC-0279-B,LTE,4G LTE,B1,2100,15,2,120,7,3,35,41,115,292,473,31410,Ericsson,Active
906,279,NR-REA-MAC-0279-C,NR,5G NR,n78,3500,100,3,240,8,5,35,44,920,374,182,38180,Ericsson,Active
907,279,LTE-REA-MAC-0279-C,LTE,4G LTE,B20,800,10,3,240,2,0,35,42,121,467,65,36277,Ericsson,Active
908,280,NR-REA-SMA-0280-A,NR,5G NR,n78,3500,100,1,0,6,1,10,45,1480,785,19,60398,Nokia,Active
909,280,LTE-REA-SMA-0280-A,LTE,4G LTE,B3,1800,20,1,0,6,0,10,46,114,354,354,14264,Nokia,Active
910,280,NR-REA-SMA-0280-B,NR,5G NR,n1,2100,20,2,180,4,2,10,44,421,457,147,68757,Nokia,Active
911,280,LTE-REA-SMA-0280-B,LTE,4G LTE,B3,1800,20,2,180,5,3,10,44,232,383,228,36813,Nokia,Active
912,281,NR-REA-MAC-0281-A,NR,5G NR,n1,2100,20,1,0,4,5,36,42,569,553,326,99117,Ericsson,Active
913,281,NR-REA-MAC-0281-B,NR,5G NR,n28,700,20,2,60,8,0,36,42,421,938,439,21094,Ericsson,Active
914,281,NR-REA-MAC-0281-C,NR,5G NR,n1,2100,20,3,120,3,5,36,41,380,897,391,77530,Ericsson,Active
915,281,NR-REA-MAC-0281-D,NR,5G NR,n77,3700,80,4,180,4,1,36,44,1247,777,181,22906,Ericsson,Active
916,281,NR-REA-MAC-0281-E,NR,5G NR,n1,2100,20,5,240,8,2,36,42,475,589,331,71215,Ericsson,Active
917,281,NR-REA-MAC-0281-F,NR,5G NR,n258,26000,400,6,300,8,4,36,45,3585,470,370,20389,Ericsson,Active
918,282,NR-REA-MAC-0282-A,NR,5G NR,n28,700,20,1,0,3,0,29,44,473,442,63,85390,Huawei,Active
919,282,NR-REA-MAC-0282-B,NR,5G NR,n258,26000,400,2,60,8,2,29,42,3490,368,379,75772,Huawei,Active
920,282,NR-REA-MAC-0282-C,NR,5G NR,n258,26000,400,3,120,7,2,29,40,2793,252,422,48557,Huawei,Active
921,282,NR-REA-MAC-0282-D,NR,5G NR,n1,2100,20,4,180,6,5,29,40,583,688,453,52642,Huawei,Active
922,282,NR-REA-MAC-0282-E,NR,5G NR,n78,3500,100,5,240,3,5,29,42,1322,592,147,63375,Huawei,Active
923,282,NR-REA-MAC-0282-F,NR,5G NR,n28,700,20,6,300,4,0,29,43,321,643,477,64129,Huawei,Active
924,283,NR-REA-SMA-0283-A,NR,5G NR,n1,2100,20,1,0,8,2,8,44,484,754,357,37568,Ericsson,Maintenance
925,283,LTE-REA-SMA-0283-A,LTE,4G LTE,B1,2100,15,1,0,6,0,8,46,185,460,31,76556,Ericsson,Maintenance
926,283,NR-REA-SMA-0283-B,NR,5G NR,n77,3700,80,2,180,5,3,8,46,1479,378,168,49324,Ericsson,Maintenance
927,283,LTE-REA-SMA-0283-B,LTE,4G LTE,B7,2600,20,2,180,7,3,8,43,396,265,139,58772,Ericsson,Maintenance
928,284,NR-REA-MAC-0284-A,NR,5G NR,n1,2100,20,1,0,4,5,28,40,392,778,64,38419,Samsung,Active
929,284,NR-REA-MAC-0284-B,NR,5G NR,n1,2100,20,2,120,8,2,28,45,529,551,300,42547,Samsung,Active
930,284,NR-REA-MAC-0284-C,NR,5G NR,n258,26000,400,3,240,6,0,28,40,3220,440,252,18142,Samsung,Active
931,285,NR-REA-SMA-0285-A,NR,5G NR,n28,700,20,1,0,6,2,15,44,469,772,426,50703,Nokia,Active
932,285,LTE-REA-SMA-0285-A,LTE,4G LTE,B7,2600,20,1,0,7,0,15,43,318,217,218,27376,Nokia,Active
933,285,NR-REA-SMA-0285-B,NR,5G NR,n77,3700,80,2,120,4,3,15,45,1494,588,432,74039,Nokia,Active
934,285,LTE-REA-SMA-0285-B,LTE,4G LTE,B20,800,10,2,120,4,4,15,41,69,468,175,13915,Nokia,Active
935,285,NR-REA-SMA-0285-C,NR,5G NR,n77,3700,80,3,240,5,2,15,44,1261,520,375,12729,Nokia,Active
936,285,LTE-REA-SMA-0285-C,LTE,4G LTE,B7,2600,20,3,240,8,1,15,46,277,181,78,74332,Nokia,Active
937,286,LTE-REA-MAC-0286-A,LTE,4G LTE,B3,1800,20,1,0,4,1,45,46,223,403,32,47096,Ericsson,Active
938,286,LTE-REA-MAC-0286-B,LTE,4G LTE,B1,2100,15,2,120,4,0,45,43,128,303,464,93488,Ericsson,Active
939,286,LTE-REA-MAC-0286-C,LTE,4G LTE,B20,800,10,3,240,4,2,45,42,57,473,284,41543,Ericsson,Active
940,287,NR-CAM-RUR-0287-A,NR,5G NR,n28,700,20,1,0,6,2,58,46,480,764,186,67034,Ericsson,Active
941,287,NR-CAM-RUR-0287-B,NR,5G NR,n77,3700,80,2,120,6,5,58,41,925,517,104,58891,Ericsson,Active
942,287,NR-CAM-RUR-0287-C,NR,5G NR,n258,26000,400,3,240,5,4,58,40,3432,412,286,90315,Ericsson,Active
943,288,NR-CAM-MAC-0288-A,NR,5G NR,n28,700,20,1,0,8,5,27,44,303,708,46,13928,Ericsson,Active
944,288,LTE-CAM-MAC-0288-A,LTE,4G LTE,B7,2600,20,1,0,4,1,27,40,394,163,242,21638,Ericsson,Active
945,288,NR-CAM-MAC-0288-B,NR,5G NR,n28,700,20,2,120,6,2,27,46,468,882,81,22253,Ericsson,Active
946,288,LTE-CAM-MAC-0288-B,LTE,4G LTE,B7,2600,20,2,120,3,3,27,44,349,209,196,16058,Ericsson,Active
947,288,NR-CAM-MAC-0288-C,NR,5G NR,n1,2100,20,3,240,7,5,27,43,424,470,18,78617,Ericsson,Active
948,288,LTE-CAM-MAC-0288-C,LTE,4G LTE,B1,2100,15,3,240,2,2,27,42,106,245,404,82334,Ericsson,Active
949,289,NR-CAM-SMA-0289-A,NR,5G NR,n77,3700,80,1,0,2,0,11,42,1411,340,430,36818,Huawei,Maintenance
950,289,NR-CAM-SMA-0289-B,NR,5G NR,n77,3700,80,2,180,5,2,11,40,844,382,16,90096,Huawei,Maintenance
951,290,NR-CAM-MAC-0290-A,NR,5G NR,n77,3700,80,1,0,3,5,37,41,1494,675,481,84798,Ericsson,Active
952,290,LTE-CAM-MAC-0290-A,LTE,4G LTE,B7,2600,20,1,0,6,0,37,41,262,277,465,10319,Ericsson,Active
953,290,NR-CAM-MAC-0290-B,NR,5G NR,n77,3700,80,2,60,7,3,37,44,1356,586,86,95836,Ericsson,Active
954,290,LTE-CAM-MAC-0290-B,LTE,4G LTE,B20,800,10,2,60,6,1,37,44,121,572,152,47136,Ericsson,Active
955,290,NR-CAM-MAC-0290-C,NR,5G NR,n258,26000,400,3,120,8,3,37,46,3064,250,231,66659,Ericsson,Active
956,290,LTE-CAM-MAC-0290-C,LTE,4G LTE,B7,2600,20,3,120,8,1,37,45,263,219,4,81260,Ericsson,Active
957,290,NR-CAM-MAC-0290-D,NR,5G NR,n77,3700,80,4,180,7,0,37,41,1106,562,150,34424,Ericsson,Active
958,290,LTE-CAM-MAC-0290-D,LTE,4G LTE,B7,2600,20,4,180,5,2,37,41,311,224,372,64136,Ericsson,Active
959,290,NR-CAM-MAC-0290-E,NR,5G NR,n28,700,20,5,240,4,3,37,45,440,430,286,35444,Ericsson,Active
960,290,LTE-CAM-MAC-0290-E,LTE,4G LTE,B3,1800,20,5,240,5,1,37,43,226,422,304,95354,Ericsson,Active
961,290,NR-CAM-MAC-0290-F,NR,5G NR,n28,700,20,6,300,7,5,37,44,565,495,242,68147,Ericsson,Active
962,290,LTE-CAM-MAC-0290-F,LTE,4G LTE,B1,2100,15,6,300,3,2,37,43,169,490,269,68440,Ericsson,Active
963,291,NR-CAM-MAC-0291-A,NR,5G NR,n78,3500,100,1,0,4,3,29,46,1113,777,312,38472,Ericsson,Active
964,291,NR-CAM-MAC-0291-B,NR,5G NR,n1,2100,20,2,120,2,2,29,42,471,655,413,67299,Ericsson,Active
965,291,NR-CAM-MAC-0291-C,NR,5G NR,n258,26000,400,3,240,3,4,29,42,2636,273,5,30001,Ericsson,Active
966,292,NR-CAM-SMA-0292-A,NR,5G NR,n258,26000,400,1,0,8,0,10,46,3622,498,284,84101,Huawei,Active
967,292,NR-CAM-SMA-0292-B,NR,5G NR,n258,26000,400,2,180,5,3,10,45,2549,398,413,78073,Huawei,Active
968,293,NR-CAM-MAC-0293-A,NR,5G NR,n78,3500,100,1,0,6,1,28,46,924,638,71,85568,Huawei,Active
969,293,NR-CAM-MAC-0293-B,NR,5G NR,n77,3700,80,2,120,8,5,28,45,1048,640,499,94620,Huawei,Active
970,293,NR-CAM-MAC-0293-C,NR,5G NR,n77,3700,80,3,240,6,3,28,41,1072,496,95,16875,Huawei,Active
971,294,NR-CAM-MAC-0294-A,NR,5G NR,n77,3700,80,1,0,3,3,40,45,1278,406,285,45368,Nokia,Active
972,294,NR-CAM-MAC-0294-B,NR,5G NR,n78,3500,100,2,120,7,0,40,41,1196,645,263,64221,Nokia,Active
973,294,NR-CAM-MAC-0294-C,NR,5G NR,n258,26000,400,3,240,7,4,40,42,3883,354,253,75725,Nokia,Active
974,295,NR-CAM-SMA-0295-A,NR,5G NR,n77,3700,80,1,0,4,2,9,42,852,775,299,60468,Ericsson,Active
975,295,LTE-CAM-SMA-0295-A,LTE,4G LTE,B1,2100,15,1,0,7,5,9,46,215,404,502,58737,Ericsson,Active
976,295,NR-CAM-SMA-0295-B,NR,5G NR,n258,26000,400,2,120,6,5,9,40,3028,397,27,56210,Ericsson,Active
977,295,LTE-CAM-SMA-0295-B,LTE,4G LTE,B1,2100,15,2,120,5,5,9,45,117,267,245,95414,Ericsson,Active
978,295,NR-CAM-SMA-0295-C,NR,5G NR,n258,26000,400,3,240,6,2,9,41,2534,330,495,64294,Ericsson,Active
979,295,LTE-CAM-SMA-0295-C,LTE,4G LTE,B3,1800,20,3,240,2,2,9,43,142,439,54,43470,Ericsson,Active
980,296,NR-OXF-ROO-0296-A,NR,5G NR,n258,26000,400,1,0,4,2,15,41,2727,298,21,18054,Nokia,Active
981,296,LTE-OXF-ROO-0296-A,LTE,4G LTE,B1,2100,15,1,0,7,4,15,43,138,244,226,42775,Nokia,Active
982,297,LTE-OXF-MAC-0297-A,LTE,4G LTE,B7,2600,20,1,0,8,2,45,41,383,175,25,42710,Nokia,Active
983,297,LTE-OXF-MAC-0297-B,LTE,4G LTE,B1,2100,15,2,60,2,4,45,44,121,494,177,97906,Nokia,Active
984,297,LTE-OXF-MAC-0297-C,LTE,4G LTE,B20,800,10,3,120,4,5,45,40,93,509,120,39333,Nokia,Active
985,297,LTE-OXF-MAC-0297-D,LTE,4G LTE,B1,2100,15,4,180,2,4,45,40,240,363,320,44486,Nokia,Active
986,297,LTE-OXF-MAC-0297-E,LTE,4G LTE,B3,1800,20,5,240,7,4,45,44,147,295,444,72363,Nokia,Active
987,297,LTE-OXF-MAC-0297-F,LTE,4G LTE,B7,2600,20,6,300,3,3,45,45,305,202,302,16241,Nokia,Active
988,298,NR-OXF-SMA-0298-A,NR,5G NR,n28,700,20,1,0,3,4,11,40,365,612,0,62718,Nokia,Active
989,298,LTE-OXF-SMA-0298-A,LTE,4G LTE,B20,800,10,1,0,6,0,11,45,145,558,421,74364,Nokia,Active
990,299,NR-OXF-DAS-0299-A,NR,5G NR,n78,3500,100,1,0,3,1,5,44,839,486,41,79303,Nokia,Active
991,299,LTE-OXF-DAS-0299-A,LTE,4G LTE,B1,2100,15,1,0,8,5,5,46,189,435,426,48728,Nokia,Active
992,299,NR-OXF-DAS-0299-B,NR,5G NR,n1,2100,20,2,120,6,4,5,40,508,770,170,27393,Nokia,Active
993,299,LTE-OXF-DAS-0299-B,LTE,4G LTE,B7,2600,20,2,120,4,4,5,44,204,196,219,22541,Nokia,Active
994,299,NR-OXF-DAS-0299-C,NR,5G NR,n78,3500,100,3,240,4,4,5,46,1096,410,99,15865,Nokia,Active
995,299,LTE-OXF-DAS-0299-C,LTE,4G LTE,B1,2100,15,3,240,5,5,5,45,101,447,368,58009,Nokia,Active
996,300,LTE-OXF-RUR-0300-A,LTE,4G LTE,B20,800,10,1,0,5,0,34,40,78,320,304,30072,Nokia,Active
997,300,LTE-OXF-RUR-0300-B,LTE,4G LTE,B3,1800,20,2,120,6,4,34,43,127,405,147,54453,Nokia,Active
998,300,LTE-OXF-RUR-0300-C,LTE,4G LTE,B3,1800,20,3,240,4,3,34,41,217,256,494,30315,Nokia,Active
999,301,NR-OXF-SMA-0301-A,NR,5G NR,n78,3500,100,1,0,2,4,15,41,1090,425,227,46962,Nokia,Active
1000,301,LTE-OXF-SMA-0301-A,LTE,4G LTE,B3,1800,20,1,0,5,3,15,43,122,291,179,62185,Nokia,Active
1001,302,NR-OXF-ROO-0302-A,NR,5G NR,n78,3500,100,1,0,3,3,20,40,979,413,463,64240,Ericsson,Active
1002,302,LTE-OXF-ROO-0302-A,LTE,4G LTE,B1,2100,15,1,0,2,3,20,46,186,461,74,42839,Ericsson,Active
1003,303,NR-OXF-MAC-0303-A,NR,5G NR,n258,26000,400,1,0,4,1,26,43,2667,369,233,28198,Nokia,Active
1004,303,LTE-OXF-MAC-0303-A,LTE,4G LTE,B20,800,10,1,0,5,5,26,43,136,423,382,17529,Nokia,Active
1005,303,NR-OXF-MAC-0303-B,NR,5G NR,n77,3700,80,2,120,4,0,26,40,1265,670,3,56693,Nokia,Active
1006,303,LTE-OXF-MAC-0303-B,LTE,4G LTE,B7,2600,20,2,120,2,3,26,44,340,274,1,51839,Nokia,Active
1007,303,NR-OXF-MAC-0303-C,NR,5G NR,n258,26000,400,3,240,8,0,26,41,3959,238,42,78491,Nokia,Active
1008,303,LTE-OXF-MAC-0303-C,LTE,4G LTE,B20,800,10,3,240,8,5,26,44,99,532,103,33622,Nokia,Active
1009,304,NR-OXF-SMA-0304-A,NR,5G NR,n77,3700,80,1,0,8,1,9,44,1173,709,411,40098,Huawei,Active
1010,304,LTE-OXF-SMA-0304-A,LTE,4G LTE,B3,1800,20,1,0,4,4,9,42,104,389,375,86383,Huawei,Active
1011,304,NR-OXF-SMA-0304-B,NR,5G NR,n28,700,20,2,120,4,3,9,46,341,828,28,67981,Huawei,Active
1012,304,LTE-OXF-SMA-0304-B,LTE,4G LTE,B1,2100,15,2,120,8,0,9,45,148,274,270,39779,Huawei,Active
1013,304,NR-OXF-SMA-0304-C,NR,5G NR,n78,3500,100,3,240,3,3,9,45,951,438,135,64036,Huawei,Active
1014,304,LTE-OXF-SMA-0304-C,LTE,4G LTE,B1,2100,15,3,240,6,0,9,41,184,256,369,14524,Huawei,Active
1015,305,NR-BRI-MAC-0305-A,NR,5G NR,n28,700,20,1,0,4,5,39,42,335,466,278,76115,Ericsson,Active
1016,305,LTE-BRI-MAC-0305-A,LTE,4G LTE,B20,800,10,1,0,2,0,39,44,149,461,113,34951,Ericsson,Active
1017,305,NR-BRI-MAC-0305-B,NR,5G NR,n28,700,20,2,120,7,1,39,41,500,773,502,64610,Ericsson,Active
1018,305,LTE-BRI-MAC-0305-B,LTE,4G LTE,B3,1800,20,2,120,4,3,39,45,160,203,395,58274,Ericsson,Active
1019,305,NR-BRI-MAC-0305-C,NR,5G NR,n28,700,20,3,240,7,0,39,40,399,876,295,80812,Ericsson,Active
1020,305,LTE-BRI-MAC-0305-C,LTE,4G LTE,B1,2100,15,3,240,8,2,39,41,130,407,230,68847,Ericsson,Active
1021,306,NR-BRI-SMA-0306-A,NR,5G NR,n78,3500,100,1,0,3,0,14,46,1455,631,236,11405,Huawei,Active
1022,306,LTE-BRI-SMA-0306-A,LTE,4G LTE,B1,2100,15,1,0,2,1,14,42,212,231,360,91579,Huawei,Active
1023,307,NR-BRI-SMA-0307-A,NR,5G NR,n77,3700,80,1,0,7,1,7,46,1365,760,108,92258,Samsung,Active
1024,307,LTE-BRI-SMA-0307-A,LTE,4G LTE,B7,2600,20,1,0,7,4,7,42,223,264,194,79361,Samsung,Active
1025,307,NR-BRI-SMA-0307-B,NR,5G NR,n78,3500,100,2,180,6,3,7,42,1264,493,18,56478,Samsung,Active
1026,307,LTE-BRI-SMA-0307-B,LTE,4G LTE,B20,800,10,2,180,3,5,7,46,113,678,288,41323,Samsung,Active
1027,308,NR-BRI-SMA-0308-A,NR,5G NR,n78,3500,100,1,0,7,2,14,45,870,329,185,87288,Nokia,Active
1028,308,LTE-BRI-SMA-0308-A,LTE,4G LTE,B20,800,10,1,0,6,4,14,41,149,493,126,95257,Nokia,Active
1029,309,NR-BRI-MAC-0309-A,NR,5G NR,n78,3500,100,1,0,3,3,27,42,1299,601,329,75479,Nokia,Active
1030,309,LTE-BRI-MAC-0309-A,LTE,4G LTE,B20,800,10,1,0,7,2,27,45,116,608,153,15657,Nokia,Active
1031,309,NR-BRI-MAC-0309-B,NR,5G NR,n258,26000,400,2,120,8,2,27,46,2717,351,76,53784,Nokia,Active
1032,309,LTE-BRI-MAC-0309-B,LTE,4G LTE,B3,1800,20,2,120,2,5,27,43,194,439,436,60095,Nokia,Active
1033,309,NR-BRI-MAC-0309-C,NR,5G NR,n28,700,20,3,240,4,3,27,41,303,990,445,11618,Nokia,Active
1034,309,LTE-BRI-MAC-0309-C,LTE,4G LTE,B7,2600,20,3,240,5,1,27,45,337,232,482,33892,Nokia,Active
1035,310,NR-BRI-MAC-0310-A,NR,5G NR,n258,26000,400,1,0,7,1,40,43,2226,497,13,26865,Huawei,Active
1036,310,LTE-BRI-MAC-0310-A,LTE,4G LTE,B7,2600,20,1,0,2,4,40,43,389,166,262,12617,Huawei,Active
1037,310,NR-BRI-MAC-0310-B,NR,5G NR,n78,3500,100,2,120,8,1,40,43,827,610,429,10423,Huawei,Active
1038,310,LTE-BRI-MAC-0310-B,LTE,4G LTE,B20,800,10,2,120,8,4,40,40,125,442,417,82842,Huawei,Active
1039,310,NR-BRI-MAC-0310-C,NR,5G NR,n78,3500,100,3,240,2,0,40,46,1469,539,100,27817,Huawei,Active
1040,310,LTE-BRI-MAC-0310-C,LTE,4G LTE,B7,2600,20,3,240,7,1,40,44,376,253,12,55183,Huawei,Active
1041,311,NR-BRI-SMA-0311-A,NR,5G NR,n1,2100,20,1,0,8,3,9,46,536,876,253,16521,Huawei,Active
1042,311,NR-BRI-SMA-0311-B,NR,5G NR,n78,3500,100,2,120,6,3,9,41,1084,643,357,60554,Huawei,Active
