record_id,site_id,measurement_date,energy_kwh,renewable_kwh,grid_kwh,renewable_pct,carbon_emissions_kg,pue_ratio,cooling_kwh,equipment_kwh
320,320,2025-01-01,1096.09,432.3,663.79,39.4,132.76,1.55,268.7,675.49
321,321,2025-01-01,317.49,130.25,187.24,41.0,37.45,1.35,110.11,202.89
322,322,2025-01-01,951.34,411.9,539.44,43.3,107.89,1.75,356.39,602.31
323,323,2025-01-01,1009.93,380.51,629.42,37.7,125.88,1.33,310.73,641.88
324,324,2025-01-01,1041.89,416.1,625.79,39.9,125.16,1.76,311.26,558.36
325,325,2025-01-01,1578.49,647.99,930.5,41.1,186.1,1.51,335.56,988.92
326,326,2025-01-01,498.52,203.07,295.44,40.7,59.09,1.58,198.18,268.74
327,327,2025-01-01,700.53,274.58,425.95,39.2,85.19,1.62,221.26,396.03
328,328,2025-01-01,141.85,62.82,79.03,44.3,15.81,1.33,50.72,97.14
329,329,2025-01-01,1027.0,426.12,600.88,41.5,120.18,1.77,315.39,556.77
330,330,2025-01-01,137.86,55.17,82.7,40.0,16.54,1.77,47.49,86.12
331,331,2025-01-01,908.52,396.46,512.07,43.6,102.41,1.32,354.83,633.28
332,332,2025-01-01,268.85,112.98,155.87,42.0,31.17,1.72,104.95,176.4
333,333,2025-01-01,979.67,351.27,628.4,35.9,125.68,1.39,290.25,600.0
334,334,2025-01-01,396.19,173.29,222.9,43.7,44.58,1.36,147.25,274.92
335,335,2025-01-01,426.21,187.03,239.18,43.9,47.84,1.44,117.47,239.58
336,336,2025-01-01,1443.04,599.67,843.37,41.6,168.67,1.45,427.73,1004.14
337,337,2025-01-01,416.44,163.45,252.99,39.2,50.6,1.75,89.43,261.42
338,338,2025-01-01,308.51,133.32,175.2,43.2,35.04,1.68,80.0,200.4
339,339,2025-01-01,967.42,378.0,589.42,39.1,117.88,1.37,233.72,652.81
340,340,2025-01-01,966.13,376.85,589.28,39.0,117.86,1.58,197.03,562.65
341,341,2025-01-01,785.03,316.63,468.4,40.3,93.68,1.72,220.62,457.75
342,342,2025-01-01,324.93,135.72,189.21,41.8,37.84,1.31,109.35,176.47
343,343,2025-01-01,50.95,18.72,32.24,36.7,6.45,1.37,10.49,30.57
344,344,2025-01-01,539.54,211.87,327.67,39.3,65.53,1.73,120.18,320.36
345,345,2025-01-01,851.73,321.19,530.55,37.7,106.11,1.37,325.94,580.97
346,346,2025-01-01,96.93,35.63,61.3,36.8,12.26,1.49,32.43,59.64
347,347,2025-01-01,195.24,82.52,112.72,42.3,22.54,1.34,45.27,129.93
348,348,2025-01-01,1233.56,530.55,703.01,43.0,140.6,1.62,476.08,706.12
349,349,2025-01-01,1609.88,572.42,1037.46,35.6,207.49,1.37,642.94,991.01
350,350,2025-01-01,1418.75,562.19,856.56,39.6,171.31,1.43,558.93,926.87
351,351,2025-01-01,1065.76,470.87,594.88,44.2,118.98,1.63,417.28,674.13
352,352,2025-01-01,365.94,162.06,203.88,44.3,40.78,1.61,125.68,192.78
353,353,2025-01-01,197.39,78.99,118.4,40.0,23.68,1.74,51.11,127.58
354,354,2025-01-01,516.89,184.08,332.82,35.6,66.56,1.78,120.65,262.67
355,355,2025-01-01,308.81,117.56,191.25,38.1,38.25,1.44,85.17,161.51
356,356,2025-01-01,808.29,321.36,486.93,39.8,97.39,1.49,167.32,412.18
357,357,2025-01-01,1000.11,420.06,580.05,42.0,116.01,1.47,319.13,697.59
358,358,2025-01-01,1271.5,537.38,734.13,42.3,146.83,1.41,310.71,641.47
359,359,2025-01-01,407.81,150.47,257.34,36.9,51.47,1.45,160.46,271.21
360,360,2025-01-01,1543.18,607.73,935.46,39.4,187.09,1.57,355.93,961.63
361,361,2025-01-01,248.85,97.29,151.56,39.1,30.31,1.31,55.05,153.99
362,362,2025-01-01,1059.96,417.32,642.64,39.4,128.53,1.45,355.85,651.78
363,363,2025-01-01,1557.67,623.32,934.36,40.0,186.87,1.69,492.41,948.89
364,364,2025-01-01,203.05,79.87,123.18,39.3,24.64,1.32,63.87,133.42
365,365,2025-01-01,117.7,47.48,70.22,40.3,14.04,1.69,29.7,78.42
366,366,2025-01-01,109.31,43.17,66.14,39.5,13.23,1.66,41.57,56.33
367,367,2025-01-01,741.32,329.41,411.91,44.4,82.38,1.49,245.1,406.33
368,368,2025-01-01,236.71,100.67,136.04,42.5,27.21,1.71,81.97,125.88
369,369,2025-01-01,1436.3,555.45,880.85,38.7,176.17,1.42,513.99,790.19
370,370,2025-01-01,883.65,317.35,566.3,35.9,113.26,1.63,265.64,453.8
371,371,2025-01-01,1043.16,454.71,588.45,43.6,117.69,1.62,302.33,663.71
372,372,2025-01-01,144.01,52.44,91.57,36.4,18.31,1.45,35.66,94.23
373,373,2025-01-01,201.91,73.43,128.49,36.4,25.7,1.42,79.37,126.0
374,374,2025-01-01,1188.56,493.95,694.61,41.6,138.92,1.54,362.82,619.15
375,375,2025-01-01,135.8,49.28,86.52,36.3,17.3,1.56,35.9,68.15
376,376,2025-01-01,438.17,191.88,246.29,43.8,49.26,1.74,99.01,284.13
377,377,2025-01-01,429.8,181.93,247.87,42.3,49.57,1.38,131.99,249.86
378,378,2025-01-01,137.38,52.53,84.85,38.2,16.97,1.5,28.1,70.03
379,379,2025-01-01,431.18,193.97,237.21,45.0,47.44,1.35,86.73,285.04
380,380,2025-01-01,1382.6,556.92,825.68,40.3,165.14,1.8,298.99,707.91
381,381,2025-01-01,1132.16,434.06,698.1,38.3,139.62,1.53,388.34,732.06
382,382,2025-01-01,1112.06,467.82,644.24,42.1,128.85,1.65,392.77,656.37
383,383,2025-01-01,190.16,67.53,122.64,35.5,24.53,1.58,74.73,132.7
384,384,2025-01-01,186.21,74.7,111.51,40.1,22.3,1.76,60.78,121.75
385,385,2025-01-01,904.52,404.88,499.64,44.8,99.93,1.78,317.73,558.74
386,386,2025-01-01,281.69,126.64,155.05,45.0,31.01,1.41,77.31,159.4
387,387,2025-01-01,1627.43,623.74,1003.69,38.3,200.74,1.51,472.54,964.03
388,388,2025-01-01,211.68,77.77,133.91,36.7,26.78,1.77,80.32,132.12
389,389,2025-01-01,867.37,304.46,562.91,35.1,112.58,1.54,173.5,488.15
390,390,2025-01-01,1404.45,610.93,793.52,43.5,158.7,1.72,441.06,801.36
391,391,2025-01-01,1413.43,536.33,877.1,37.9,175.42,1.62,439.01,884.49
392,392,2025-01-01,158.43,65.36,93.07,41.3,18.61,1.5,54.59,101.32
393,393,2025-01-01,1431.08,579.84,851.24,40.5,170.25,1.77,524.88,797.75
394,394,2025-01-01,1187.37,511.99,675.38,43.1,135.08,1.75,253.31,810.19
395,395,2025-01-01,931.97,393.46,538.51,42.2,107.7,1.7,287.87,544.22
396,396,2025-01-01,134.95,54.88,80.07,40.7,16.01,1.45,39.05,79.29
397,397,2025-01-01,523.86,201.94,321.92,38.5,64.38,1.36,204.98,270.3
398,398,2025-01-01,1024.99,428.9,596.09,41.8,119.22,1.4,386.93,627.17
399,399,2025-01-01,1151.9,447.26,704.64,38.8,140.93,1.49,311.95,793.6
400,400,2025-01-01,455.2,164.15,291.05,36.1,58.21,1.58,133.22,237.2
401,401,2025-01-01,245.55,104.73,140.82,42.7,28.16,1.49,80.63,164.34
402,402,2025-01-01,1610.16,590.37,1019.79,36.7,203.96,1.57,485.51,867.96
403,403,2025-01-01,284.62,127.78,156.84,44.9,31.37,1.41,86.6,172.75
404,404,2025-01-01,950.59,386.73,563.86,40.7,112.77,1.67,373.64,564.79
405,405,2025-01-01,297.0,113.63,183.38,38.3,36.68,1.6,93.47,160.44
406,406,2025-01-01,317.49,136.81,180.68,43.1,36.14,1.63,82.88,208.94
407,407,2025-01-01,281.96,110.32,171.64,39.1,34.33,1.55,91.95,174.76
408,408,2025-01-01,1585.84,667.32,918.52,42.1,183.7,1.61,524.33,885.13
409,409,2025-01-01,200.16,79.91,120.24,39.9,24.05,1.57,45.46,133.77
410,410,2025-01-01,1061.63,389.64,671.99,36.7,134.4,1.41,387.87,557.28
411,411,2025-01-01,172.67,62.17,110.49,36.0,22.1,1.63,52.8,99.93
412,412,2025-01-01,304.69,118.62,186.07,38.9,37.21,1.43,77.98,208.95
413,413,2025-01-01,125.76,51.92,73.84,41.3,14.77,1.65,45.97,84.96
414,414,2025-01-01,1176.72,498.17,678.55,42.3,135.71,1.34,252.7,798.77
415,415,2025-01-01,190.98,85.54,105.44,44.8,21.09,1.62,63.64,122.84
416,416,2025-01-01,1388.54,594.01,794.52,42.8,158.9,1.45,471.76,725.09
417,417,2025-01-01,1528.69,635.4,893.29,41.6,178.66,1.56,467.13,774.96
418,418,2025-01-01,113.04,49.31,63.72,43.6,12.74,1.72,24.86,72.54
419,419,2025-01-01,907.41,402.43,504.98,44.3,101.0,1.72,217.38,507.58
420,420,2025-01-01,1589.86,658.5,931.36,41.4,186.27,1.69,563.03,1035.36
421,421,2025-01-01,834.74,355.27,479.47,42.6,95.89,1.77,269.04,460.93
422,422,2025-01-01,81.85,31.8,50.05,38.9,10.01,1.41,24.68,45.23
423,423,2025-01-01,1282.28,522.32,759.96,40.7,151.99,1.56,451.88,843.88
424,424,2025-01-01,328.76,146.47,182.29,44.6,36.46,1.69,108.69,167.38
425,425,2025-01-01,1001.12,379.32,621.8,37.9,124.36,1.54,292.11,615.49
426,426,2025-01-01,1246.75,445.45,801.3,35.7,160.26,1.51,441.37,832.73
427,427,2025-01-01,943.89,333.41,610.48,35.3,122.1,1.31,331.46,522.98
428,428,2025-01-01,303.43,130.03,173.41,42.9,34.68,1.72,120.5,195.34
429,429,2025-01-01,125.21,50.93,74.28,40.7,14.86,1.56,38.24,68.76
430,430,2025-01-01,123.94,44.21,79.73,35.7,15.95,1.56,36.67,67.67
431,431,2025-01-01,1130.19,478.48,651.71,42.3,130.34,1.59,379.07,637.14
432,432,2025-01-01,313.32,129.19,184.13,41.2,36.83,1.31,84.72,197.87
433,433,2025-01-01,1509.96,593.67,916.29,39.3,183.26,1.59,447.6,761.25
434,434,2025-01-01,155.08,64.66,90.41,41.7,18.08,1.67,35.33,80.83
435,435,2025-01-01,255.98,103.27,152.71,40.3,30.54,1.45,88.16,139.53
436,436,2025-01-01,251.41,94.31,157.1,37.5,31.42,1.32,73.02,152.12
437,437,2025-01-01,227.69,101.31,126.38,44.5,25.28,1.38,56.37,128.1
438,438,2025-01-01,1076.65,422.7,653.94,39.3,130.79,1.72,239.34,736.8
439,439,2025-01-01,102.37,44.12,58.25,43.1,11.65,1.76,29.34,64.61
440,440,2025-01-01,322.22,130.65,191.58,40.5,38.32,1.47,90.37,189.26
441,441,2025-01-01,700.38,283.61,416.77,40.5,83.35,1.65,205.79,450.63
442,442,2025-01-01,1316.91,554.72,762.19,42.1,152.44,1.42,518.43,870.5
443,443,2025-01-01,1338.19,588.35,749.84,44.0,149.97,1.62,340.59,801.35
444,444,2025-01-01,319.14,131.21,187.93,41.1,37.59,1.74,111.41,196.54
445,445,2025-01-01,1457.42,517.6,939.82,35.5,187.96,1.74,316.07,742.59
446,446,2025-01-01,718.65,268.62,450.03,37.4,90.01,1.51,285.52,467.56
447,447,2025-01-01,1462.99,580.1,882.9,39.7,176.58,1.62,419.68,806.79
448,448,2025-01-01,124.67,49.33,75.34,39.6,15.07,1.44,43.99,73.0
449,449,2025-01-01,180.8,74.67,106.13,41.3,21.23,1.77,46.46,99.43
450,450,2025-01-01,1442.58,521.74,920.84,36.2,184.17,1.76,368.58,853.9
451,451,2025-01-01,271.31,99.13,172.18,36.5,34.44,1.38,56.15,173.67
452,452,2025-01-01,437.02,190.93,246.09,43.7,49.22,1.53,171.1,269.56
453,453,2025-01-01,139.58,58.58,81.0,42.0,16.2,1.67,31.65,69.88
454,454,2025-01-01,72.84,29.35,43.49,40.3,8.7,1.58,21.8,38.45
455,455,2025-01-01,1035.98,438.78,597.2,42.4,119.44,1.57,283.25,710.1
456,456,2025-01-01,1459.69,634.2,825.49,43.4,165.1,1.39,342.12,842.02
457,457,2025-01-01,112.54,48.63,63.91,43.2,12.78,1.46,25.25,62.44
458,458,2025-01-01,330.32,135.84,194.48,41.1,38.9,1.7,99.87,207.98
459,459,2025-01-01,293.86,119.83,174.04,40.8,34.81,1.73,108.07,185.83
460,460,2025-01-01,1260.15,554.62,705.53,44.0,141.11,1.39,377.74,726.6
461,461,2025-01-01,961.34,430.83,530.51,44.8,106.1,1.45,198.43,507.01
462,462,2025-01-01,1375.82,492.64,883.18,35.8,176.64,1.66,477.87,900.05
463,463,2025-01-01,980.34,355.17,625.17,36.2,125.03,1.68,359.84,612.12
464,464,2025-01-01,856.08,341.09,514.99,39.8,103.0,1.57,286.1,464.94
465,465,2025-01-01,292.75,107.36,185.39,36.7,37.08,1.4,71.4,166.06
466,466,2025-01-01,867.3,348.93,518.37,40.2,103.67,1.73,307.92,600.19
467,467,2025-01-01,1408.37,622.28,786.08,44.2,157.22,1.54,372.77,942.31
468,468,2025-01-01,262.81,117.51,145.3,44.7,29.06,1.48,64.83,164.81
469,469,2025-01-01,157.49,70.86,86.63,45.0,17.33,1.66,38.68,86.34
470,470,2025-01-01,1273.15,563.88,709.27,44.3,141.85,1.4,371.09,765.03
471,471,2025-01-01,309.2,135.0,174.2,43.7,34.84,1.31,62.71,156.57
472,472,2025-01-01,352.98,142.82,210.16,40.5,42.03,1.64,98.61,220.61
473,473,2025-01-01,1393.83,503.23,890.6,36.1,178.12,1.55,330.55,962.87
474,474,2025-01-01,253.83,101.2,152.63,39.9,30.53,1.64,79.65,145.01
475,475,2025-01-01,1576.9,705.53,871.37,44.7,174.27,1.56,469.26,938.42
476,1,2025-01-08,209.14,92.25,116.9,44.1,23.38,1.45,43.95,136.0
477,2,2025-01-08,303.19,112.15,191.04,37.0,38.21,1.78,78.68,178.65
478,3,2025-01-08,1473.01,597.87,875.14,40.6,175.03,1.3,325.22,981.72
479,4,2025-01-08,284.39,123.83,160.56,43.5,32.11,1.54,68.86,169.93
480,5,2025-01-08,1355.78,574.36,781.41,42.4,156.28,1.77,282.6,879.44
481,6,2025-01-08,1448.62,649.95,798.67,44.9,159.73,1.41,389.13,974.76
482,7,2025-01-08,208.27,74.26,134.01,35.7,26.8,1.42,54.83,131.46
483,8,2025-01-08,259.42,103.96,155.46,40.1,31.09,1.71,92.07,152.45
484,9,2025-01-08,111.12,42.93,68.19,38.6,13.64,1.54,34.8,76.83
485,10,2025-01-08,88.99,38.1,50.89,42.8,10.18,1.46,34.73,49.22
486,11,2025-01-08,1286.92,477.02,809.9,37.1,161.98,1.65,413.09,742.61
487,12,2025-01-08,179.28,67.24,112.04,37.5,22.41,1.77,64.72,114.54
488,13,2025-01-08,1345.7,499.21,846.49,37.1,169.3,1.35,402.26,877.85
489,14,2025-01-08,419.98,161.98,258.0,38.6,51.6,1.47,145.15,266.37
490,15,2025-01-08,1084.7,422.76,661.94,39.0,132.39,1.75,356.77,637.78
491,16,2025-01-08,200.29,82.45,117.84,41.2,23.57,1.71,56.58,135.79
492,17,2025-01-08,405.89,159.35,246.53,39.3,49.31,1.47,123.89,269.57
493,18,2025-01-08,498.44,178.84,319.6,35.9,63.92,1.46,196.47,293.93
494,19,2025-01-08,126.75,55.71,71.03,44.0,14.21,1.75,48.86,82.0
495,20,2025-01-08,1403.16,539.35,863.81,38.4,172.76,1.74,370.56,851.28
496,21,2025-01-08,154.52,65.19,89.34,42.2,17.87,1.66,50.35,86.11
497,22,2025-01-08,151.31,56.41,94.9,37.3,18.98,1.41,46.15,95.87
498,23,2025-01-08,401.02,176.57,224.45,44.0,44.89,1.8,119.9,252.26
499,24,2025-01-08,1300.01,549.65,750.35,42.3,150.07,1.66,471.03,725.34
500,25,2025-01-08,243.15,92.69,150.46,38.1,30.09,1.36,77.41,148.38
501,26,2025-01-08,194.28,85.24,109.04,43.9,21.81,1.42,60.31,107.54
502,27,2025-01-08,1049.97,441.68,608.29,42.1,121.66,1.45,342.23,608.33
503,28,2025-01-08,1159.49,427.69,731.8,36.9,146.36,1.34,456.08,669.41
504,29,2025-01-08,313.32,132.69,180.63,42.3,36.13,1.54,101.31,191.84
505,30,2025-01-08,975.32,417.72,557.6,42.8,111.52,1.71,309.89,649.21
506,31,2025-01-08,89.55,31.73,57.82,35.4,11.56,1.51,30.98,48.06
507,32,2025-01-08,439.36,191.99,247.36,43.7,49.47,1.57,127.78,235.53
508,33,2025-01-08,96.57,38.23,58.34,39.6,11.67,1.42,26.91,62.31
509,34,2025-01-08,1035.32,444.3,591.02,42.9,118.2,1.37,264.93,563.23
510,35,2025-01-08,296.13,122.95,173.18,41.5,34.64,1.37,66.5,188.16
511,36,2025-01-08,311.52,140.29,171.23,45.0,34.25,1.38,93.76,162.41
512,37,2025-01-08,117.19,46.21,70.98,39.4,14.2,1.52,33.18,80.43
513,38,2025-01-08,132.2,48.5,83.7,36.7,16.74,1.44,28.72,81.63
514,39,2025-01-08,244.44,97.07,147.37,39.7,29.47,1.76,54.33,158.36
515,40,2025-01-08,196.76,80.64,116.12,41.0,23.22,1.77,45.69,130.26
516,41,2025-01-08,255.66,113.04,142.63,44.2,28.53,1.38,78.47,172.37
517,42,2025-01-08,125.8,54.39,71.41,43.2,14.28,1.72,48.42,82.86
518,43,2025-01-08,128.56,48.32,80.24,37.6,16.05,1.56,27.34,71.36
519,44,2025-01-08,864.33,325.23,539.09,37.6,107.82,1.31,206.77,523.92
520,45,2025-01-08,248.03,97.84,150.18,39.4,30.04,1.37,82.34,156.37
521,46,2025-01-08,948.71,430.12,518.59,45.3,103.72,1.76,232.1,491.84
522,47,2025-01-08,1451.49,521.56,929.93,35.9,185.99,1.5,392.89,939.29
523,48,2025-01-08,80.4,33.5,46.9,41.7,9.38,1.54,26.31,41.65
524,49,2025-01-08,277.42,122.12,155.3,44.0,31.06,1.7,104.08,192.24
525,50,2025-01-08,138.98,55.46,83.52,39.9,16.7,1.52,39.79,93.37
526,51,2025-01-08,355.24,139.37,215.88,39.2,43.18,1.57,94.04,219.64
527,52,2025-01-08,290.4,124.76,165.65,43.0,33.13,1.65,68.44,153.18
528,53,2025-01-08,147.96,57.19,90.77,38.7,18.15,1.7,30.08,100.7
529,54,2025-01-08,1296.38,539.54,756.84,41.6,151.37,1.71,488.56,760.12
530,55,2025-01-08,129.22,46.72,82.5,36.2,16.5,1.78,44.8,69.38
531,56,2025-01-08,139.79,56.6,83.19,40.5,16.64,1.63,48.29,81.61
532,57,2025-01-08,154.83,69.15,85.68,44.7,17.14,1.4,39.19,88.16
533,58,2025-01-08,1300.24,473.05,827.19,36.4,165.44,1.61,313.76,705.62
534,59,2025-01-08,909.16,363.69,545.47,40.0,109.09,1.3,272.72,492.75
535,60,2025-01-08,159.57,63.16,96.41,39.6,19.28,1.47,60.45,105.02
536,61,2025-01-08,1129.57,417.11,712.46,36.9,142.49,1.51,366.57,709.04
537,62,2025-01-08,219.82,87.8,132.02,39.9,26.4,1.34,64.29,146.28
538,63,2025-01-08,113.67,44.34,69.33,39.0,13.87,1.6,36.32,70.18
539,64,2025-01-08,1692.08,649.02,1043.06,38.4,208.61,1.57,360.27,948.47
540,65,2025-01-08,72.33,31.1,41.23,43.0,8.25,1.56,24.25,39.75
541,66,2025-01-08,231.31,88.31,143.01,38.2,28.6,1.49,65.19,158.7
542,67,2025-01-08,124.18,46.64,77.54,37.6,15.51,1.44,39.79,76.96
543,68,2025-01-08,252.23,110.47,141.76,43.8,28.35,1.39,60.51,151.94
544,69,2025-01-08,119.13,49.96,69.17,41.9,13.83,1.67,39.05,61.62
545,70,2025-01-08,1507.74,551.18,956.56,36.6,191.31,1.65,353.77,873.43
546,71,2025-01-08,147.66,53.14,94.52,36.0,18.9,1.33,34.45,78.17
547,72,2025-01-08,104.12,46.39,57.73,44.6,11.55,1.46,25.8,54.61
548,73,2025-01-08,1142.89,494.85,648.05,43.3,129.61,1.78,261.12,692.03
549,74,2025-01-08,1402.66,621.8,780.87,44.3,156.17,1.38,497.32,903.35
550,75,2025-01-08,170.63,69.11,101.52,40.5,20.3,1.51,47.09,92.14
551,76,2025-01-08,236.71,98.9,137.81,41.8,27.56,1.37,52.11,141.49
552,77,2025-01-08,196.36,86.13,110.24,43.9,22.05,1.78,67.73,116.41
553,78,2025-01-08,1404.46,592.85,811.61,42.2,162.32,1.42,413.06,740.82
554,79,2025-01-08,1300.47,476.16,824.31,36.6,164.86,1.59,517.48,726.19
555,80,2025-01-08,1401.04,615.25,785.8,43.9,157.16,1.42,453.86,712.13
556,81,2025-01-08,276.7,111.02,165.67,40.1,33.13,1.44,96.7,156.52
557,82,2025-01-08,977.35,430.07,547.28,44.0,109.46,1.49,389.43,545.2
558,83,2025-01-08,217.07,93.05,124.02,42.9,24.8,1.32,47.78,148.45
559,84,2025-01-08,242.27,87.89,154.38,36.3,30.88,1.31,70.29,140.66
560,85,2025-01-08,1235.57,479.48,756.09,38.8,151.22,1.62,340.87,774.03
561,86,2025-01-08,396.01,171.01,225.0,43.2,45.0,1.7,130.15,272.91
562,87,2025-01-08,286.43,120.22,166.21,42.0,33.24,1.63,104.97,177.18
563,88,2025-01-08,1389.71,531.22,858.49,38.2,171.7,1.54,360.61,730.07
564,89,2025-01-08,292.03,111.64,180.38,38.2,36.08,1.55,62.22,157.38
565,90,2025-01-08,1189.55,536.41,653.15,45.1,130.63,1.71,373.19,734.28
566,91,2025-01-08,159.11,70.3,88.81,44.2,17.76,1.65,58.52,95.69
567,92,2025-01-08,535.9,198.76,337.14,37.1,67.43,1.55,198.58,327.58
568,93,2025-01-08,189.51,83.3,106.21,44.0,21.24,1.74,57.69,131.01
569,94,2025-01-08,61.89,27.37,34.52,44.2,6.9,1.47,19.89,41.69
570,95,2025-01-08,302.81,113.83,188.98,37.6,37.8,1.67,86.25,205.42
571,96,2025-01-08,387.92,175.3,212.62,45.2,42.52,1.72,151.37,241.24
572,97,2025-01-08,100.99,37.56,63.42,37.2,12.68,1.66,24.37,60.95
573,98,2025-01-08,113.51,51.23,62.28,45.1,12.46,1.58,39.44,56.93
574,99,2025-01-08,1413.8,584.89,828.91,41.4,165.78,1.73,527.96,983.77
575,100,2025-01-08,396.45,147.23,249.22,37.1,49.84,1.32,99.45,277.24
576,101,2025-01-08,337.56,141.68,195.88,42.0,39.18,1.69,89.43,209.84
577,102,2025-01-08,121.16,43.65,77.51,36.0,15.5,1.48,28.57,71.44
578,103,2025-01-08,103.08,38.57,64.51,37.4,12.9,1.39,27.24,65.73
579,104,2025-01-08,406.14,174.25,231.89,42.9,46.38,1.35,159.88,238.19
580,105,2025-01-08,1655.59,641.57,1014.02,38.8,202.8,1.37,462.79,920.39
581,106,2025-01-08,84.23,32.76,51.47,38.9,10.29,1.68,25.65,57.13
582,107,2025-01-08,297.07,113.7,183.36,38.3,36.67,1.43,92.35,164.05
583,108,2025-01-08,1024.56,391.01,633.55,38.2,126.71,1.51,390.73,629.06
584,109,2025-01-08,1363.75,533.08,830.66,39.1,166.13,1.51,289.72,937.15
585,110,2025-01-08,419.8,179.77,240.03,42.8,48.01,1.68,109.47,252.32
586,111,2025-01-08,133.0,55.81,77.19,42.0,15.44,1.76,42.33,83.88
587,112,2025-01-08,187.2,84.36,102.84,45.1,20.57,1.75,71.5,109.81
588,113,2025-01-08,1200.06,541.19,658.87,45.1,131.77,1.63,467.59,811.38
589,114,2025-01-08,254.43,90.52,163.92,35.6,32.78,1.41,98.45,165.15
590,115,2025-01-08,317.75,119.85,197.9,37.7,39.58,1.48,87.6,206.76
591,116,2025-01-08,212.05,76.27,135.78,36.0,27.16,1.43,70.49,123.07
592,117,2025-01-08,247.32,93.08,154.24,37.6,30.85,1.77,65.17,150.18
593,118,2025-01-08,800.38,321.78,478.6,40.2,95.72,1.38,312.14,520.49
594,119,2025-01-08,304.03,125.39,178.65,41.2,35.73,1.8,73.05,179.86
595,120,2025-01-08,1196.42,517.29,679.13,43.2,135.83,1.34,387.4,651.39
596,121,2025-01-08,285.43,117.1,168.33,41.0,33.67,1.58,98.31,171.78
597,122,2025-01-08,399.54,153.46,246.07,38.4,49.21,1.7,107.02,229.34
598,123,2025-01-08,241.93,109.45,132.47,45.2,26.49,1.52,89.31,158.75
599,124,2025-01-08,272.78,98.68,174.1,36.2,34.82,1.42,55.32,143.18
600,125,2025-01-08,114.85,51.95,62.9,45.2,12.58,1.74,28.9,80.01
601,126,2025-01-08,173.13,61.48,111.65,35.5,22.33,1.62,63.07,94.87
602,127,2025-01-08,1143.58,438.6,704.97,38.4,140.99,1.61,420.0,706.76
603,128,2025-01-08,369.0,140.69,228.3,38.1,45.66,1.64,85.74,223.3
604,129,2025-01-08,262.79,105.95,156.84,40.3,31.37,1.3,103.9,175.01
605,130,2025-01-08,247.19,100.08,147.11,40.5,29.42,1.35,72.33,170.03
606,131,2025-01-08,1484.08,672.17,811.91,45.3,162.38,1.41,423.77,906.89
607,132,2025-01-08,226.01,86.66,139.35,38.3,27.87,1.55,57.06,135.76
608,133,2025-01-08,279.8,108.69,171.11,38.8,34.22,1.33,76.72,168.82
609,134,2025-01-08,327.4,135.21,192.2,41.3,38.44,1.76,90.25,173.42
610,135,2025-01-08,53.69,23.82,29.88,44.4,5.98,1.44,13.4,27.29
611,136,2025-01-08,182.1,65.38,116.73,35.9,23.35,1.4,66.72,105.05
612,137,2025-01-08,167.53,73.77,93.76,44.0,18.75,1.36,44.68,115.03
613,138,2025-01-08,1511.21,560.72,950.49,37.1,190.1,1.66,368.19,769.62
614,139,2025-01-08,219.72,93.57,126.15,42.6,25.23,1.45,70.48,153.4
615,140,2025-01-08,195.87,75.16,120.71,38.4,24.14,1.41,66.36,103.72
616,141,2025-01-08,156.18,66.66,89.53,42.7,17.91,1.62,35.31,82.07
617,142,2025-01-08,1353.97,562.91,791.07,41.6,158.21,1.8,362.4,811.47
618,143,2025-01-08,348.89,154.0,194.89,44.1,38.98,1.52,113.98,236.94
619,144,2025-01-08,1672.83,607.65,1065.18,36.3,213.04,1.4,427.21,1089.29
620,145,2025-01-08,114.01,42.9,71.11,37.6,14.22,1.32,38.24,72.71
621,146,2025-01-08,110.02,46.14,63.87,41.9,12.77,1.72,31.62,58.22
622,147,2025-01-08,219.87,87.85,132.02,40.0,26.4,1.49,62.97,144.0
623,148,2025-01-08,119.95,52.25,67.69,43.6,13.54,1.59,43.69,64.01
624,149,2025-01-08,148.54,58.38,90.15,39.3,18.03,1.66,54.5,82.32
625,150,2025-01-08,1245.06,458.92,786.14,36.9,157.23,1.38,462.3,656.64
626,151,2025-01-08,313.51,126.3,187.21,40.3,37.44,1.56,109.1,166.37
627,152,2025-01-08,144.25,59.06,85.19,40.9,17.04,1.41,48.87,88.87
628,153,2025-01-08,1208.92,440.24,768.68,36.4,153.74,1.56,447.48,617.98
629,154,2025-01-08,1451.24,591.8,859.44,40.8,171.89,1.78,395.52,863.56
630,155,2025-01-08,140.25,57.59,82.66,41.1,16.53,1.44,33.28,96.58
631,156,2025-01-08,470.81,201.32,269.49,42.8,53.9,1.33,106.59,288.57
632,157,2025-01-08,140.07,57.92,82.15,41.4,16.43,1.43,43.9,85.18
633,158,2025-01-08,1107.2,439.36,667.84,39.7,133.57,1.49,313.1,625.29
634,159,2025-01-08,279.56,124.47,155.09,44.5,31.02,1.46,85.36,156.05
635,160,2025-01-08,1165.8,451.74,714.06,38.7,142.81,1.55,407.41,795.9
636,161,2025-01-08,1473.81,534.55,939.26,36.3,187.85,1.5,359.58,797.16
637,162,2025-01-08,251.7,98.66,153.04,39.2,30.61,1.73,63.53,155.83
638,163,2025-01-08,114.29,49.93,64.36,43.7,12.87,1.66,31.47,65.46
639,164,2025-01-08,114.19,41.95,72.24,36.7,14.45,1.69,27.9,60.27
640,165,2025-01-08,1327.71,575.9,751.81,43.4,150.36,1.55,422.92,898.93
