equipment_id,site_id,equipment_type,equipment_name,vendor,model,serial_number,technology,frequency_band,power_watts,status,install_date,firmware_version
199,20,RRU,RRU-LON-MAC-0020-B,Ericsson,Ericsson Radio 4478,SN695024527,5G,,163,Active,2020-08-29,v24.0.54
200,20,Antenna,ANT-LON-MAC-0020-B,Ericsson,Ericsson AIR 6488,SN615026653,5G,,0,Active,2020-08-29,
201,20,gNodeB,gNB-LON-MAC-0020-C,Ericsson,Ericsson Radio 4422,SN835643996,5G NR,n1,74,Active,2020-08-29,v20.6.1
202,20,RRU,RRU-LON-MAC-0020-C,Ericsson,Ericsson Radio 2219,SN992706183,5G,,195,Active,2020-08-29,v18.6.89
203,20,Antenna,ANT-LON-MAC-0020-C,Ericsson,Ericsson Antenna 8843,SN362235929,5G,,0,Active,2020-08-29,
204,21,BBU,BBU-LON-DAS-0021,Samsung,Samsung BBU,SN752162382,5G,,429,Active,2023-08-16,v19.8.28
205,21,gNodeB,gNB-LON-DAS-0021-A,Samsung,Samsung 5G RAN,SN494117936,5G NR,n78,48,Active,2023-08-16,v24.5.6
206,21,RRU,RRU-LON-DAS-0021-A,Samsung,Samsung Mid-Band Radio,SN632047514,5G,,148,Active,2023-08-16,v19.5.14
207,21,Antenna,ANT-LON-DAS-0021-A,Samsung,Samsung 8T8R Antenna,SN829138534,5G,,0,Active,2023-08-16,
208,21,gNodeB,gNB-LON-DAS-0021-B,Samsung,Samsung 5G RAN,SN922930671,5G NR,n1,47,Active,2023-08-16,v22.4.61
209,21,RRU,RRU-LON-DAS-0021-B,Samsung,Samsung Mid-Band Radio,SN384273996,5G,,127,Active,2023-08-16,v18.9.50
210,21,Antenna,ANT-LON-DAS-0021-B,Samsung,Samsung Massive MIMO,SN427297760,5G,,0,Active,2023-08-16,
211,21,gNodeB,gNB-LON-DAS-0021-C,Samsung,Samsung 5G RAN,SN763302601,5G NR,n258,71,Active,2023-08-16,v20.5.0
212,21,RRU,RRU-LON-DAS-0021-C,Samsung,Samsung Mid-Band Radio,SN452779815,5G,,138,Active,2023-08-16,v20.1.0
213,21,Antenna,ANT-LON-DAS-0021-C,Samsung,Samsung 8T8R Antenna,SN875707160,5G,,0,Active,2023-08-16,
214,22,BBU,BBU-LON-DAS-0022,Ericsson,Ericsson Baseband 6630,SN531717324,5G,,381,Active,2021-07-02,v18.1.55
215,22,gNodeB,gNB-LON-DAS-0022-A,Ericsson,Ericsson Radio 4422,SN190992937,5G NR,n77,73,Active,2021-07-02,v24.2.52
216,22,RRU,RRU-LON-DAS-0022-A,Ericsson,Ericsson Radio 2219,SN623354821,5G,,100,Active,2021-07-02,v19.4.28
217,22,Antenna,ANT-LON-DAS-0022-A,Ericsson,Ericsson Antenna 8843,SN524513309,5G,,0,Active,2021-07-02,
218,22,gNodeB,gNB-LON-DAS-0022-B,Ericsson,Ericsson AIR 3246,SN491374277,5G NR,n28,67,Active,2021-07-02,v21.8.34
219,22,RRU,RRU-LON-DAS-0022-B,Ericsson,Ericsson Radio 2219,SN570913175,5G,,184,Active,2021-07-02,v24.7.20
220,22,Antenna,ANT-LON-DAS-0022-B,Ericsson,Ericsson AIR 6488,SN479823041,5G,,0,Active,2021-07-02,
221,23,BBU,BBU-LON-ROO-0023,Samsung,Samsung vRAN,SN106238675,5G,,383,Active,2019-06-06,v24.3.14
222,23,gNodeB,gNB-LON-ROO-0023-A,Samsung,Samsung 5G RAN,SN143224883,5G NR,n28,48,Active,2019-06-06,v23.6.95
223,23,RRU,RRU-LON-ROO-0023-A,Samsung,Samsung Mid-Band Radio,SN133937268,5G,,120,Active,2019-06-06,v23.3.61
224,23,Antenna,ANT-LON-ROO-0023-A,Samsung,Samsung 8T8R Antenna,SN227552271,5G,,0,Active,2019-06-06,
225,24,BBU,BBU-LON-MAC-0024,Nokia,Nokia Cloud RAN,SN625132584,4G/5G,,481,Active,2023-01-31,v21.2.41
226,24,gNodeB,gNB-LON-MAC-0024-A,Nokia,Nokia AEQC,SN879530718,5G NR,n1,64,Active,2023-01-31,v21.1.13
227,24,eNodeB,eNB-LON-MAC-0024-A,Nokia,Nokia Flexi Multiradio 10,SN267011940,4G LTE,B3,41,Active,2023-01-31,v20.0.98
228,24,RRU,RRU-LON-MAC-0024-A,Nokia,Nokia AHFIB,SN155877346,4G/5G,,186,Active,2023-01-31,v24.5.54
229,24,Antenna,ANT-LON-MAC-0024-A,Nokia,Nokia AirScale Antenna,SN566356688,4G/5G,,0,Active,2023-01-31,
230,24,gNodeB,gNB-LON-MAC-0024-B,Nokia,Nokia AEQC,SN403035036,5G NR,n28,71,Active,2023-01-31,v20.6.31
231,24,eNodeB,eNB-LON-MAC-0024-B,Nokia,Nokia Flexi Multiradio 10,SN367862922,4G LTE,B3,38,Active,2023-01-31,v22.1.33
232,24,RRU,RRU-LON-MAC-0024-B,Nokia,Nokia AHFIB,SN815466869,4G/5G,,154,Active,2023-01-31,v19.7.90
233,24,Antenna,ANT-LON-MAC-0024-B,Nokia,Nokia AirScale Antenna,SN852848656,4G/5G,,0,Active,2023-01-31,
234,24,gNodeB,gNB-LON-MAC-0024-C,Nokia,Nokia AWHQA,SN756164110,5G NR,n1,51,Active,2023-01-31,v21.9.80
235,24,eNodeB,eNB-LON-MAC-0024-C,Nokia,Nokia Flexi Multiradio 10,SN229344220,4G LTE,B3,34,Active,2023-01-31,v19.0.35
236,24,RRU,RRU-LON-MAC-0024-C,Nokia,Nokia AHFIB,SN256990862,4G/5G,,154,Active,2023-01-31,v18.9.25
237,24,Antenna,ANT-LON-MAC-0024-C,Nokia,Nokia AirScale Antenna,SN154712904,4G/5G,,0,Active,2023-01-31,
238,25,BBU,BBU-LON-SMA-0025,Nokia,Nokia Cloud RAN,SN537332024,5G,,468,Active,2020-12-13,v20.3.28
239,25,gNodeB,gNB-LON-SMA-0025-A,Nokia,Nokia AEQC,SN614531970,5G NR,n258,43,Active,2020-12-13,v24.6.82
240,25,RRU,RRU-LON-SMA-0025-A,Nokia,Nokia AHFIB,SN426728893,5G,,114,Active,2020-12-13,v20.5.35
241,25,Antenna,ANT-LON-SMA-0025-A,Nokia,Nokia MIMO Antenna 8T8R,SN864059216,5G,,0,Active,2020-12-13,
242,26,BBU,BBU-LON-SMA-0026,Nokia,Nokia Cloud RAN,SN365180555,5G,,363,Active,2019-12-14,v18.2.5
243,26,gNodeB,gNB-LON-SMA-0026-A,Nokia,Nokia AirScale,SN809132123,5G NR,n78,60,Active,2019-12-14,v21.4.60
244,26,RRU,RRU-LON-SMA-0026-A,Nokia,Nokia AHHF,SN751247855,5G,,112,Active,2019-12-14,v21.2.32
245,26,Antenna,ANT-LON-SMA-0026-A,Nokia,Nokia MIMO Antenna 8T8R,SN490392385,5G,,0,Active,2019-12-14,
246,26,gNodeB,gNB-LON-SMA-0026-B,Nokia,Nokia AEQC,SN219752941,5G NR,n28,46,Active,2019-12-14,v20.8.98
247,26,RRU,RRU-LON-SMA-0026-B,Nokia,Nokia AHFIB,SN455635895,5G,,146,Active,2019-12-14,v23.5.95
248,26,Antenna,ANT-LON-SMA-0026-B,Nokia,Nokia MIMO Antenna 8T8R,SN355821370,5G,,0,Active,2019-12-14,
249,27,BBU,BBU-LON-MAC-0027,Ericsson,Ericsson Baseband 6648,SN325521538,4G/5G,,499,Active,2021-03-07,v21.1.13
250,27,gNodeB,gNB-LON-MAC-0027-A,Ericsson,Ericsson AIR 6419,SN229229499,5G NR,n1,42,Active,2021-03-07,v24.3.24
251,27,eNodeB,eNB-LON-MAC-0027-A,Ericsson,Ericsson Radio 4415,SN205911113,4G LTE,B7,32,Active,2021-03-07,v20.9.43
252,27,RRU,RRU-LON-MAC-0027-A,Ericsson,Ericsson Radio 4478,SN878839339,4G/5G,,160,Active,2021-03-07,v24.3.68
253,27,Antenna,ANT-LON-MAC-0027-A,Ericsson,Ericsson AIR 6488,SN147041818,4G/5G,,0,Active,2021-03-07,
254,27,gNodeB,gNB-LON-MAC-0027-B,Ericsson,Ericsson AIR 6419,SN549052318,5G NR,n77,75,Active,2021-03-07,v22.8.44
255,27,eNodeB,eNB-LON-MAC-0027-B,Ericsson,Ericsson RBS 6301,SN776312005,4G LTE,B7,52,Active,2021-03-07,v16.6.8
256,27,RRU,RRU-LON-MAC-0027-B,Ericsson,Ericsson Radio 4478,SN549902288,4G/5G,,167,Active,2021-03-07,v22.0.21
257,27,Antenna,ANT-LON-MAC-0027-B,Ericsson,Ericsson Antenna 8843,SN848082615,4G/5G,,0,Active,2021-03-07,
258,27,gNodeB,gNB-LON-MAC-0027-C,Ericsson,Ericsson AIR 6419,SN148796435,5G NR,n28,76,Active,2021-03-07,v20.3.94
259,27,eNodeB,eNB-LON-MAC-0027-C,Ericsson,Ericsson RBS 6301,SN835184880,4G LTE,B7,47,Active,2021-03-07,v22.8.9
260,27,RRU,RRU-LON-MAC-0027-C,Ericsson,Ericsson Radio 2219,SN570025055,4G/5G,,196,Active,2021-03-07,v22.6.71
261,27,Antenna,ANT-LON-MAC-0027-C,Ericsson,Ericsson Antenna 8843,SN530408291,4G/5G,,0,Active,2021-03-07,
262,28,BBU,BBU-LON-MAC-0028,Ericsson,Ericsson Baseband 6648,SN322183597,5G,,294,Active,2020-06-30,v18.2.73
263,28,gNodeB,gNB-LON-MAC-0028-A,Ericsson,Ericsson AIR 6419,SN848099284,5G NR,n1,40,Active,2020-06-30,v24.7.64
264,28,RRU,RRU-LON-MAC-0028-A,Ericsson,Ericsson Radio 4478,SN425784189,5G,,128,Active,2020-06-30,v20.4.70
265,28,Antenna,ANT-LON-MAC-0028-A,Ericsson,Ericsson AIR 6488,SN283726992,5G,,0,Active,2020-06-30,
266,28,gNodeB,gNB-LON-MAC-0028-B,Ericsson,Ericsson AIR 6419,SN672911909,5G NR,n78,55,Active,2020-06-30,v22.0.81
267,28,RRU,RRU-LON-MAC-0028-B,Ericsson,Ericsson Radio 2219,SN398238769,5G,,117,Active,2020-06-30,v20.0.82
268,28,Antenna,ANT-LON-MAC-0028-B,Ericsson,Ericsson AIR 6488,SN984130042,5G,,0,Active,2020-06-30,
269,28,gNodeB,gNB-LON-MAC-0028-C,Ericsson,Ericsson AIR 6419,SN224752527,5G NR,n1,40,Active,2020-06-30,v22.9.47
270,28,RRU,RRU-LON-MAC-0028-C,Ericsson,Ericsson Radio 4478,SN189384877,5G,,190,Active,2020-06-30,v22.4.92
271,28,Antenna,ANT-LON-MAC-0028-C,Ericsson,Ericsson AIR 6488,SN538454827,5G,,0,Active,2020-06-30,
272,28,gNodeB,gNB-LON-MAC-0028-D,Ericsson,Ericsson AIR 3246,SN161486139,5G NR,n28,80,Active,2020-06-30,v20.5.28
273,28,RRU,RRU-LON-MAC-0028-D,Ericsson,Ericsson Radio 4478,SN289768018,5G,,132,Active,2020-06-30,v18.8.84
274,28,Antenna,ANT-LON-MAC-0028-D,Ericsson,Ericsson AIR 6488,SN875888196,5G,,0,Active,2020-06-30,
275,28,gNodeB,gNB-LON-MAC-0028-E,Ericsson,Ericsson Radio 4422,SN772408958,5G NR,n28,80,Active,2020-06-30,v24.8.26
276,28,RRU,RRU-LON-MAC-0028-E,Ericsson,Ericsson Radio 4478,SN336909366,5G,,141,Active,2020-06-30,v20.3.74
277,28,Antenna,ANT-LON-MAC-0028-E,Ericsson,Ericsson Antenna 8843,SN267118760,5G,,0,Active,2020-06-30,
278,28,gNodeB,gNB-LON-MAC-0028-F,Ericsson,Ericsson Radio 4422,SN883629560,5G NR,n77,67,Active,2020-06-30,v22.2.61
279,28,RRU,RRU-LON-MAC-0028-F,Ericsson,Ericsson Radio 2219,SN632534262,5G,,123,Active,2020-06-30,v21.2.22
280,28,Antenna,ANT-LON-MAC-0028-F,Ericsson,Ericsson AIR 6488,SN711665601,5G,,0,Active,2020-06-30,
281,29,BBU,BBU-LON-SMA-0029,Nokia,Nokia Cloud RAN,SN883273181,5G,,292,Active,2024-06-07,v23.4.2
282,29,gNodeB,gNB-LON-SMA-0029-A,Nokia,Nokia AEQC,SN290840712,5G NR,n77,65,Active,2024-06-07,v24.3.8
283,29,RRU,RRU-LON-SMA-0029-A,Nokia,Nokia AHFIB,SN177361692,5G,,154,Active,2024-06-07,v19.7.82
284,29,Antenna,ANT-LON-SMA-0029-A,Nokia,Nokia MIMO Antenna 8T8R,SN207625222,5G,,0,Active,2024-06-07,
285,29,gNodeB,gNB-LON-SMA-0029-B,Nokia,Nokia AWHQA,SN247415405,5G NR,n1,40,Active,2024-06-07,v24.1.48
286,29,RRU,RRU-LON-SMA-0029-B,Nokia,Nokia AHHF,SN122243544,5G,,114,Active,2024-06-07,v24.0.97
287,29,Antenna,ANT-LON-SMA-0029-B,Nokia,Nokia AirScale Antenna,SN241926172,5G,,0,Active,2024-06-07,
288,30,BBU,BBU-LON-MAC-0030,Ericsson,Ericsson Baseband 6630,SN926907506,4G/5G,,242,Active,2024-03-23,v20.2.80
289,30,gNodeB,gNB-LON-MAC-0030-A,Ericsson,Ericsson AIR 6449,SN950039201,5G NR,n78,46,Active,2024-03-23,v24.5.90
290,30,eNodeB,eNB-LON-MAC-0030-A,Ericsson,Ericsson RBS 6601,SN249497180,4G LTE,B3,45,Active,2024-03-23,v22.9.56
291,30,RRU,RRU-LON-MAC-0030-A,Ericsson,Ericsson Radio 2219,SN430052121,4G/5G,,142,Active,2024-03-23,v21.2.31
292,30,Antenna,ANT-LON-MAC-0030-A,Ericsson,Ericsson AIR 6488,SN683607071,4G/5G,,0,Active,2024-03-23,
293,30,gNodeB,gNB-LON-MAC-0030-B,Ericsson,Ericsson AIR 3246,SN232151333,5G NR,n1,41,Active,2024-03-23,v20.1.69
294,30,eNodeB,eNB-LON-MAC-0030-B,Ericsson,Ericsson RBS 6301,SN649264485,4G LTE,B20,58,Active,2024-03-23,v22.6.18
295,30,RRU,RRU-LON-MAC-0030-B,Ericsson,Ericsson Radio 2219,SN340853982,4G/5G,,103,Active,2024-03-23,v19.6.49
296,30,Antenna,ANT-LON-MAC-0030-B,Ericsson,Ericsson AIR 6488,SN479363624,4G/5G,,0,Active,2024-03-23,
297,30,gNodeB,gNB-LON-MAC-0030-C,Ericsson,Ericsson AIR 3246,SN834887664,5G NR,n77,64,Active,2024-03-23,v20.7.21
298,30,eNodeB,eNB-LON-MAC-0030-C,Ericsson,Ericsson RBS 6601,SN209238468,4G LTE,B3,60,Active,2024-03-23,v18.5.9
299,30,RRU,RRU-LON-MAC-0030-C,Ericsson,Ericsson Radio 4478,SN227078391,4G/5G,,146,Active,2024-03-23,v18.0.77
300,30,Antenna,ANT-LON-MAC-0030-C,Ericsson,Ericsson AIR 6488,SN291198819,4G/5G,,0,Active,2024-03-23,
301,30,gNodeB,gNB-LON-MAC-0030-D,Ericsson,Ericsson Radio 4422,SN459536072,5G NR,n1,78,Active,2024-03-23,v21.6.19
302,30,eNodeB,eNB-LON-MAC-0030-D,Ericsson,Ericsson Radio 4415,SN770829086,4G LTE,B1,56,Active,2024-03-23,v18.5.13
303,30,RRU,RRU-LON-MAC-0030-D,Ericsson,Ericsson Radio 4478,SN636066442,4G/5G,,184,Active,2024-03-23,v20.4.91
304,30,Antenna,ANT-LON-MAC-0030-D,Ericsson,Ericsson AIR 6488,SN947027818,4G/5G,,0,Active,2024-03-23,
305,30,gNodeB,gNB-LON-MAC-0030-E,Ericsson,Ericsson AIR 6449,SN935139248,5G NR,n77,49,Active,2024-03-23,v22.2.49
306,30,eNodeB,eNB-LON-MAC-0030-E,Ericsson,Ericsson RBS 6301,SN974723527,4G LTE,B7,32,Active,2024-03-23,v16.9.54
307,30,RRU,RRU-LON-MAC-0030-E,Ericsson,Ericsson Radio 4478,SN255335893,4G/5G,,111,Active,2024-03-23,v20.2.23
308,30,Antenna,ANT-LON-MAC-0030-E,Ericsson,Ericsson Antenna 8843,SN478610768,4G/5G,,0,Active,2024-03-23,
309,30,gNodeB,gNB-LON-MAC-0030-F,Ericsson,Ericsson AIR 3246,SN555086222,5G NR,n258,70,Active,2024-03-23,v23.9.81
310,30,eNodeB,eNB-LON-MAC-0030-F,Ericsson,Ericsson RBS 6301,SN961292259,4G LTE,B3,60,Active,2024-03-23,v21.3.49
311,30,RRU,RRU-LON-MAC-0030-F,Ericsson,Ericsson Radio 4478,SN689848541,4G/5G,,163,Active,2024-03-23,v22.8.63
312,30,Antenna,ANT-LON-MAC-0030-F,Ericsson,Ericsson AIR 6488,SN512990369,4G/5G,,0,Active,2024-03-23,
313,31,BBU,BBU-LON-DAS-0031,Huawei,Huawei BBU5900,SN723805279,5G,,415,Active,2024-06-22,v22.9.99
314,31,gNodeB,gNB-LON-DAS-0031-A,Huawei,Huawei AAU5611,SN854940701,5G NR,n77,45,Active,2024-06-22,v21.5.0
315,31,RRU,RRU-LON-DAS-0031-A,Huawei,Huawei RRU5301,SN118419668,5G,,146,Active,2024-06-22,v22.7.17
316,31,Antenna,ANT-LON-DAS-0031-A,Huawei,Huawei AAU3940,SN163970728,5G,,0,Active,2024-06-22,
317,31,gNodeB,gNB-LON-DAS-0031-B,Huawei,Huawei AAU5239,SN936065712,5G NR,n28,48,Active,2024-06-22,v22.7.18
318,31,RRU,RRU-LON-DAS-0031-B,Huawei,Huawei RRU3971,SN360379610,5G,,126,Active,2024-06-22,v24.3.7
319,31,Antenna,ANT-LON-DAS-0031-B,Huawei,Huawei AAU3940,SN225880985,5G,,0,Active,2024-06-22,
320,31,gNodeB,gNB-LON-DAS-0031-C,Huawei,Huawei AAU5611,SN505295431,5G NR,n77,41,Active,2024-06-22,v23.5.6
321,31,RRU,RRU-LON-DAS-0031-C,Huawei,Huawei RRU5301,SN811619517,5G,,174,Active,2024-06-22,v18.7.76
322,31,Antenna,ANT-LON-DAS-0031-C,Huawei,Huawei AAU3940,SN132411682,5G,,0,Active,2024-06-22,
323,32,BBU,BBU-LON-ROO-0032,Nokia,Nokia AirScale Baseband,SN492177998,4G/5G,,272,Active,2023-10-22,v18.3.9
324,32,gNodeB,gNB-LON-ROO-0032-A,Nokia,Nokia AirScale,SN992352458,5G NR,n1,66,Active,2023-10-22,v21.2.60
325,32,eNodeB,eNB-LON-ROO-0032-A,Nokia,Nokia Flexi Multiradio 10,SN604856763,4G LTE,B1,43,Active,2023-10-22,v21.5.56
326,32,RRU,RRU-LON-ROO-0032-A,Nokia,Nokia AHFIB,SN407915944,4G/5G,,114,Active,2023-10-22,v19.0.82
327,32,Antenna,ANT-LON-ROO-0032-A,Nokia,Nokia AirScale Antenna,SN748726462,4G/5G,,0,Active,2023-10-22,
328,33,BBU,BBU-LON-DAS-0033,Ericsson,Ericsson Baseband 6630,SN640409345,4G/5G,,282,Offline,2019-08-02,v18.6.54
329,33,gNodeB,gNB-LON-DAS-0033-A,Ericsson,Ericsson Radio 4422,SN863867195,5G NR,n1,56,Offline,2019-08-02,v24.8.39
330,33,eNodeB,eNB-LON-DAS-0033-A,Ericsson,Ericsson Radio 4415,SN554912473,4G LTE,B3,59,Offline,2019-08-02,v17.4.11
331,33,RRU,RRU-LON-DAS-0033-A,Ericsson,Ericsson Radio 4478,SN234360915,4G/5G,,195,Offline,2019-08-02,v19.6.79
332,33,Antenna,ANT-LON-DAS-0033-A,Ericsson,Ericsson AIR 6488,SN335048971,4G/5G,,0,Offline,2019-08-02,
333,34,BBU,BBU-LON-MAC-0034,Nokia,Nokia Cloud RAN,SN297239684,4G/5G,,486,Active,2020-11-18,v22.1.88
334,34,gNodeB,gNB-LON-MAC-0034-A,Nokia,Nokia AEQC,SN436284832,5G NR,n258,65,Active,2020-11-18,v23.2.6
335,34,eNodeB,eNB-LON-MAC-0034-A,Nokia,Nokia Flexi Zone,SN309090380,4G LTE,B7,38,Active,2020-11-18,v16.1.9
336,34,RRU,RRU-LON-MAC-0034-A,Nokia,Nokia AHHF,SN747670508,4G/5G,,199,Active,2020-11-18,v24.5.3
337,34,Antenna,ANT-LON-MAC-0034-A,Nokia,Nokia AirScale Antenna,SN403017384,4G/5G,,0,Active,2020-11-18,
338,34,gNodeB,gNB-LON-MAC-0034-B,Nokia,Nokia AirScale,SN214315434,5G NR,n1,44,Active,2020-11-18,v21.9.1
339,34,eNodeB,eNB-LON-MAC-0034-B,Nokia,Nokia Flexi Zone,SN692374111,4G LTE,B3,36,Active,2020-11-18,v21.0.30
340,34,RRU,RRU-LON-MAC-0034-B,Nokia,Nokia AHHF,SN191310308,4G/5G,,172,Active,2020-11-18,v22.0.72
341,34,Antenna,ANT-LON-MAC-0034-B,Nokia,Nokia MIMO Antenna 8T8R,SN149049185,4G/5G,,0,Active,2020-11-18,
342,34,gNodeB,gNB-LON-MAC-0034-C,Nokia,Nokia AirScale,SN200084477,5G NR,n28,59,Active,2020-11-18,v20.5.96
343,34,eNodeB,eNB-LON-MAC-0034-C,Nokia,Nokia Flexi Zone,SN637102932,4G LTE,B7,36,Active,2020-11-18,v18.6.92
344,34,RRU,RRU-LON-MAC-0034-C,Nokia,Nokia AHHF,SN239067697,4G/5G,,189,Active,2020-11-18,v23.1.42
345,34,Antenna,ANT-LON-MAC-0034-C,Nokia,Nokia MIMO Antenna 8T8R,SN896127318,4G/5G,,0,Active,2020-11-18,
346,35,BBU,BBU-LON-ROO-0035,Nokia,Nokia AirScale Baseband,SN639208572,5G,,276,Active,2020-02-22,v18.9.48
347,35,gNodeB,gNB-LON-ROO-0035-A,Nokia,Nokia AEQC,SN140166847,5G NR,n1,58,Active,2020-02-22,v21.2.87
348,35,RRU,RRU-LON-ROO-0035-A,Nokia,Nokia AHHF,SN184560232,5G,,180,Active,2020-02-22,v18.3.27
349,35,Antenna,ANT-LON-ROO-0035-A,Nokia,Nokia AirScale Antenna,SN925520324,5G,,0,Active,2020-02-22,
350,35,gNodeB,gNB-LON-ROO-0035-B,Nokia,Nokia AWHQA,SN638610283,5G NR,n77,73,Active,2020-02-22,v24.8.98
351,35,RRU,RRU-LON-ROO-0035-B,Nokia,Nokia AHHF,SN580478208,5G,,200,Active,2020-02-22,v19.5.37
352,35,Antenna,ANT-LON-ROO-0035-B,Nokia,Nokia MIMO Antenna 8T8R,SN769446639,5G,,0,Active,2020-02-22,
353,36,BBU,BBU-LON-SMA-0036,Nokia,Nokia Cloud RAN,SN142963526,5G,,398,Active,2020-09-18,v19.3.78
354,36,gNodeB,gNB-LON-SMA-0036-A,Nokia,Nokia AWHQA,SN263639767,5G NR,n78,76,Active,2020-09-18,v23.1.1
355,36,RRU,RRU-LON-SMA-0036-A,Nokia,Nokia AHFIB,SN922826944,5G,,139,Active,2020-09-18,v22.1.63
356,36,Antenna,ANT-LON-SMA-0036-A,Nokia,Nokia AirScale Antenna,SN588346218,5G,,0,Active,2020-09-18,
357,36,gNodeB,gNB-LON-SMA-0036-B,Nokia,Nokia AEQC,SN417406866,5G NR,n77,50,Active,2020-09-18,v20.4.73
358,36,RRU,RRU-LON-SMA-0036-B,Nokia,Nokia AHHF,SN479426514,5G,,111,Active,2020-09-18,v18.2.90
359,36,Antenna,ANT-LON-SMA-0036-B,Nokia,Nokia MIMO Antenna 8T8R,SN376965362,5G,,0,Active,2020-09-18,
360,37,BBU,BBU-LON-DAS-0037,Ericsson,Ericsson Baseband 6648,SN374906146,4G/5G,,426,Active,2022-10-09,v23.2.15
361,37,gNodeB,gNB-LON-DAS-0037-A,Ericsson,Ericsson Radio 4422,SN490275201,5G NR,n78,58,Active,2022-10-09,v23.6.79
362,37,eNodeB,eNB-LON-DAS-0037-A,Ericsson,Ericsson Radio 4415,SN573335114,4G LTE,B3,41,Active,2022-10-09,v20.9.40
363,37,RRU,RRU-LON-DAS-0037-A,Ericsson,Ericsson Radio 4478,SN189647293,4G/5G,,187,Active,2022-10-09,v21.8.57
364,37,Antenna,ANT-LON-DAS-0037-A,Ericsson,Ericsson Antenna 8843,SN832888487,4G/5G,,0,Active,2022-10-09,
365,37,gNodeB,gNB-LON-DAS-0037-B,Ericsson,Ericsson AIR 6449,SN791346700,5G NR,n1,43,Active,2022-10-09,v21.8.1
366,37,eNodeB,eNB-LON-DAS-0037-B,Ericsson,Ericsson RBS 6601,SN412094443,4G LTE,B20,42,Active,2022-10-09,v17.9.51
367,37,RRU,RRU-LON-DAS-0037-B,Ericsson,Ericsson Radio 2219,SN339499503,4G/5G,,149,Active,2022-10-09,v24.7.85
368,37,Antenna,ANT-LON-DAS-0037-B,Ericsson,Ericsson AIR 6488,SN474669284,4G/5G,,0,Active,2022-10-09,
369,38,BBU,BBU-LON-DAS-0038,Ericsson,Ericsson Baseband 6648,SN603035907,5G,,473,Active,2024-05-04,v24.7.13
370,38,gNodeB,gNB-LON-DAS-0038-A,Ericsson,Ericsson AIR 6449,SN885740776,5G NR,n77,46,Active,2024-05-04,v23.6.25
371,38,RRU,RRU-LON-DAS-0038-A,Ericsson,Ericsson Radio 4478,SN452961097,5G,,108,Active,2024-05-04,v20.5.77
372,38,Antenna,ANT-LON-DAS-0038-A,Ericsson,Ericsson Antenna 8843,SN328315290,5G,,0,Active,2024-05-04,
373,38,gNodeB,gNB-LON-DAS-0038-B,Ericsson,Ericsson Radio 4422,SN398902947,5G NR,n78,69,Active,2024-05-04,v20.8.19
374,38,RRU,RRU-LON-DAS-0038-B,Ericsson,Ericsson Radio 4478,SN256244254,5G,,181,Active,2024-05-04,v19.5.72
375,38,Antenna,ANT-LON-DAS-0038-B,Ericsson,Ericsson AIR 6488,SN745401958,5G,,0,Active,2024-05-04,
376,39,BBU,BBU-LON-SMA-0039,Huawei,Huawei BBU3910,SN167001765,5G,,385,Active,2022-01-14,v24.6.60
377,39,gNodeB,gNB-LON-SMA-0039-A,Huawei,Huawei AAU5613,SN327088752,5G NR,n78,41,Active,2022-01-14,v23.4.32
378,39,RRU,RRU-LON-SMA-0039-A,Huawei,Huawei RRU5301,SN189755462,5G,,118,Active,2022-01-14,v18.4.51
379,39,Antenna,ANT-LON-SMA-0039-A,Huawei,Huawei AAU3940,SN420336702,5G,,0,Active,2022-01-14,
380,39,gNodeB,gNB-LON-SMA-0039-B,Huawei,Huawei AAU5611,SN550672916,5G NR,n258,73,Active,2022-01-14,v21.4.23
381,39,RRU,RRU-LON-SMA-0039-B,Huawei,Huawei RRU5301,SN199258043,5G,,154,Active,2022-01-14,v20.4.21
382,39,Antenna,ANT-LON-SMA-0039-B,Huawei,Huawei AAU3940,SN475032525,5G,,0,Active,2022-01-14,
383,39,gNodeB,gNB-LON-SMA-0039-C,Huawei,Huawei AAU5239,SN610563615,5G NR,n258,74,Active,2022-01-14,v21.6.45
384,39,RRU,RRU-LON-SMA-0039-C,Huawei,Huawei RRU3971,SN983706382,5G,,101,Active,2022-01-14,v22.9.25
385,39,Antenna,ANT-LON-SMA-0039-C,Huawei,Huawei AAU3940,SN876018644,5G,,0,Active,2022-01-14,
386,40,BBU,BBU-LON-SMA-0040,Nokia,Nokia AirScale Baseband,SN447605203,4G/5G,,362,Active,2022-04-28,v18.2.58
387,40,gNodeB,gNB-LON-SMA-0040-A,Nokia,Nokia AirScale,SN439740334,5G NR,n258,47,Active,2022-04-28,v23.4.66
388,40,eNodeB,eNB-LON-SMA-0040-A,Nokia,Nokia Flexi Multiradio 10,SN993901688,4G LTE,B7,57,Active,2022-04-28,v17.7.81
389,40,RRU,RRU-LON-SMA-0040-A,Nokia,Nokia AHFIB,SN139176517,4G/5G,,127,Active,2022-04-28,v23.3.53
390,40,Antenna,ANT-LON-SMA-0040-A,Nokia,Nokia AirScale Antenna,SN745258023,4G/5G,,0,Active,2022-04-28,
391,41,BBU,BBU-LON-SMA-0041,Huawei,Huawei BBU3910,SN332075643,5G,,378,Active,2024-05-14,v19.3.86
392,41,gNodeB,gNB-LON-SMA-0041-A,Huawei,Huawei AAU5611,SN497559799,5G NR,n78,63,Active,2024-05-14,v20.4.39
