contract_id,customer_key,account_name,industry,region,contract_type,contract_start_date,contract_end_date,contract_term_months,annual_contract_value,total_contract_value,renewal_status,renewal_probability,days_to_renewal,competitor_threat,competitor_name,proposed_change,proposed_value_change,account_manager,nps_score,support_tickets_ytd,last_engagement_date
CON000145,2087,Enterprise Customer 145,Transport,West Midlands,IoT Connectivity,2023-07-23,2025-07-12,24,45303.81,90607.62,Renewed,0.72,0,None,,,,AM007,1,35,2025-12-08
CON000146,4629,Enterprise Customer 146,Government,South East,IoT Connectivity,2024-02-23,2025-02-17,12,50149.87,50149.87,Renewed,0.92,0,Low,TalkTalk,,,AM014,6,3,2026-01-01
CON000147,3477,Enterprise Customer 147,Government,North West,UCaaS,2024-08-22,2025-08-17,12,21513.32,21513.32,Renewed,0.87,0,None,,,,AM025,2,50,2026-01-15
CON000148,705,Enterprise Customer 148,Hospitality,London,UCaaS,2023-11-07,2024-11-01,12,258618.73,258618.73,Renewed,0.88,0,None,,,,AM003,3,42,2025-12-05
CON000149,352,Enterprise Customer 149,Retail,Wales,CCaaS,2023-09-26,2028-08-30,60,278293.57,1391467.85,Active,0.91,944,None,,,,AM010,3,37,2025-12-10
CON000150,29,Enterprise Customer 150,Education,Northern Ireland,SIP Trunking,2024-09-28,2027-09-13,36,95833.95,287501.85,Active,0.84,592,Low,Virgin Media O2,,,AM034,8,17,2025-11-30
CON000151,4037,Enterprise Customer 151,Manufacturing,Northern Ireland,SIP Trunking,2024-11-14,2029-10-19,60,28859.32,144296.6,Active,0.85,1359,None,,,,AM046,8,40,2026-01-12
CON000152,4596,Enterprise Customer 152,Transport,London,IoT Connectivity,2024-11-17,2027-11-02,36,41467.93,124403.79,Active,0.84,642,Medium,Three,,,AM034,10,6,2025-12-07
CON000153,2520,Enterprise Customer 153,Education,Wales,UCaaS,2023-04-12,2025-04-01,24,148437.89,296875.78,Renewed,0.62,0,Medium,Vodafone,,,AM004,9,19,2026-01-01
CON000154,3747,Enterprise Customer 154,Hospitality,Yorkshire,SD-WAN,2024-05-28,2027-05-13,36,173890.51,521671.53,Active,0.8,469,Low,BT,,,AM006,2,18,2025-12-23
CON000155,3568,Enterprise Customer 155,Education,Scotland,UCaaS,2024-10-23,2029-09-27,60,49481.73,247408.65,Active,0.7,1337,Medium,Three,,,AM031,9,41,2025-12-15
CON000156,3229,Enterprise Customer 156,Government,East,SD-WAN,2023-09-13,2028-08-17,60,295266.01,1476330.05,Active,0.85,931,None,,,,AM045,10,38,2026-01-05
CON000157,4676,Enterprise Customer 157,Financial Services,North West,CCaaS,2023-11-06,2024-10-31,12,450325.03,450325.03,Renewed,0.65,0,Medium,BT,,,AM036,4,1,2025-12-10
CON000158,4103,Enterprise Customer 158,Professional Services,South West,CCaaS,2024-09-26,2025-09-21,12,411548.73,411548.73,Renewed,0.8,0,Low,Three,,,AM002,8,33,2025-11-24
CON000159,1388,Enterprise Customer 159,Financial Services,Scotland,UCaaS,2023-03-09,2028-02-11,60,416858.72,2084293.6,Active,0.65,743,Medium,Vodafone,,,AM027,2,8,2025-12-10
CON000160,3346,Enterprise Customer 160,Manufacturing,East,CCaaS,2023-02-16,2026-01-31,36,208890.61,626671.83,In Negotiation,0.82,2,None,,Same,0.0,AM016,10,44,2025-12-07
CON000161,3467,Enterprise Customer 161,Hospitality,London,SIP Trunking,2023-12-26,2028-11-29,60,56805.69,284028.45,Active,0.79,1035,Medium,BT,,,AM018,2,2,2026-01-14
CON000162,238,Enterprise Customer 162,Manufacturing,South East,SIP Trunking,2024-09-25,2027-09-10,36,90157.43,270472.29,Active,0.91,589,None,,,,AM013,2,25,2025-12-07
CON000163,3016,Enterprise Customer 163,Retail,West Midlands,SIP Trunking,2023-03-24,2026-03-08,36,6719.55,20158.65,Pending Renewal,0.9,38,None,,Same,0.0,AM036,4,50,2025-12-28
CON000164,685,Enterprise Customer 164,Education,South East,Business Mobile,2023-08-10,2026-07-25,36,24959.2,74877.6,Active,0.9,177,None,,,,AM031,6,23,2025-11-03
CON000165,1188,Enterprise Customer 165,Transport,South West,CCaaS,2023-08-06,2025-07-26,24,269569.42,539138.84,Renewed,0.91,0,None,,,,AM024,9,14,2025-11-02
CON000166,569,Enterprise Customer 166,Transport,West Midlands,SIP Trunking,2023-06-30,2024-06-24,12,66341.64,66341.64,Renewed,0.76,0,Medium,Vodafone,,,AM007,5,43,2025-12-12
CON000167,3023,Enterprise Customer 167,Education,East,IoT Connectivity,2024-03-08,2029-02-10,60,71877.07,359385.35,Active,0.65,1108,High,Virgin Media O2,,,AM039,6,37,2025-11-15
CON000168,1060,Enterprise Customer 168,Technology,Northern Ireland,IoT Connectivity,2023-09-30,2024-09-24,12,99958.59,99958.59,Renewed,0.72,0,Low,BT,,,AM002,8,11,2025-11-11
CON000169,4959,Enterprise Customer 169,Healthcare,South West,SD-WAN,2024-09-20,2027-09-05,36,121323.02,363969.06,Active,0.86,584,None,,,,AM028,9,1,2026-01-23
CON000170,3235,Enterprise Customer 170,Government,South East,Business Broadband,2024-09-16,2026-09-06,24,11303.85,22607.7,Active,0.66,220,High,TalkTalk,,,AM018,9,4,2025-12-09
CON000171,1364,Enterprise Customer 171,Retail,South East,SIP Trunking,2024-07-27,2026-07-17,24,45706.93,91413.86,Active,0.77,169,None,,,,AM022,3,14,2025-11-14
CON000172,719,Enterprise Customer 172,Government,Yorkshire,IoT Connectivity,2023-12-09,2028-11-12,60,46021.79,230108.95,Active,0.77,1018,None,,,,AM046,9,18,2025-12-31
CON000173,4304,Enterprise Customer 173,Professional Services,Yorkshire,CCaaS,2024-11-29,2027-11-14,36,481061.66,1443184.98,Active,0.75,654,None,,,,AM042,1,7,2025-12-16
CON000174,2066,Enterprise Customer 174,Financial Services,Yorkshire,CCaaS,2024-11-09,2025-11-04,12,277513.71,277513.71,Renewed,0.71,0,Low,BT,,,AM031,9,47,2025-12-11
CON000175,1598,Enterprise Customer 175,Hospitality,West Midlands,CCaaS,2023-01-05,2025-12-20,36,62911.98,188735.94,Renewed,0.97,0,None,,,,AM002,6,1,2026-01-05
CON000176,917,Enterprise Customer 176,Hospitality,London,Business Broadband,2023-04-24,2026-04-08,36,78853.77,236561.31,Pending Renewal,0.93,69,Low,TalkTalk,Same,0.0,AM010,2,12,2025-12-25
CON000177,3566,Enterprise Customer 177,Technology,Scotland,SD-WAN,2023-03-08,2025-02-25,24,207517.05,415034.1,Churned,0.71,0,Medium,TalkTalk,,,AM040,4,50,2025-11-20
CON000178,3595,Enterprise Customer 178,Education,East,Business Mobile,2023-09-03,2024-08-28,12,97976.25,97976.25,Renewed,0.94,0,None,,,,AM016,3,25,2026-01-11
CON000179,447,Enterprise Customer 179,Hospitality,South West,SIP Trunking,2023-09-19,2028-08-23,60,37624.33,188121.65,Active,0.78,937,None,,,,AM028,2,32,2026-01-09
CON000180,2859,Enterprise Customer 180,Professional Services,South West,Managed Security,2023-10-27,2024-10-21,12,207730.22,207730.22,Renewed,0.92,0,Low,Three,,,AM041,7,47,2025-11-07
CON000181,2671,Enterprise Customer 181,Financial Services,London,IoT Connectivity,2024-02-29,2025-02-23,12,62699.86,62699.86,Renewed,0.74,0,None,,,,AM042,8,10,2026-01-10
CON000182,3481,Enterprise Customer 182,Technology,South West,SIP Trunking,2024-10-02,2027-09-17,36,35989.81,107969.43,Active,0.77,596,None,,,,AM032,4,4,2025-12-28
CON000183,4817,Enterprise Customer 183,Retail,North West,SIP Trunking,2024-05-21,2026-05-11,24,66253.33,132506.66,Active,0.69,102,Medium,Virgin Media O2,,,AM012,5,27,2025-12-18
CON000184,2157,Enterprise Customer 184,Transport,Wales,SIP Trunking,2023-09-18,2026-09-02,36,18722.93,56168.79,Active,0.88,216,None,,,,AM047,3,1,2025-11-15
CON000185,565,Enterprise Customer 185,Healthcare,South West,SD-WAN,2023-06-30,2026-06-14,36,292604.5,877813.5,Active,0.89,136,None,,,,AM050,4,50,2025-11-10
CON000186,3006,Enterprise Customer 186,Professional Services,Northern Ireland,Business Broadband,2023-03-06,2024-02-29,12,37584.0,37584.0,Renewed,0.89,0,None,,,,AM006,4,27,2025-11-10
CON000187,2303,Enterprise Customer 187,Professional Services,East,SD-WAN,2024-06-01,2026-05-22,24,218128.56,436257.12,Active,0.71,113,None,,,,AM023,7,48,2025-11-16
CON000188,3640,Enterprise Customer 188,Education,Scotland,IoT Connectivity,2023-01-27,2026-01-11,36,61247.8,183743.4,Renewed,0.56,0,High,BT,,,AM043,2,45,2026-01-01
CON000189,1833,Enterprise Customer 189,Healthcare,Wales,Business Mobile,2024-04-22,2029-03-27,60,39108.59,195542.95,Active,0.9,1153,None,,,,AM007,10,20,2025-12-04
CON000190,4233,Enterprise Customer 190,Transport,Wales,IoT Connectivity,2024-06-26,2025-06-21,12,15472.02,15472.02,Renewed,0.81,0,None,,,,AM006,3,2,2025-12-14
CON000191,483,Enterprise Customer 191,Transport,North West,IoT Connectivity,2023-06-10,2026-05-25,36,29749.02,89247.06,Active,0.84,116,Medium,Vodafone,,,AM007,1,3,2025-12-06
CON000192,2953,Enterprise Customer 192,Financial Services,Scotland,UCaaS,2023-01-26,2024-01-21,12,135188.65,135188.65,Renewed,0.93,0,None,,,,AM014,6,2,2025-12-12
CON000193,21,Enterprise Customer 193,Financial Services,South East,Managed Security,2024-05-19,2026-05-09,24,224789.14,449578.28,Active,0.74,100,None,,,,AM015,3,32,2025-11-11
CON000194,3812,Enterprise Customer 194,Technology,Wales,SD-WAN,2023-02-09,2025-01-29,24,235625.89,471251.78,Renewed,0.75,0,None,,,,AM050,6,28,2025-11-26
CON000195,3392,Enterprise Customer 195,Education,South East,CCaaS,2023-11-02,2026-10-17,36,289945.25,869835.75,Active,0.59,261,High,BT,,,AM014,7,18,2025-11-26
CON000196,4780,Enterprise Customer 196,Manufacturing,North West,UCaaS,2023-04-29,2026-04-13,36,275549.37,826648.11,In Negotiation,0.65,74,Medium,TalkTalk,Upgrade,55709.75,AM050,5,21,2025-11-11
CON000197,2974,Enterprise Customer 197,Professional Services,Scotland,IoT Connectivity,2024-05-30,2027-05-15,36,71249.47,213748.41,Active,0.75,471,None,,,,AM026,3,33,2025-12-20
CON000198,2882,Enterprise Customer 198,Technology,Northern Ireland,Business Mobile,2024-05-02,2027-04-17,36,59379.76,178139.28,Active,0.93,443,None,,,,AM019,6,50,2025-11-06
CON000199,304,Enterprise Customer 199,Technology,Scotland,CCaaS,2024-04-13,2025-04-08,12,310183.12,310183.12,Renewed,0.82,0,None,,,,AM014,5,3,2025-11-14
CON000200,1210,Enterprise Customer 200,Retail,Yorkshire,Managed Security,2024-12-23,2025-12-18,12,261879.37,261879.37,Churned,0.87,0,None,,,,AM044,7,19,2025-12-20
CON000201,4117,Enterprise Customer 201,Financial Services,Scotland,Business Broadband,2024-09-18,2029-08-23,60,81405.1,407025.5,Active,0.99,1302,Low,Virgin Media O2,,,AM049,3,19,2025-11-29
CON000202,4210,Enterprise Customer 202,Government,Scotland,CCaaS,2023-10-14,2024-10-08,12,246973.94,246973.94,Renewed,0.8,0,None,,,,AM017,1,29,2025-12-31
CON000203,823,Enterprise Customer 203,Technology,Yorkshire,CCaaS,2023-07-08,2026-06-22,36,78321.58,234964.74,Active,0.89,144,None,,,,AM028,1,18,2025-12-17
CON000204,4192,Enterprise Customer 204,Retail,Wales,IoT Connectivity,2024-12-18,2027-12-03,36,43749.88,131249.64,Active,0.81,673,Low,Three,,,AM040,6,30,2026-01-17
CON000205,537,Enterprise Customer 205,Healthcare,East,IoT Connectivity,2023-01-21,2024-01-16,12,70278.07,70278.07,Renewed,0.8,0,Medium,TalkTalk,,,AM031,8,27,2025-12-01
CON000206,3234,Enterprise Customer 206,Professional Services,Scotland,Managed Security,2023-06-20,2026-06-04,36,135694.06,407082.18,Active,0.77,126,Medium,Virgin Media O2,,,AM008,8,7,2025-10-30
CON000207,1347,Enterprise Customer 207,Healthcare,South West,CCaaS,2023-11-29,2025-11-18,24,191408.88,382817.76,Renewed,0.74,0,None,,,,AM045,2,14,2025-12-13
CON000208,103,Enterprise Customer 208,Healthcare,South East,Business Mobile,2023-12-23,2026-12-07,36,34800.52,104401.56,Active,0.81,312,None,,,,AM007,8,46,2025-12-10
CON000209,3198,Enterprise Customer 209,Technology,Wales,UCaaS,2023-04-09,2026-03-24,36,383365.02,1150095.06,Pending Renewal,0.98,54,Low,BT,Add Services,159292.62,AM005,8,14,2025-11-12
CON000210,229,Enterprise Customer 210,Transport,East,CCaaS,2023-05-25,2025-05-14,24,198798.7,397597.4,Renewed,0.72,0,None,,,,AM037,7,26,2025-12-28
CON000211,616,Enterprise Customer 211,Professional Services,North West,SIP Trunking,2024-01-30,2025-01-24,12,29343.63,29343.63,Renewed,0.78,0,Low,BT,,,AM027,5,10,2026-01-26
CON000212,2768,Enterprise Customer 212,Retail,London,CCaaS,2023-08-14,2024-08-08,12,434238.65,434238.65,Renewed,0.89,0,Low,BT,,,AM044,6,24,2025-12-18
CON000213,3466,Enterprise Customer 213,Education,North West,Business Mobile,2024-10-22,2025-10-17,12,17004.4,17004.4,Renewed,0.64,0,Medium,TalkTalk,,,AM036,4,18,2025-12-15
CON000214,881,Enterprise Customer 214,Hospitality,Northern Ireland,CCaaS,2023-02-18,2025-02-07,24,198186.28,396372.56,Renewed,0.78,0,None,,,,AM050,2,46,2025-11-30
CON000215,958,Enterprise Customer 215,Manufacturing,East,CCaaS,2024-01-16,2028-12-20,60,12193.84,60969.2,Active,0.78,1056,Medium,TalkTalk,,,AM002,5,11,2025-11-28
CON000216,1266,Enterprise Customer 216,Government,North West,UCaaS,2024-01-17,2025-01-11,12,49856.35,49856.35,Renewed,0.52,0,High,TalkTalk,,,AM034,6,29,2026-01-04
CON000217,4464,Enterprise Customer 217,Hospitality,South East,UCaaS,2024-08-06,2029-07-11,60,266868.85,1334344.25,Active,0.71,1259,Medium,Three,,,AM043,1,39,2026-01-11
CON000218,4067,Enterprise Customer 218,Professional Services,East,SIP Trunking,2023-09-03,2028-08-07,60,74895.95,374479.75,Active,0.76,921,None,,,,AM012,3,50,2025-11-30
CON000219,2642,Enterprise Customer 219,Financial Services,London,UCaaS,2023-06-30,2024-06-24,12,112230.01,112230.01,Churned,0.5,0,High,BT,,,AM029,7,10,2025-11-07
CON000220,1183,Enterprise Customer 220,Government,West Midlands,CCaaS,2024-05-24,2029-04-28,60,289625.54,1448127.7,Active,0.79,1185,None,,,,AM035,7,43,2025-12-01
CON000221,3129,Enterprise Customer 221,Financial Services,South West,SIP Trunking,2023-11-22,2024-11-16,12,64837.21,64837.21,Renewed,0.8,0,Low,BT,,,AM031,6,45,2026-01-17
CON000222,2653,Enterprise Customer 222,Retail,South West,SD-WAN,2024-03-19,2025-03-14,12,254864.54,254864.54,Renewed,0.84,0,None,,,,AM020,9,28,2025-12-08
CON000223,3584,Enterprise Customer 223,Hospitality,Northern Ireland,SIP Trunking,2024-04-29,2029-04-03,60,5796.4,28982.0,Active,0.83,1160,None,,,,AM010,10,27,2025-11-27
CON000224,3646,Enterprise Customer 224,Technology,London,UCaaS,2024-08-05,2029-07-10,60,312378.83,1561894.15,Active,0.57,1258,High,TalkTalk,,,AM016,1,4,2025-12-21
CON000225,939,Enterprise Customer 225,Retail,Wales,SD-WAN,2024-10-24,2025-10-19,12,284395.07,284395.07,Renewed,0.77,0,Medium,Vodafone,,,AM042,3,9,2025-12-15
CON000226,2571,Enterprise Customer 226,Retail,London,CCaaS,2023-08-25,2026-08-09,36,312580.45,937741.35,Active,0.95,192,Low,BT,,,AM020,1,42,2025-12-24
CON000227,4402,Enterprise Customer 227,Government,South West,Business Broadband,2024-08-29,2027-08-14,36,95458.36,286375.08,Active,0.67,562,High,TalkTalk,,,AM001,3,5,2025-12-25
CON000228,1812,Enterprise Customer 228,Hospitality,Wales,Business Broadband,2024-09-04,2025-08-30,12,6345.57,6345.57,Renewed,0.95,0,None,,,,AM033,4,39,2025-12-08
CON000229,3137,Enterprise Customer 229,Manufacturing,Yorkshire,UCaaS,2023-11-13,2028-10-17,60,284107.82,1420539.1,Active,0.57,992,High,Virgin Media O2,,,AM002,7,30,2025-12-17
CON000230,4112,Enterprise Customer 230,Professional Services,Yorkshire,IoT Connectivity,2024-05-18,2029-04-22,60,28592.98,142964.9,Active,0.94,1179,Low,Vodafone,,,AM050,10,22,2025-12-23
CON000231,3462,Enterprise Customer 231,Government,Northern Ireland,CCaaS,2023-01-16,2025-01-05,24,212224.48,424448.96,Renewed,0.91,0,None,,,,AM007,6,7,2026-01-08
CON000232,3972,Enterprise Customer 232,Technology,East,UCaaS,2024-12-10,2029-11-14,60,49390.15,246950.75,Active,0.88,1385,None,,,,AM038,7,10,2025-12-05
CON000233,3281,Enterprise Customer 233,Education,West Midlands,Business Mobile,2023-05-13,2026-04-27,36,38638.98,115916.94,Pending Renewal,0.93,88,Low,Vodafone,Downgrade,-11199.71,AM046,4,47,2025-11-25
CON000234,857,Enterprise Customer 234,Financial Services,South West,Business Broadband,2024-11-17,2025-11-12,12,64774.68,64774.68,Renewed,0.8,0,Low,TalkTalk,,,AM007,7,8,2025-11-15
CON000235,1890,Enterprise Customer 235,Manufacturing,Wales,Business Mobile,2023-11-17,2024-11-11,12,94082.43,94082.43,Churned,0.85,0,None,,,,AM040,8,21,2026-01-19
CON000236,3023,Enterprise Customer 236,Retail,London,Business Broadband,2024-01-02,2026-12-17,36,55737.86,167213.58,Active,0.91,322,None,,,,AM002,9,21,2025-12-23
CON000237,2268,Enterprise Customer 237,Transport,London,SIP Trunking,2024-09-03,2029-08-08,60,33008.72,165043.6,Active,0.64,1287,Medium,Virgin Media O2,,,AM027,6,36,2026-01-02
CON000238,3943,Enterprise Customer 238,Government,West Midlands,UCaaS,2023-06-15,2024-06-09,12,90747.84,90747.84,Churned,0.71,0,Low,TalkTalk,,,AM030,8,2,2025-12-20
CON000239,2357,Enterprise Customer 239,Professional Services,North West,IoT Connectivity,2023-06-17,2025-06-06,24,7861.33,15722.66,Renewed,0.6,0,Medium,Three,,,AM021,6,37,2026-01-25
CON000240,1146,Enterprise Customer 240,Government,South East,SIP Trunking,2024-11-21,2025-11-16,12,35312.38,35312.38,Renewed,0.85,0,None,,,,AM041,9,5,2026-01-09
CON000241,280,Enterprise Customer 241,Technology,Yorkshire,UCaaS,2023-09-04,2025-08-24,24,197060.96,394121.92,Renewed,0.9,0,None,,,,AM015,4,22,2025-12-28
CON000242,1155,Enterprise Customer 242,Education,East,IoT Connectivity,2024-12-12,2025-12-07,12,30946.95,30946.95,In Negotiation,0.66,0,Medium,TalkTalk,Upgrade,9420.02,AM040,1,35,2025-12-05
CON000243,1416,Enterprise Customer 243,Financial Services,Scotland,UCaaS,2024-11-02,2027-10-18,36,57128.16,171384.48,Active,0.77,627,Medium,Virgin Media O2,,,AM037,7,44,2025-12-14
CON000244,4267,Enterprise Customer 244,Professional Services,North West,UCaaS,2024-02-16,2025-02-10,12,320515.72,320515.72,Renewed,0.57,0,High,TalkTalk,,,AM009,9,26,2025-11-19
CON000245,1526,Enterprise Customer 245,Hospitality,West Midlands,SIP Trunking,2023-09-08,2025-08-28,24,54970.3,109940.6,Churned,0.77,0,Medium,Vodafone,,,AM037,5,6,2025-12-19
CON000246,4259,Enterprise Customer 246,Financial Services,South West,Business Mobile,2023-02-15,2028-01-20,60,33532.02,167660.1,Active,0.88,721,Low,TalkTalk,,,AM003,4,41,2025-12-07
CON000247,4667,Enterprise Customer 247,Healthcare,London,SIP Trunking,2023-02-10,2028-01-15,60,47585.67,237928.35,Active,0.86,716,None,,,,AM019,2,28,2025-10-31
CON000248,192,Enterprise Customer 248,Hospitality,South East,UCaaS,2023-04-16,2025-04-05,24,206359.44,412718.88,Renewed,0.82,0,None,,,,AM039,8,5,2025-12-26
CON000249,1748,Enterprise Customer 249,Transport,West Midlands,CCaaS,2023-01-07,2027-12-12,60,263920.19,1319600.95,Active,0.82,682,Low,BT,,,AM028,7,45,2026-01-23
CON000250,3386,Enterprise Customer 250,Hospitality,South West,IoT Connectivity,2024-10-12,2026-10-02,24,69626.37,139252.74,Active,0.93,246,None,,,,AM017,4,42,2025-12-20
CON000251,4921,Enterprise Customer 251,Hospitality,London,Managed Security,2024-01-10,2026-12-25,36,206293.25,618879.75,Active,0.71,330,Medium,Three,,,AM050,6,44,2025-12-26
CON000252,4825,Enterprise Customer 252,Retail,Northern Ireland,Business Mobile,2024-03-13,2025-03-08,12,34737.8,34737.8,Churned,0.63,0,Medium,Vodafone,,,AM036,6,44,2026-01-09
CON000253,4947,Enterprise Customer 253,Healthcare,West Midlands,UCaaS,2023-11-13,2025-11-02,24,375894.56,751789.12,In Negotiation,0.72,0,Medium,Vodafone,Same,0.0,AM026,9,38,2026-01-06
CON000254,4044,Enterprise Customer 254,Manufacturing,London,SIP Trunking,2023-03-07,2026-02-19,36,31262.54,93787.62,Renewed,0.68,21,High,Three,,,AM007,5,35,2025-12-20
CON000255,4144,Enterprise Customer 255,Transport,Northern Ireland,UCaaS,2023-11-12,2025-11-01,24,305568.13,611136.26,Churned,0.92,0,None,,,,AM007,3,41,2025-11-17
CON000256,399,Enterprise Customer 256,Retail,London,Managed Security,2024-11-22,2029-10-27,60,269317.37,1346586.85,Active,0.93,1367,None,,,,AM027,3,22,2025-11-03
CON000257,767,Enterprise Customer 257,Manufacturing,Wales,SD-WAN,2024-10-02,2029-09-06,60,61957.15,309785.75,Active,0.97,1316,Low,Virgin Media O2,,,AM030,8,5,2025-11-29
CON000258,841,Enterprise Customer 258,Education,West Midlands,UCaaS,2023-10-26,2026-10-10,36,245061.28,735183.84,Active,0.84,254,None,,,,AM042,1,13,2025-11-04
CON000259,928,Enterprise Customer 259,Professional Services,South West,SIP Trunking,2024-09-04,2026-08-25,24,11174.32,22348.64,Active,0.62,208,High,Three,,,AM027,4,35,2025-11-14
CON000260,5,Enterprise Customer 260,Retail,East,SD-WAN,2024-09-02,2029-08-07,60,173066.05,865330.25,Active,0.79,1286,None,,,,AM050,6,43,2025-11-04
CON000261,4646,Enterprise Customer 261,Financial Services,Scotland,SIP Trunking,2024-05-26,2026-05-16,24,60230.7,120461.4,Active,0.77,107,Low,BT,,,AM031,1,39,2025-11-10
CON000262,463,Enterprise Customer 262,Education,West Midlands,CCaaS,2023-11-14,2024-11-08,12,59556.57,59556.57,Renewed,0.76,0,Medium,BT,,,AM012,4,5,2026-01-11
CON000263,451,Enterprise Customer 263,Manufacturing,Northern Ireland,CCaaS,2024-09-08,2026-08-29,24,396094.35,792188.7,Active,0.86,212,None,,,,AM048,7,24,2025-11-05
CON000264,2423,Enterprise Customer 264,Government,West Midlands,SD-WAN,2023-03-12,2024-03-06,12,203344.38,203344.38,Churned,0.78,0,Low,Three,,,AM042,5,26,2025-11-25
CON000265,3189,Enterprise Customer 265,Financial Services,South West,UCaaS,2024-03-09,2026-02-27,24,254815.2,509630.4,Renewed,0.93,29,None,,,,AM022,1,39,2026-01-10
CON000266,272,Enterprise Customer 266,Manufacturing,Wales,Business Mobile,2023-05-14,2026-04-28,36,90948.37,272845.11,Pending Renewal,0.78,89,None,,Upgrade,32387.45,AM044,8,48,2025-11-25
CON000267,4943,Enterprise Customer 267,Manufacturing,Yorkshire,Business Broadband,2023-11-16,2028-10-20,60,7029.52,35147.6,Active,0.77,995,None,,,,AM038,9,42,2025-11-24
CON000268,3406,Enterprise Customer 268,Technology,West Midlands,Business Mobile,2024-04-27,2025-04-22,12,74756.79,74756.79,Renewed,0.85,0,Low,Virgin Media O2,,,AM048,6,5,2025-12-19
