survey_id,employee_id,department,work_location,survey_date,survey_month,survey_type,engagement_score,satisfaction_score,manager_rating,career_growth_score,work_life_balance,compensation_satisfaction,would_recommend,enps_score,comments_provided
223,EMP1370,Sales - Consumer,Manchester Office,2025-06-16,2025-06,Pulse Survey,4,3,1,5,1,3,True,-57,False
224,EMP0276,Retail Operations,SnowTelco Nottingham Airport 5,2025-09-03,2025-09,Pulse Survey,3,1,4,1,5,5,True,-81,False
225,EMP0505,Retail Operations,SnowTelco London Shopping 13,2025-11-03,2025-11,Pulse Survey,2,3,1,2,5,2,True,-6,False
226,EMP1634,Network Engineering,London HQ,2025-08-11,2025-08,Pulse Survey,2,5,5,3,2,3,True,53,True
227,EMP1953,Product Management,Manchester Office,2025-06-24,2025-06,Onboarding Survey,4,1,2,3,5,3,True,8,False
228,EMP0371,Retail Operations,SnowTelco Glasgow Shopping 5,2025-06-30,2025-06,Pulse Survey,3,3,2,3,4,5,False,-17,False
229,EMP1867,Finance,Manchester Office,2025-02-26,2025-02,Annual Engagement,3,3,2,4,3,3,True,-63,False
230,EMP1520,Retail Operations,SnowTelco Glasgow Airport 2,2025-08-30,2025-08,Annual Engagement,2,2,1,1,1,3,True,93,False
231,EMP1489,Retail Operations,SnowTelco Wolverhampton Standard,2025-10-10,2025-10,Annual Engagement,3,5,2,3,2,4,True,-45,True
232,EMP1837,Retail Operations,SnowTelco Liverpool Train 4,2025-11-26,2025-11,Exit Survey,1,5,1,1,3,1,True,-56,True
233,EMP0423,Network Engineering,London HQ,2025-02-19,2025-02,Onboarding Survey,2,3,3,4,5,1,False,-55,False
234,EMP1363,Network Engineering,Cardiff Office,2025-08-14,2025-08,Pulse Survey,5,3,3,1,2,3,True,84,False
235,EMP0838,Retail Operations,SnowTelco Cardiff Airport 2,2025-07-06,2025-07,Onboarding Survey,5,5,3,3,2,4,False,72,False
236,EMP1317,IT,London HQ,2025-03-07,2025-03,Pulse Survey,4,4,2,3,2,2,True,-23,False
237,EMP1146,Sales - Consumer,Cardiff Office,2025-01-28,2025-01,Onboarding Survey,3,1,5,4,1,4,True,95,True
238,EMP1040,Retail Operations,SnowTelco Manchester Flagship,2025-09-22,2025-09,Annual Engagement,5,5,4,4,2,3,True,65,False
239,EMP0697,Customer Service,London Contact Centre,2025-12-07,2025-12,Pulse Survey,4,4,2,5,4,2,False,-81,False
240,EMP1564,Customer Service,London Contact Centre,2025-12-01,2025-12,Onboarding Survey,4,4,3,1,1,2,True,10,False
241,EMP1025,Retail Operations,SnowTelco Southampton High 2,2026-02-23,2026-02,Pulse Survey,3,4,5,1,4,2,True,60,True
242,EMP0760,Customer Service,Glasgow Contact Centre,2025-01-05,2025-01,Onboarding Survey,3,5,2,4,5,2,True,82,False
243,EMP1397,Retail Operations,SnowTelco Reading Retail 2,2025-02-07,2025-02,Annual Engagement,4,3,1,3,4,3,False,-41,True
244,EMP1649,Sales - Consumer,Edinburgh Office,2025-02-23,2025-02,Pulse Survey,4,4,2,2,2,3,True,37,True
245,EMP1948,Network Engineering,London HQ,2025-01-08,2025-01,Annual Engagement,2,5,5,1,5,4,True,83,True
246,EMP1877,Customer Service,London Contact Centre,2025-08-21,2025-08,Pulse Survey,4,4,5,5,1,4,True,-94,True
247,EMP1254,Retail Operations,SnowTelco Edinburgh Train 4,2025-02-22,2025-02,Exit Survey,4,1,4,1,1,5,True,-39,False
248,EMP0512,Retail Operations,SnowTelco Liverpool Retail 3,2025-07-13,2025-07,Pulse Survey,5,5,3,2,2,1,True,-8,False
249,EMP0160,Marketing,Birmingham Office,2025-07-11,2025-07,Annual Engagement,5,1,2,3,5,4,True,85,False
250,EMP1015,Customer Service,Glasgow Contact Centre,2025-11-29,2025-11,Pulse Survey,3,1,3,1,4,1,True,43,False
251,EMP0783,Network Engineering,London HQ,2025-07-17,2025-07,Annual Engagement,3,4,3,1,2,1,False,27,True
252,EMP1351,Retail Operations,SnowTelco London Retail 11,2025-02-03,2025-02,Onboarding Survey,2,5,3,4,3,3,False,41,True
253,EMP0686,Retail Operations,SnowTelco Brighton Standard,2025-01-17,2025-01,Annual Engagement,4,5,2,1,3,5,False,-45,False
254,EMP0859,Network Engineering,Birmingham Office,2025-09-29,2025-09,Onboarding Survey,5,2,3,3,5,1,True,-75,True
255,EMP1692,Product Management,London HQ,2025-12-24,2025-12,Pulse Survey,5,2,5,3,5,3,True,-21,False
256,EMP1847,Customer Service,Glasgow Contact Centre,2025-07-31,2025-07,Annual Engagement,3,1,5,3,3,5,True,-67,False
257,EMP0233,Customer Service,Manchester Contact Centre,2025-08-24,2025-08,Annual Engagement,4,4,3,3,3,2,True,100,False
258,EMP1741,HR,London HQ,2025-03-16,2025-03,Annual Engagement,3,3,1,1,1,2,True,94,False
259,EMP0947,Network Engineering,Cardiff Office,2025-04-03,2025-04,Annual Engagement,3,4,3,5,5,2,True,7,False
260,EMP1477,Network Engineering,Birmingham Office,2025-08-26,2025-08,Pulse Survey,3,3,3,5,1,1,True,27,False
261,EMP1951,HR,Manchester Office,2025-04-16,2025-04,Annual Engagement,2,1,1,1,3,2,False,50,False
262,EMP1456,Customer Service,Glasgow Contact Centre,2025-11-19,2025-11,Annual Engagement,5,2,2,5,4,1,False,75,True
263,EMP1210,Marketing,Edinburgh Office,2025-06-05,2025-06,Annual Engagement,4,4,2,2,1,5,True,50,False
264,EMP0083,HR,London HQ,2025-06-30,2025-06,Annual Engagement,4,4,3,3,3,3,False,82,False
265,EMP1233,Finance,Edinburgh Office,2026-02-14,2026-02,Pulse Survey,3,5,2,2,2,5,True,85,False
266,EMP0172,IT,Cardiff Office,2025-06-08,2025-06,Onboarding Survey,3,3,2,3,2,2,True,-15,False
267,EMP1722,Retail Operations,SnowTelco Cambridge Standard,2025-11-11,2025-11,Onboarding Survey,5,4,3,5,2,5,True,-97,False
268,EMP0487,Retail Operations,SnowTelco Leeds Shopping 6,2025-03-16,2025-03,Annual Engagement,5,5,2,5,1,5,False,76,False
269,EMP0196,Marketing,Edinburgh Office,2025-12-16,2025-12,Annual Engagement,4,4,4,3,5,2,True,-79,False
270,EMP1298,Finance,Birmingham Office,2026-02-08,2026-02,Annual Engagement,4,2,1,4,2,5,False,-81,False
271,EMP1928,Customer Service,London Contact Centre,2025-08-28,2025-08,Pulse Survey,5,2,3,5,3,5,True,-22,False
272,EMP1680,Network Engineering,Cardiff Office,2025-08-12,2025-08,Annual Engagement,5,2,2,4,4,3,True,-67,True
273,EMP1156,Marketing,Cardiff Office,2025-07-16,2025-07,Annual Engagement,5,1,1,5,2,2,True,42,False
274,EMP1017,Product Management,Manchester Office,2025-03-15,2025-03,Pulse Survey,2,1,2,4,5,3,False,-2,False
275,EMP0890,Sales - B2B,Edinburgh Office,2025-02-11,2025-02,Pulse Survey,3,1,1,5,5,3,True,75,False
276,EMP0994,Network Engineering,Edinburgh Office,2025-02-01,2025-02,Annual Engagement,5,1,1,1,4,4,True,85,False
277,EMP1104,IT,London HQ,2025-06-06,2025-06,Annual Engagement,3,1,2,1,4,2,False,-95,True
278,EMP0963,Network Engineering,Cardiff Office,2025-01-04,2025-01,Onboarding Survey,3,4,2,5,3,5,True,-94,False
279,EMP0158,Customer Service,London Contact Centre,2025-04-19,2025-04,Onboarding Survey,3,4,4,2,5,2,True,4,True
280,EMP0154,Network Engineering,Birmingham Office,2026-01-17,2026-01,Pulse Survey,2,5,3,3,5,3,True,-88,True
281,EMP1368,Facilities,Manchester Office,2026-02-01,2026-02,Exit Survey,5,4,5,5,3,4,True,40,False
282,EMP0125,Network Engineering,Birmingham Office,2025-09-10,2025-09,Pulse Survey,5,3,3,3,2,2,False,3,True
283,EMP1425,Finance,Birmingham Office,2026-01-15,2026-01,Annual Engagement,4,1,3,4,5,3,True,44,False
284,EMP0631,Retail Operations,SnowTelco Manchester Shopping 3,2025-02-21,2025-02,Pulse Survey,4,2,1,2,2,1,True,73,True
285,EMP0500,Retail Operations,SnowTelco Swansea Shopping 2,2025-12-11,2025-12,Annual Engagement,5,2,5,3,2,4,True,23,False
286,EMP1589,Marketing,Manchester Office,2026-02-05,2026-02,Onboarding Survey,4,3,2,1,4,5,True,38,True
287,EMP1018,Customer Service,London Contact Centre,2026-02-08,2026-02,Pulse Survey,4,5,1,4,5,5,True,80,True
288,EMP0687,Retail Operations,SnowTelco Edinburgh Train 4,2026-01-31,2026-01,Onboarding Survey,4,2,4,5,3,5,True,38,False
289,EMP0617,IT,Manchester Office,2025-08-26,2025-08,Annual Engagement,3,3,1,5,2,5,True,-83,False
290,EMP1167,Customer Service,Manchester Contact Centre,2025-06-28,2025-06,Pulse Survey,5,2,5,4,2,3,True,46,False
291,EMP0936,Customer Service,Glasgow Contact Centre,2025-03-05,2025-03,Pulse Survey,4,5,4,4,1,2,True,-30,False
292,EMP1639,HR,Manchester Office,2025-05-15,2025-05,Pulse Survey,4,1,1,3,3,5,True,-88,False
293,EMP1338,HR,Birmingham Office,2025-02-13,2025-02,Annual Engagement,5,3,1,5,5,4,True,-63,False
294,EMP0673,Network Engineering,Edinburgh Office,2025-03-16,2025-03,Annual Engagement,5,5,5,4,4,5,True,63,False
295,EMP0951,Legal,Cardiff Office,2025-05-08,2025-05,Annual Engagement,4,2,4,5,4,1,False,-6,False
296,EMP1991,HR,London HQ,2025-11-14,2025-11,Pulse Survey,4,1,1,5,2,4,True,23,True
297,EMP1023,Finance,London HQ,2025-09-16,2025-09,Pulse Survey,3,5,1,2,1,1,False,-65,True
298,EMP0844,Customer Service,Manchester Contact Centre,2026-01-04,2026-01,Pulse Survey,5,2,3,1,1,1,True,-56,True
299,EMP1131,Customer Service,Glasgow Contact Centre,2026-01-10,2026-01,Pulse Survey,5,5,5,2,5,4,False,-59,False
300,EMP1512,Sales - Consumer,Birmingham Office,2025-11-08,2025-11,Pulse Survey,4,4,5,1,2,3,True,-79,False
301,EMP1525,Sales - B2B,Birmingham Office,2025-10-18,2025-10,Pulse Survey,4,3,3,1,4,1,True,69,False
302,EMP1658,Retail Operations,SnowTelco Sheffield High 6,2026-01-24,2026-01,Pulse Survey,5,5,1,4,4,4,True,38,False
303,EMP0729,HR,London HQ,2026-01-04,2026-01,Pulse Survey,5,5,4,4,2,3,True,-11,False
304,EMP0296,Supply Chain,Manchester Office,2025-08-28,2025-08,Pulse Survey,2,3,1,2,1,5,True,-16,False
305,EMP0623,Customer Service,Manchester Contact Centre,2025-02-02,2025-02,Annual Engagement,3,3,1,1,4,3,True,-56,False
306,EMP0883,Sales - B2B,Manchester Office,2025-12-31,2025-12,Pulse Survey,3,5,1,3,3,3,False,-52,True
307,EMP1865,Finance,Edinburgh Office,2025-02-05,2025-02,Pulse Survey,5,3,3,1,2,1,False,-83,False
308,EMP0119,Executive,Birmingham Office,2025-08-03,2025-08,Pulse Survey,3,5,3,2,5,3,False,40,False
309,EMP1660,Retail Operations,SnowTelco Cardiff Airport 2,2025-10-30,2025-10,Pulse Survey,2,5,1,1,2,5,False,-84,True
310,EMP0843,Retail Operations,SnowTelco Oxford Standard,2025-07-28,2025-07,Annual Engagement,4,4,5,4,4,3,True,1,True
311,EMP1376,Customer Service,Manchester Contact Centre,2025-07-17,2025-07,Annual Engagement,5,4,3,4,3,1,False,23,True
312,EMP0339,Retail Operations,SnowTelco London High 24,2025-05-27,2025-05,Exit Survey,4,3,3,1,2,3,True,18,True
313,EMP1172,Customer Service,London Contact Centre,2025-01-10,2025-01,Pulse Survey,2,5,3,4,1,2,True,1,False
314,EMP1881,Retail Operations,SnowTelco Manchester Airport 4,2025-11-27,2025-11,Exit Survey,4,4,2,3,3,2,False,-95,True
315,EMP0120,Retail Operations,SnowTelco Birmingham Airport 8,2025-08-01,2025-08,Pulse Survey,1,3,4,5,2,1,False,97,False
316,EMP1496,Retail Operations,SnowTelco London High 17,2025-06-09,2025-06,Pulse Survey,5,3,5,5,4,1,False,-54,False
317,EMP1257,Retail Operations,SnowTelco Birmingham High 3,2025-07-14,2025-07,Exit Survey,3,5,3,5,2,3,True,36,True
318,EMP1148,Retail Operations,SnowTelco Glasgow Shopping 5,2025-06-04,2025-06,Annual Engagement,4,5,3,1,1,1,True,-92,True
319,EMP1174,Retail Operations,SnowTelco Bristol Train 5,2025-10-21,2025-10,Pulse Survey,5,1,4,5,1,5,True,-29,True
320,EMP0604,Network Engineering,London HQ,2025-07-11,2025-07,Annual Engagement,3,5,2,1,3,2,True,95,True
321,EMP0254,Legal,Birmingham Office,2025-04-19,2025-04,Annual Engagement,4,3,5,4,3,4,True,-73,True
322,EMP0913,Network Engineering,Birmingham Office,2025-02-13,2025-02,Onboarding Survey,5,4,1,4,1,4,True,8,True
323,EMP0103,Network Engineering,Manchester Office,2025-05-25,2025-05,Annual Engagement,5,1,5,3,2,4,True,62,True
324,EMP1781,Marketing,Manchester Office,2025-10-18,2025-10,Annual Engagement,5,1,4,3,2,1,True,-82,False
325,EMP0411,Retail Operations,SnowTelco London Train 35,2025-03-01,2025-03,Annual Engagement,2,2,4,1,5,5,False,-30,False
326,EMP1975,Customer Service,Manchester Contact Centre,2025-09-29,2025-09,Onboarding Survey,4,5,5,4,2,5,False,-67,False
327,EMP1260,Retail Operations,SnowTelco Southampton Standard,2025-07-14,2025-07,Annual Engagement,4,4,5,4,5,5,True,-45,False
328,EMP1959,Retail Operations,SnowTelco Reading Train 3,2025-03-08,2025-03,Annual Engagement,1,5,5,5,1,3,True,70,False
329,EMP1910,Finance,Cardiff Office,2025-08-19,2025-08,Pulse Survey,5,4,2,2,1,1,False,98,False
330,EMP1423,Sales - B2B,Cardiff Office,2025-04-09,2025-04,Pulse Survey,4,2,3,4,1,4,True,24,True
331,EMP1322,Executive,Manchester Office,2025-02-04,2025-02,Pulse Survey,4,1,2,5,1,1,False,64,False
332,EMP0436,Finance,Cardiff Office,2025-06-23,2025-06,Annual Engagement,3,5,1,2,2,3,False,-37,False
333,EMP1391,Network Engineering,London HQ,2025-06-05,2025-06,Exit Survey,4,3,2,5,5,2,False,2,False
334,EMP0527,Retail Operations,SnowTelco Cardiff Shopping 4,2025-05-27,2025-05,Exit Survey,4,3,3,4,5,4,True,-35,False
335,EMP1894,Customer Service,Glasgow Contact Centre,2025-06-14,2025-06,Annual Engagement,5,5,3,2,1,4,False,49,False
336,EMP0124,Customer Service,London Contact Centre,2025-12-30,2025-12,Annual Engagement,4,2,2,2,4,3,False,98,True
337,EMP1304,Network Engineering,Edinburgh Office,2025-09-18,2025-09,Annual Engagement,3,3,5,2,4,5,False,-62,False
338,EMP0881,Retail Operations,SnowTelco London Retail 14,2025-06-13,2025-06,Exit Survey,5,2,5,4,5,4,True,66,True
339,EMP0480,Retail Operations,SnowTelco Birmingham Airport 8,2025-11-11,2025-11,Annual Engagement,3,2,1,3,2,2,True,4,True
340,EMP1221,Retail Operations,SnowTelco Sheffield Train 4,2025-05-28,2025-05,Pulse Survey,3,5,5,3,3,4,False,39,True
341,EMP0541,Finance,Manchester Office,2025-10-05,2025-10,Annual Engagement,4,4,1,2,3,4,True,46,False
342,EMP0930,Sales - Consumer,Manchester Office,2026-02-02,2026-02,Annual Engagement,4,1,2,1,2,5,False,-35,False
343,EMP0795,Network Engineering,Cardiff Office,2025-01-13,2025-01,Pulse Survey,4,4,1,4,5,1,True,3,False
344,EMP0209,Retail Operations,SnowTelco Sheffield High 3,2025-04-25,2025-04,Annual Engagement,5,1,2,3,3,4,True,45,False
345,EMP0056,Retail Operations,SnowTelco Belfast Airport 4,2025-12-22,2025-12,Pulse Survey,5,3,2,4,4,2,True,-80,False
346,EMP1934,Retail Operations,SnowTelco Exeter Standard,2025-03-10,2025-03,Onboarding Survey,5,3,1,4,4,5,True,-76,True
347,EMP0756,Legal,Cardiff Office,2025-02-07,2025-02,Annual Engagement,4,2,3,3,3,2,True,-28,True
348,EMP1484,Network Engineering,Edinburgh Office,2025-04-18,2025-04,Pulse Survey,4,2,4,5,3,3,False,-94,False
349,EMP1171,HR,Edinburgh Office,2026-01-14,2026-01,Pulse Survey,4,5,5,2,1,2,False,-33,False
350,EMP1587,Customer Service,Manchester Contact Centre,2025-10-17,2025-10,Pulse Survey,5,3,5,5,4,5,True,37,True
351,EMP0853,Customer Service,London Contact Centre,2025-05-19,2025-05,Pulse Survey,5,5,1,5,4,3,False,26,False
352,EMP0086,IT,Cardiff Office,2025-11-14,2025-11,Annual Engagement,5,5,4,3,2,4,False,22,False
353,EMP1255,Customer Service,Manchester Contact Centre,2025-09-19,2025-09,Annual Engagement,4,1,2,2,2,5,True,8,True
354,EMP0766,Retail Operations,SnowTelco London Airport 8,2025-06-18,2025-06,Annual Engagement,2,2,4,4,3,2,False,-83,False
355,EMP1296,HR,Manchester Office,2025-09-05,2025-09,Annual Engagement,4,1,2,4,1,1,True,-70,False
356,EMP0697,Customer Service,London Contact Centre,2025-09-14,2025-09,Pulse Survey,4,3,5,5,5,3,False,-77,True
357,EMP1577,Marketing,Birmingham Office,2025-03-01,2025-03,Pulse Survey,3,4,4,4,3,4,True,-73,True
358,EMP0108,Customer Service,Manchester Contact Centre,2025-07-26,2025-07,Pulse Survey,5,2,5,1,5,5,True,-92,True
359,EMP1032,IT,Cardiff Office,2026-02-15,2026-02,Pulse Survey,3,2,5,1,5,5,True,-12,True
360,EMP0440,Sales - Consumer,Manchester Office,2025-12-29,2025-12,Annual Engagement,4,5,4,1,4,1,False,22,False
361,EMP0559,Supply Chain,Manchester Office,2025-06-15,2025-06,Exit Survey,2,1,3,3,3,2,True,-77,False
362,EMP1487,Sales - Consumer,Cardiff Office,2025-02-01,2025-02,Pulse Survey,3,4,1,1,4,1,True,35,False
363,EMP1152,Network Engineering,Birmingham Office,2025-03-12,2025-03,Annual Engagement,5,2,2,1,2,1,True,-9,False
364,EMP1231,Retail Operations,SnowTelco London Airport 40,2025-08-31,2025-08,Exit Survey,4,4,5,3,2,5,True,-52,False
365,EMP1324,Legal,London HQ,2025-11-03,2025-11,Annual Engagement,4,4,3,4,5,5,True,-46,True
366,EMP0309,Retail Operations,SnowTelco London Airport 8,2025-02-14,2025-02,Pulse Survey,3,5,5,1,1,5,True,63,True
367,EMP0375,Sales - Consumer,Birmingham Office,2025-12-18,2025-12,Pulse Survey,4,3,5,3,3,5,True,-26,True
368,EMP0645,Retail Operations,SnowTelco Reading Retail 2,2025-06-04,2025-06,Pulse Survey,4,3,4,3,5,2,True,-48,False
369,EMP0219,HR,Cardiff Office,2025-02-28,2025-02,Pulse Survey,5,1,4,5,2,1,True,16,False
370,EMP1079,Marketing,Edinburgh Office,2025-04-25,2025-04,Annual Engagement,1,2,4,3,1,4,False,-64,True
371,EMP1751,Finance,Manchester Office,2025-12-15,2025-12,Pulse Survey,4,4,5,2,2,5,True,69,True
372,EMP1796,Sales - B2B,Birmingham Office,2026-01-31,2026-01,Pulse Survey,3,5,1,4,3,5,False,34,False
373,EMP1379,IT,Manchester Office,2025-07-09,2025-07,Annual Engagement,5,4,5,4,2,3,True,-77,False
374,EMP0066,Supply Chain,London HQ,2025-01-24,2025-01,Pulse Survey,4,1,2,1,2,3,True,-98,True
375,EMP0049,Executive,Birmingham Office,2025-12-12,2025-12,Exit Survey,3,3,1,4,1,2,True,-83,True
376,EMP0217,Retail Operations,SnowTelco Leeds Shopping 6,2025-05-17,2025-05,Pulse Survey,3,1,5,3,3,2,True,18,False
377,EMP0305,Retail Operations,SnowTelco London Shopping 43,2025-01-06,2025-01,Annual Engagement,4,3,3,4,2,4,True,30,True
378,EMP1671,HR,Manchester Office,2025-08-07,2025-08,Onboarding Survey,3,3,2,3,1,2,False,75,False
379,EMP1872,Marketing,Birmingham Office,2025-06-25,2025-06,Annual Engagement,4,3,5,2,3,3,True,-32,True
380,EMP1298,Finance,Birmingham Office,2025-10-04,2025-10,Pulse Survey,5,1,3,1,2,1,True,-94,False
381,EMP0046,Retail Operations,SnowTelco Southampton Retail 4,2025-06-06,2025-06,Annual Engagement,4,4,5,4,1,2,False,-81,False
382,EMP1098,Marketing,Birmingham Office,2025-07-29,2025-07,Pulse Survey,3,3,5,4,4,1,True,36,True
383,EMP0917,IT,Manchester Office,2025-06-29,2025-06,Pulse Survey,3,5,2,3,2,5,True,54,True
384,EMP1500,Customer Service,Manchester Contact Centre,2025-07-03,2025-07,Onboarding Survey,3,1,5,2,3,4,False,-58,False
385,EMP1646,Product Management,Birmingham Office,2026-01-26,2026-01,Pulse Survey,4,1,2,2,2,5,True,-32,True
386,EMP0310,Product Management,London HQ,2025-08-10,2025-08,Pulse Survey,4,1,3,2,2,4,True,-31,False
387,EMP1124,Finance,Cardiff Office,2025-07-10,2025-07,Annual Engagement,4,3,2,5,3,2,False,-11,True
388,EMP1465,Sales - Consumer,Birmingham Office,2025-10-06,2025-10,Pulse Survey,4,3,4,5,3,5,True,-6,False
389,EMP1250,Retail Operations,SnowTelco Newcastle Flagship,2025-03-22,2025-03,Annual Engagement,3,3,2,5,4,5,True,7,False
390,EMP1446,Retail Operations,SnowTelco Edinburgh Train 5,2025-05-06,2025-05,Pulse Survey,3,2,1,2,5,1,True,-60,True
391,EMP0840,Customer Service,Manchester Contact Centre,2025-11-22,2025-11,Annual Engagement,4,5,5,1,3,3,True,-89,False
392,EMP1306,Security,Cardiff Office,2025-08-11,2025-08,Annual Engagement,5,5,2,1,2,3,True,-29,True
393,EMP0401,IT,Edinburgh Office,2025-12-13,2025-12,Pulse Survey,5,5,1,2,3,1,True,-48,False
394,EMP1700,Customer Service,Glasgow Contact Centre,2025-03-23,2025-03,Exit Survey,4,4,2,5,1,5,False,16,False
395,EMP0659,Retail Operations,SnowTelco London Train 45,2026-01-20,2026-01,Pulse Survey,3,3,1,5,5,3,True,14,True
396,EMP1733,Customer Service,London Contact Centre,2025-11-12,2025-11,Pulse Survey,3,4,5,3,5,4,False,23,False
397,EMP0131,Sales - Consumer,London HQ,2025-12-08,2025-12,Onboarding Survey,2,4,5,1,1,1,True,80,True
398,EMP1179,Facilities,London HQ,2025-07-07,2025-07,Annual Engagement,5,4,4,5,1,4,False,-61,False
399,EMP0153,Facilities,Edinburgh Office,2025-03-16,2025-03,Pulse Survey,4,3,1,3,4,5,False,-14,False
400,EMP0261,Sales - Consumer,Manchester Office,2025-12-17,2025-12,Annual Engagement,4,5,2,4,4,2,False,42,False
401,EMP0444,Retail Operations,SnowTelco Belfast Train 2,2025-07-13,2025-07,Pulse Survey,3,4,3,1,4,4,False,-77,False
402,EMP0039,Network Engineering,Cardiff Office,2025-05-18,2025-05,Pulse Survey,5,3,5,3,3,1,True,-20,True
403,EMP1549,HR,Edinburgh Office,2025-11-20,2025-11,Annual Engagement,3,4,2,5,5,4,True,43,True
404,EMP0714,Customer Service,London Contact Centre,2025-12-08,2025-12,Annual Engagement,4,2,2,2,3,3,False,27,False
405,EMP0971,Marketing,Cardiff Office,2026-02-03,2026-02,Annual Engagement,4,3,1,5,3,5,True,-27,False
406,EMP0087,Executive,Edinburgh Office,2025-10-12,2025-10,Pulse Survey,4,1,4,3,5,5,True,-10,False
407,EMP0528,Retail Operations,SnowTelco Edinburgh Shopping 3,2025-09-23,2025-09,Annual Engagement,4,4,1,3,2,1,True,29,False
408,EMP0567,Network Engineering,Edinburgh Office,2025-02-22,2025-02,Pulse Survey,3,2,5,3,5,4,False,-78,True
409,EMP0662,Supply Chain,Manchester Office,2025-01-25,2025-01,Annual Engagement,5,4,5,4,3,3,False,21,False
410,EMP1509,Network Engineering,Cardiff Office,2026-01-06,2026-01,Pulse Survey,4,4,2,3,5,1,True,-15,True
411,EMP1907,Retail Operations,SnowTelco Birmingham Airport 9,2025-12-30,2025-12,Pulse Survey,4,4,1,2,3,3,True,-28,True
412,EMP0878,IT,Edinburgh Office,2025-08-28,2025-08,Pulse Survey,4,3,2,3,1,5,False,-45,False
413,EMP0480,Retail Operations,SnowTelco Birmingham Airport 8,2025-09-01,2025-09,Annual Engagement,4,5,3,3,5,2,True,31,False
414,EMP0525,Network Engineering,Cardiff Office,2025-11-28,2025-11,Pulse Survey,5,1,3,1,1,1,False,25,False
415,EMP1969,Sales - Consumer,Edinburgh Office,2025-04-21,2025-04,Pulse Survey,4,3,5,4,3,5,True,100,True
416,EMP1709,Retail Operations,SnowTelco Edinburgh Train 5,2025-07-05,2025-07,Onboarding Survey,3,3,3,4,2,3,False,77,True
417,EMP1648,Sales - B2B,Cardiff Office,2026-02-15,2026-02,Onboarding Survey,3,5,2,4,5,1,True,-14,True
418,EMP1836,Customer Service,Manchester Contact Centre,2025-03-15,2025-03,Annual Engagement,4,2,5,1,3,5,True,66,True
